LOTID5	WAFER_ID	PROCESS_ID_LX562150_PROCESS_ID_MAX	PROCESS_ID_ZA522600_PROCESS_ID_MAX	ET_TIME_LX562150_TKOUT_TIME_MAX	ET_TIME_ZA522600_TKOUT_TIME_MAX	ET_D120_M1_1b_lat_100BCR_VALUE_MEDIAN	ET_D120_M1_1b_lat_100IRD_L_VALUE_MEDIAN	ET_D120_M1_4b_ult_PD_Idsat_VALUE_MEDIAN	ET_D120_M1_4b_ult_PD_Vtsat_VALUE_MEDIAN	ET_D120_M1_4b_ult_PG_Idsat_VALUE_MEDIAN	ET_D120_M1_4b_ult_PG_Vtsat_VALUE_MEDIAN	ET_D120_M1_4b_ult_PU_Idsat_VALUE_MEDIAN	ET_D120_M1_4b_ult_PU_Vtsat_VALUE_MEDIAN	ET_EGN_2/0.15_Vtsat_VALUE_MEDIAN	ET_EGN_2/2_Vtlin_VALUE_MEDIAN	ET_EGN_Tox_inv_VALUE_MEDIAN	ET_EGP_2/0.45_Vtsat_VALUE_MEDIAN	ET_EGP_2/2_Vtlin_VALUE_MEDIAN	ET_EGP_Tox_inv_VALUE_MEDIAN	ET_HL152_M1_4b_ult_PD_Idsat_VALUE_MEDIAN	ET_HL152_M1_4b_ult_PD_Vtsat_VALUE_MEDIAN	ET_HL152_M1_4b_ult_PG_Idsat_VALUE_MEDIAN	ET_HL152_M1_4b_ult_PG_Vtsat_VALUE_MEDIAN	ET_HL152_M1_4b_ult_PU_Idsat_VALUE_MEDIAN	ET_HL152_M1_4b_ult_PU_Vtsat_VALUE_MEDIAN	ET_HVTN_0.21/0.03x7_Vtsat_VALUE_MEDIAN	ET_HVTP_0.3/0.03x5_Vtsat_VALUE_MEDIAN	ET_LVTN_0.21/0.03x7_Vtsat_VALUE_MEDIAN	ET_LVTP_0.3/0.03x5_Vtsat_VALUE_MEDIAN	ET_LVT_Vt_np_ratio_VALUE_MEDIAN	ET_LVT_Vt_sum_VALUE_MEDIAN	ET_Leff_N_VALUE_MEDIAN	ET_Leff_P_VALUE_MEDIAN	ET_Lpoly_RVTN_VALUE_MEDIAN	ET_Lpoly_RVTP_VALUE_MEDIAN	ET_NW_Res_10x30_VALUE_MEDIAN	ET_OP_NRX_Res_10X30_VALUE_MEDIAN	ET_OP_PPC_Res_10X30_VALUE_MEDIAN	ET_RVTN_0.21/0.03x7_Vtsat_VALUE_MEDIAN	ET_RVTN_1/1_Vtlin_VALUE_MEDIAN	ET_RVTN_Cov_VALUE_MEDIAN	ET_RVTN_Covdd_VALUE_MEDIAN	ET_RVTP_0.3/0.03x5_Vtsat_VALUE_MEDIAN	ET_RVTP_1/1_Vtlin_VALUE_MEDIAN	ET_RVTP_Cov_VALUE_MEDIAN	ET_RVTP_Covdd_VALUE_MEDIAN	ET_RVT_Vt_Sum_VALUE_MEDIAN	ET_RVT_vt_NP_ratio_VALUE_MEDIAN	ET_SGN_Tox_inv_VALUE_MEDIAN	ET_SGP_Tox_inv_VALUE_MEDIAN	ET_SLVTN_0.21/0.03x7_Vtsat_VALUE_MEDIAN	ET_SLVTN_1/1_Vtlin_VALUE_MEDIAN	ET_SLVTP_0.3/0.03x5_Vtsat_VALUE_MEDIAN	ET_SLVTP_1/1_Vtlin_VALUE_MEDIAN	ET_VPNP_Beta_VALUE_MEDIAN
S68UZ	24		UXSN		24/07/2017 18:39	214.245	17.258	38.365	0.501	32.985	0.501	11.193	0.411	0.501	0.571	35.326		0.511	36.474							0.511	0.384	0.323	0.142			23.372	15.91	34.403	37.813				0.404	0.437	0.241	1.081	0.272	0.513	0.337	1.014			13.423	16.017					
S68XV	1		UX39		24/07/2017 22:10									0.506	0.558	35.293		0.504	36.425									0.363	0.193	1.881	0.556	23.777	16.855	33.674	36.691				0.434	0.429	0.225	1.056	0.299	0.512	0.312	0.983	0.739	1.451	13.52	16.145					
S68XV	5		UX39		24/07/2017 22:14									0.524	0.574	36.34		0.513	37.528									0.359	0.175	2.017	0.529	23.631	16.928	33.86	37.142				0.428	0.435	0.226	1.058	0.307	0.517	0.315	0.989	0.734	1.395	13.553	16.194					
S68XV	9		UX39		24/07/2017 22:19									0.511	0.563	35.769		0.511	37.152									0.367	0.178	2.101	0.549	24.129	17.164	34.268	37.365				0.431	0.435	0.227	1.067	0.301	0.512	0.315	0.994	0.734	1.42	13.576	16.213					
S68XV	12		UX39		24/07/2017 22:40									0.51	0.558	35.139	0.442	0.506	36.54									0.351	0.191	1.795	0.541	23.685	16.829	34.238	37.021	770.792			0.419	0.434	0.231	1.069	0.308	0.514	0.315	0.987	0.723		13.542	16.178					0.864
S68XV	13		UX39		24/07/2017 23:01									0.492	0.555	35.173	0.443	0.505	36.432									0.353	0.176	1.929	0.531	23.927	17.026	34.239	37.53	769.859			0.425	0.43	0.23	1.072	0.299	0.514	0.317	0.998	0.723		13.508	16.219					0.865
S68XV	18		UX39		24/07/2017 23:06									0.501	0.552	35.152		0.51	36.484									0.356	0.193	1.845	0.546	24.293	17.43	34.525	37.848				0.43	0.422	0.23	1.076	0.32	0.515	0.317	1.003	0.75	1.287	13.543	16.21					
S68XV	23		UX39		24/07/2017 23:18									0.504	0.56	35.137		0.506	36.365									0.355	0.18	1.983	0.548	24.131	16.984	34.348	37.37				0.427	0.437	0.228	1.071	0.308	0.509	0.317	0.994	0.738	1.391	13.589	16.203					
S68XX	1		UX39		26/07/2017 02:00									0.523	0.57	35.392		0.5	36.665									0.343	0.141	2.44	0.485	23.362	16.296	33.626	36.814				0.418	0.438	0.227	1.06	0.27	0.509	0.318	0.988	0.688	1.496	13.443	16.072					
S68XX	4		UX39		26/07/2017 02:05									0.511	0.561	35.515		0.508	36.768									0.341	0.127	2.746	0.469	23.095	16.619	33.062	36.414				0.408	0.428	0.227	1.042	0.26	0.514	0.311	0.98	0.673	1.587	13.464	16.075					
S68XX	5		UX39		26/07/2017 02:10									0.528	0.578	35.599		0.504	36.959									0.361	0.147	2.333	0.512	23.312	16.143	33.338	36.599				0.437	0.449	0.224	1.049	0.283	0.521	0.318	0.98	0.721	1.569	13.499	16.084					
S68XX	10		UX39		26/07/2017 02:14									0.52	0.564	35.647		0.505	37.028									0.353	0.147	2.429	0.498	23.449	16.777	33.307	36.543				0.427	0.437	0.227	1.05	0.265	0.508	0.31	0.982	0.698	1.592	13.483	16.102					
S68XX	12		UX39		26/07/2017 02:38									0.5235	0.574	35.7045	0.43	0.498	36.975									0.347	0.134	2.5485	0.4795	22.877	16.2075	33.1135	36.278	742.926			0.412	0.439	0.228	1.0435	0.279	0.51	0.313	0.969	0.7	1.462	13.499	16.283					0.808
S68XX	13		UX39		26/07/2017 03:01									0.522	0.566	35.5145	0.436	0.499	36.835									0.3515	0.152	2.322	0.4985	23.2805	16.393	33.447	36.666	743.593			0.415	0.431	0.226	1.05	0.2775	0.512	0.317	0.983	0.696	1.515	13.4855	16.1135					0.804
S68XX	25		UX39		26/07/2017 03:06									0.521	0.563	35.311		0.501	36.699									0.352	0.145	2.4	0.493	23.082	16.237	33.194	36.274				0.418	0.431	0.223	1.041	0.272	0.513	0.314	0.974	0.69	1.537	13.505	16.126					
S691U	2		UX39		25/07/2017 16:24									0.51	0.567	35.706		0.505	37.219									0.355	0.161	2.192	0.51	23.591	16.821	33.777	36.974				0.42	0.442	0.228	1.061	0.287	0.507	0.315	0.991	0.71	1.474	13.486	16.105					
S691U	6		UX39		25/07/2017 16:28									0.516	0.566	35.491		0.504	36.663									0.356	0.168	2.137	0.522	23.149	16.509	32.952	36.588				0.422	0.432	0.224	1.046	0.286	0.504	0.316	0.988	0.709	1.489	13.376	16.003					
S691U	7		UX39		25/07/2017 12:33									0.515	0.567	35.254		0.506	36.8									0.359	0.181	1.961	0.542	24.303	16.984	34.023	37.412				0.433	0.44	0.222	1.065	0.307	0.507	0.318	1.001	0.741	1.419	13.45	16.076					
S691U	8		UX39		25/07/2017 12:38									0.523	0.572	35.685		0.502	37.104									0.357	0.18	2.005	0.53	24.238	16.892	34.146	37.425				0.431	0.438	0.225	1.072	0.297	0.51	0.318	0.998	0.738	1.418	13.423	16.182					
S691U	13		UX39		25/07/2017 16:50									0.512	0.566	35.301	0.439	0.504	36.734									0.358	0.135	2.652	0.493	22.748	16.042	32.383	36.604	761.326			0.427	0.434	0.222	1.034	0.266	0.512	0.316	0.978	0.691		13.388	16.186					0.834
S691U	17		UX39		25/07/2017 12:58									0.525	0.583	35.674	0.432	0.501	37.035									0.365	0.164	2.25	0.53	23.96	16.534	33.813	37.46	760.392			0.437	0.444	0.225	1.064	0.296	0.507	0.32	0.996	0.726		13.462	16.207					0.859
S691U	22		UX39		25/07/2017 16:54									0.522	0.579	36.079		0.508	37.552									0.371	0.172	2.128	0.538	23.612	16.289	33.092	36.674				0.435	0.449	0.22	1.043	0.292	0.52	0.319	0.983	0.721	1.473	13.501	16.087					
S691V	7		UX39		22/07/2017 07:35									0.511	0.558	35.356		0.506	36.921									0.356	0.167	2.099	0.514	22.977	16.783	32.73	36.291				0.427	0.414	0.221	1.039	0.287	0.505	0.307	0.975	0.714	1.488	13.414	16.12					
S691V	9		UX39		22/07/2017 07:39									0.519	0.567	35.307		0.5	36.774									0.365	0.158	2.286	0.532	23.113	16.679	32.845	36.41				0.431	0.421	0.221	1.045	0.283	0.501	0.311	0.98	0.707	1.519	13.361	16.047					
S691V	11		UX39		22/07/2017 08:01									0.515	0.571	35.401	0.441	0.505	36.795									0.361	0.165	2.222	0.522	23.08	16.363	32.633	35.856	759.059			0.432	0.432	0.221	1.034	0.297	0.517	0.308	0.965	0.724		13.446	16.137					0.837
S691V	12		UX39		22/07/2017 08:21									0.531	0.574	36.026	0.438	0.506	37.282									0.368	0.177	2.017	0.534	23.254	16.664	32.97	36.352	751.192			0.437	0.422	0.22	1.046	0.29	0.505	0.311	0.978	0.728		13.387	16.101					0.831
S691V	15		UX39		22/07/2017 08:26									0.518	0.567	35.337		0.505	36.67									0.357	0.152	2.296	0.506	23.454	16.663	33.282	36.672				0.42	0.429	0.224	1.051	0.276	0.508	0.314	0.985	0.71	1.465	13.425	16.097					
S691V	25		UX39		22/07/2017 08:31									0.514	0.568	35.41		0.497	36.641									0.36	0.162	2.244	0.506	23.37	16.432	33.083	36.315				0.437	0.426	0.22	1.046	0.297	0.504	0.312	0.973	0.733	1.492	13.429	16.12					
S6936	8		UX39		25/07/2017 18:13									0.523	0.573	35.859		0.506	37.29									0.376	0.145	2.621	0.524	22.812	15.781	31.95	35.98				0.436	0.435	0.216	1.017	0.271	0.511	0.316	0.973	0.704	1.618	13.445	16.04					
S6936	12		UX39		25/07/2017 18:34									0.523	0.567	35.881	0.439	0.508	37.249									0.385	0.13	2.838	0.499	22.527	15.95	31.578	35.541	756.526			0.454	0.435	0.212	1.008	0.252	0.504	0.309	0.959	0.704		13.434	16.146					0.828
S6936	13		UX39		25/07/2017 18:55									0.523	0.578	35.973	0.442	0.506	36.881									0.368	0.15	2.476	0.521	23.886	16.725	33.417	37.066	760.659			0.442	0.445	0.222	1.056	0.276	0.504	0.317	0.998	0.716		13.422	15.988					0.833
S6936	14		UX39		25/07/2017 18:59									0.518	0.573	35.728		0.508	37.103									0.371	0.13	2.92	0.509	22.453	15.799	31.619	36.128				0.442	0.438	0.215	1.008	0.248	0.51	0.316	0.977	0.704	1.753	13.443	16.044					
S6936	17		UX39		25/07/2017 19:04									0.52	0.561	35.709		0.506	37.359									0.361	0.158	2.23	0.519	23.597	16.7	33.522	36.926				0.429	0.433	0.221	1.058	0.282	0.5	0.313	0.986	0.709	1.514	13.411	16.174					
S6936	18		UX39		25/07/2017 19:09									0.515	0.575	35.997		0.514	37.035									0.368	0.144	2.607	0.514	23.652	16.765	33.47	37.04				0.445	0.443	0.22	1.046	0.279	0.505	0.314	0.983	0.725	1.573	13.567	16.26					
S6936	21		UX39		25/07/2017 19:13									0.528	0.566	35.845		0.508	37.145									0.38	0.161	2.294	0.527	23.481	16.651	32.961	37.001				0.449	0.431	0.219	1.044	0.28	0.504	0.318	0.995	0.731	1.554	13.405	16.039					
S6937	1		UX39		08/07/2017 02:10									0.511	0.569	35.503		0.515	36.729									0.348	0.169	2.112	0.519	23.92	16.644	33.794	37.321				0.424	0.43	0.225	1.066	0.3	0.513	0.32	0.997	0.717	1.407	13.429	16.117					
S6937	2		UX39		08/07/2017 02:14									0.511	0.569			0.506										0.35	0.156										0.423	0.436	0.226	1.057	0.274	0.515	0.319	0.99			13.423	16.119					
S6937	3		UX39		08/07/2017 02:19									0.51	0.567			0.511										0.339	0.144										0.41	0.427	0.23	1.062	0.27	0.511	0.318	0.987			13.362	16.082					
S6937	4		UX39		08/07/2017 02:24									0.522	0.573			0.504										0.344	0.156										0.416	0.431	0.228	1.071	0.276	0.507	0.323	1			13.35	16.125					
S6937	5		UX39		08/07/2017 02:28									0.504	0.56			0.514										0.339	0.148										0.407	0.434	0.23	1.071	0.278	0.516	0.322	0.995			13.412	16.151					
S6937	12		UX39		08/07/2017 02:52									0.514	0.571	35.268	0.445	0.511	36.581									0.35	0.133	2.575	0.494	23.799	16.399	33.768	36.839	739.993			0.42	0.438	0.226	1.067	0.266	0.513	0.318	0.988	0.7		13.377	16.168					0.842
S6937	13		UX39		08/07/2017 03:17									0.513	0.566	35.071	0.443	0.51	36.2145									0.354	0.144	2.479	0.501	23.816	16.495	33.8115	36.9895	737.859			0.422	0.443	0.226	1.0655	0.278	0.52	0.318	0.992	0.7045	1.518	13.445	16.121					0.841
S6937	15		UX39		08/07/2017 03:22									0.509	0.564	35.127		0.515	36.465									0.347	0.155	2.28	0.503	24.303	16.704	34.19	37.516				0.422	0.435	0.226	1.079	0.281	0.513	0.322	1.004	0.705	1.513	13.372	16.08					
S6937	17		UX39		08/07/2017 03:28									0.502	0.568	35.279		0.51	36.462									0.329	0.131	2.524	0.453	23.018	15.944	33.145	36.831				0.402	0.423	0.23	1.057	0.259	0.514	0.322	0.985	0.658	1.494	13.301	16.068					
S6937	25		UX39		08/07/2017 03:33									0.513	0.571	35.522		0.508	36.72									0.348	0.138	2.515	0.484	23.402	16.04	33.471	36.777				0.416	0.433	0.227	1.061	0.269	0.506	0.319	0.984	0.687	1.534	13.391	16.121					
S6938	3		UX39		18/07/2017 08:51									0.508	0.56	35.138		0.521	36.514									0.349	0.16	2.213	0.511	23.492	17.161	33.871	37.16				0.416	0.429	0.229	1.062	0.311	0.517	0.312	0.989	0.719	1.359	13.505	16.223					
S6938	4		UX39		18/07/2017 08:56									0.52	0.575	35.503		0.516	36.886									0.355	0.183	1.926	0.541	24.273	17.037	34.562	37.656				0.425	0.438	0.227	1.077	0.323	0.522	0.318	1	0.745	1.319	13.536	16.198					
S6938	7		UX39		18/07/2017 09:02									0.514	0.568	35.021		0.525	36.24									0.344	0.198	1.742	0.541	23.891	16.672	34.364	37.031				0.415	0.443	0.232	1.073	0.297	0.521	0.315	0.988	0.718	1.349	13.516	16.186					
S6938	12		UX39		18/07/2017 09:26									0.513	0.569	35.055	0.441	0.506	36.3445									0.339	0.1845	1.8565	0.5255	23.581	16.78	34.1095	37.142	754.392			0.412	0.432	0.23	1.0725	0.305	0.518	0.315	0.99	0.72	1.352	13.4425	16.206					0.862
S6938	13		UX39		18/07/2017 09:47									0.531	0.572	35.771	0.457	0.527	37.12									0.352	0.196	1.804	0.557	24.176	17.076	34.177	36.951	753.459			0.426	0.437	0.225	1.069	0.31	0.518	0.311	0.987	0.741		13.509	16.181					0.856
S6938	17		UX39		18/07/2017 09:52									0.51	0.57	35.295		0.518	36.579									0.347	0.19	1.777	0.536	24.093	16.858	34.396	37.228				0.424	0.437	0.227	1.072	0.317	0.528	0.317	0.992	0.729	1.302	13.559	16.226					
S695G	12		UX39		21/07/2017 20:55									0.531	0.5785	35.862	0.455	0.5255	37.194									0.345	0.172	1.988	0.5175	23.5765	16.1755	33.8785	37.1935	775.992			0.418	0.433	0.229	1.067	0.2965	0.527	0.325	0.9975	0.709	1.442	13.4415	16.0505					0.858
S695G	13		UX39		21/07/2017 21:18									0.5205	0.567	35.5815	0.442	0.508	36.862									0.35	0.177	1.9885	0.5245	23.6865	16.4875	33.644	36.763	783.059			0.423	0.44	0.225	1.06	0.2975	0.517	0.317	0.985	0.7155	1.405	13.459	16.12					0.862
S695G	14		UX39		21/07/2017 21:23									0.525	0.578	35.833		0.516	37.029									0.36	0.165	2.145	0.525	23.223	16.07	32.86	36.249				0.44	0.44	0.224	1.041	0.296	0.524	0.318	0.978	0.724	1.493	13.449	16.077					
S695G	21		UX39		21/07/2017 21:27									0.527	0.576	35.641		0.502	37.006									0.366	0.171	2.043	0.538	23.571	16.148	33.621	36.447				0.432	0.446	0.225	1.061	0.296	0.507	0.315	0.976	0.726	1.453	13.452	16.186					
S695G	22		UX39		21/07/2017 21:32									0.514	0.568	35.689		0.512	36.983									0.357	0.166	2.112	0.514	23.609	16.28	33.504	36.688				0.424	0.442	0.224	1.054	0.298	0.525	0.319	0.986	0.712	1.443	13.516	16.081					
S6978	7		UX39		25/07/2017 06:32									0.518	0.564	35.625		0.502	36.685									0.363	0.157	2.213	0.526	23.905	16.441	33.977	36.804				0.427	0.434	0.227	1.068	0.292	0.508	0.315	0.983	0.722	1.462	13.461	16.174					
S6978	8		UX39		25/07/2017 06:36									0.523	0.57	35.628		0.511	36.839									0.362	0.177	2.04	0.545	23.584	16.239	33.362	36.838				0.431	0.438	0.227	1.054	0.301	0.522	0.32	0.991	0.735	1.452	13.419	16.039					
S6978	10		UX39		25/07/2017 06:41									0.512	0.578	35.659		0.511	36.521									0.367	0.186	1.944	0.556	23.684	16.262	33.761	36.985				0.433	0.437	0.227	1.061	0.31	0.518	0.32	0.989	0.739	1.419	13.459	16.119					
S6978	11		UX39		25/07/2017 06:45									0.521	0.569	35.444		0.505	36.769									0.357	0.159	2.239	0.518	23.221	16.086	33.327	36.542				0.426	0.435	0.228	1.054	0.288	0.517	0.318	0.981	0.716	1.49	13.414	16.1					
S6978	12		UX39		25/07/2017 07:06									0.512	0.562	35.318	0.442	0.506	36.684									0.363	0.167	2.126	0.52	23.859	16.438	33.85	36.867	772.659			0.428	0.434	0.228	1.065	0.285	0.512	0.317	0.983	0.714		13.451	16.213					0.885
S6978	13		UX39		25/07/2017 07:27									0.512	0.562	35.015	0.45	0.514	36.611									0.361	0.165	2.133	0.526	23.265	16.401	33.284	36.566	770.926			0.421	0.431	0.226	1.05	0.291	0.507	0.315	0.982	0.712		13.467	16.09					0.873
S6978	14		UX39		25/07/2017 07:31									0.522	0.573	35.569		0.499	36.468									0.367	0.16	2.259	0.521	23.481	16.45	33.725	37.189				0.441	0.438	0.23	1.062	0.287	0.512	0.32	0.997	0.726	1.531	13.437	16.072					
S6999	9		UXVP		25/07/2017 10:28	222.289	18.6	36.12	0.516	32.06	0.504	10.133	0.421	0.52	0.565	35.229		0.504	36.668									0.332	0.133	2.526	0.47	23.868	16.072	34.709	36.757				0.412	0.436	0.236	1.085	0.269	0.498	0.32	0.986	0.683	1.505	13.421	16.104					
S6999	13		UXVP		25/07/2017 10:46	212.477	17.594	35.375	0.51	32.625	0.515	10.993	0.42	0.518	0.563	35.431	0.452	0.523	36.922									0.34	0.141	2.4	0.472	23.096	16.206	33.316	35.856	786.392			0.402	0.429	0.23	1.053	0.257	0.503	0.309	0.965	0.657		13.4	16.14					0.837
S699U	4		UX39		25/07/2017 17:44									0.529	0.573	35.486		0.499	36.93									0.374	0.174	2.112	0.541	24.029	16.821	34.007	37.05				0.445	0.432	0.228	1.074	0.309	0.492	0.317	0.997	0.739	1.447	13.4	16.055					
S699U	12		UX39		25/07/2017 18:04									0.524	0.579	35.554	0.435	0.502	36.821									0.367	0.142	2.585	0.511	23.472	15.82	32.884	36.097	768.792			0.434	0.437	0.222	1.042	0.28	0.509	0.318	0.974	0.706		13.42	16.067					0.867
S699U	13		UX39		25/07/2017 18:25									0.524	0.575	35.891	0.434	0.502	37.112									0.372	0.166	2.361	0.54	23.786	16.592	33.34	36.865	768.792			0.441	0.431	0.221	1.056	0.269	0.493	0.313	0.983	0.715		13.426	16.235					0.872
S699U	14		UX39		25/07/2017 18:30									0.524	0.571	35.454		0.499	36.918									0.368	0.2	1.847	0.561	24.343	16.66	34.064	37.056				0.435	0.433	0.223	1.077	0.302	0.503	0.319	0.998	0.737	1.44	13.382	16.011					
S699U	16		UX39		25/07/2017 18:34									0.51	0.564	35.531		0.507	36.921									0.354	0.174	2.034	0.528	24.241	16.896	34.474	37.308				0.417	0.428	0.228	1.087	0.291	0.503	0.319	1.004	0.714	1.429	13.375	16.02					
S699U	20		UX39		25/07/2017 18:39									0.527	0.586	35.947		0.496	36.894									0.371	0.173	2.185	0.541	23.747	16.029	33.961	37.001				0.441	0.444	0.228	1.071	0.292	0.504	0.326	0.996	0.734	1.505	13.424	16.043					
S699U	21		UX39		25/07/2017 18:43									0.521	0.577	35.46		0.499	36.897									0.36	0.158	2.323	0.513	23.996	15.991	34.525	37.275				0.426	0.441	0.231	1.084	0.285	0.505	0.327	0.997	0.709	1.539	13.451	16.095					
S69BD	2		UX39		25/07/2017 09:21									0.519	0.563	35.757		0.514	37.395									0.362	0.156	2.436	0.514	23.165	16.061	32.665	35.791				0.435	0.435	0.221	1.036	0.27	0.509	0.31	0.963	0.697	1.582	13.425	16.141					
S69BD	9		UX39		25/07/2017 09:26									0.523	0.573	35.915		0.513	37.392									0.35	0.15	2.493	0.506	23.582	16.194	33.209	36.425				0.431	0.435	0.223	1.05	0.276	0.508	0.316	0.978	0.708	1.563	13.417	16.089					
S69BD	12		UX39		25/07/2017 09:47									0.516	0.563	35.762	0.44	0.51	37.112									0.355	0.132	2.689	0.489	23.237	16.094	32.891	36.087	755.192			0.426	0.434	0.222	1.04	0.275	0.506	0.311	0.97	0.7		13.456	16.155					0.849
S69BD	13		UX39		25/07/2017 10:08									0.525	0.563	35.78	0.44	0.508	36.978									0.345	0.139	2.439	0.487	23.434	16.223	33.335	36.454	756.259			0.416	0.434	0.225	1.054	0.27	0.507	0.315	0.982	0.691		13.406	16.033					0.848
S69BD	14		UX39		25/07/2017 10:12									0.522	0.57	36.096		0.517	37.617									0.345	0.137	2.555	0.487	23.398	16.297	34.074	37.189				0.414	0.433	0.235	1.072	0.266	0.508	0.322	0.994	0.685	1.543	13.444	16.138					
S69BD	16		UX39		25/07/2017 10:18									0.52	0.563	35.798		0.514	37.138									0.342	0.156	2.272	0.507	23.749	16.433	33.684	36.778				0.416	0.425	0.225	1.061	0.282	0.51	0.316	0.986	0.705	1.504	13.414	16.097					
S69BD	17		UX39		25/07/2017 10:22									0.524	0.561	35.905		0.506	37.476									0.349	0.155	2.284	0.509	23.569	16.464	33.407	36.542				0.415	0.43	0.223	1.051	0.284	0.511	0.312	0.981	0.701	1.451	13.461	16.128					
S69D2	13		UXVP		26/07/2017 14:37	201.212	18.28	37.07	0.499	32.05	0.502	10.081	0.419	0.501	0.55	35.668	0.445	0.515	37.057									0.329	0.124	2.653	0.45	23.769	16.285	33.943	36.442	785.459			0.404	0.423	0.231	1.066	0.262	0.504	0.317	0.979	0.662		13.455	16.099					0.849
S69D2	20		UXVP		26/07/2017 14:42	214.872	16.916	36.58	0.514	31.8	0.499	10.533	0.435	0.498	0.551	35.695		0.521	37.028									0.321	0.12	2.64	0.438	24.049	16.728	34.654	37.638				0.402	0.423	0.235	1.089	0.268	0.508	0.323	1.005	0.67	1.504	13.481	16.131					
S69G8	1		UX39		25/07/2017 12:10									0.532	0.578	35.779		0.494	37.047									0.34	0.137	2.482	0.477	23.408	15.92	33.725	36.481				0.404	0.433	0.232	1.069	0.262	0.5	0.319	0.979	0.667	1.548	13.317	16.09					
S69G8	6		UX39		25/07/2017 12:14									0.523	0.573	35.421		0.498	36.62									0.344	0.155	2.219	0.492	23.025	15.601	33.377	36.077				0.405	0.433	0.231	1.061	0.281	0.51	0.321	0.977	0.691	1.418	13.34	15.983					
S69G8	7		UX39		25/07/2017 12:19									0.519	0.576	35.415		0.494	36.705									0.341	0.139	2.507	0.487	23.021	15.71	33.678	36.475				0.405	0.438	0.236	1.067	0.265	0.501	0.322	0.984	0.679	1.494	13.339	16.041					
S69G8	9		UX39		25/07/2017 12:23									0.522	0.568	35.167		0.497	36.226									0.34	0.147	2.369	0.491	23.199	15.776	33.445	36.286				0.399	0.427	0.231	1.066	0.276	0.508	0.32	0.984	0.675	1.455	13.285	15.951					
S69G8	12		UX39		25/07/2017 12:44									0.535	0.578	35.518	0.42	0.488	36.682									0.358	0.174	2.067	0.539	23.252	16.049	33.239	36.174	762.392			0.424	0.438	0.227	1.058	0.28	0.497	0.315	0.973	0.708		13.315	16.084					0.841
S69G8	13		UX39		25/07/2017 13:05									0.524	0.571	35.221	0.434	0.503	36.517									0.356	0.166	2.157	0.52	23.422	16.061	33.386	36.368	764.659			0.409	0.422	0.227	1.063	0.297	0.51	0.318	0.983	0.707		13.297	16.011					0.866
S69G8	14		UX39		25/07/2017 06:14									0.522	0.574	35.24	0.432	0.503	36.499									0.371	0.138	2.664	0.506	22.668	15.818	31.755	35.638	764.526			0.445	0.447	0.217	1.013	0.26	0.497	0.31	0.96	0.692		13.403	16.139					0.839
S69G8	17		UX39		25/07/2017 19:44									0.526	0.574	35.206		0.508	36.595									0.352	0.167	2.108	0.517	23.192	15.784	33.31	36.18				0.423	0.434	0.229	1.058	0.296	0.512	0.319	0.976	0.72	1.413	13.342	16.076					
S69G8	18		UX39		25/07/2017 13:09									0.524	0.571	35.245		0.498	36.355									0.342	0.156	2.179	0.503	23.425	15.837	33.75	36.382				0.412	0.435	0.231	1.071	0.279	0.506	0.32	0.982	0.689	1.467	13.304	16.018					
S69G8	23		UX39		25/07/2017 13:13									0.521	0.574	35.167		0.496	36.199									0.348	0.163	2.098	0.509	23.459	16.131	33.704	36.585				0.422	0.438	0.229	1.068	0.278	0.502	0.315	0.976	0.694	1.486	13.386	16.218					
S69G8	24		UX39		25/07/2017 13:19									0.51	0.568	35.316		0.504	36.473									0.338	0.15	2.253	0.491	23.236	15.873	33.443	36.17				0.415	0.432	0.23	1.058	0.293	0.511	0.318	0.976	0.697	1.404	13.417	16.06					
S69P1	11		UXCK		26/07/2017 03:50	233.422	18.438	37.53	0.513	33.415	0.504	12.387	0.357	0.499	0.557			0.505		70.095	0.463	53.205	0.481	21.624	0.261			0.36	0.171			24.043	17.095	34.855	37.036				0.441	0.431	0.235	1.068	0.294	0.509	0.31	0.973	0.735		13.855	16.495					
S69P1	13		UXCK		26/07/2017 04:09	251.345	16.808	36.315	0.516	30.415	0.529	12.806	0.387	0.514	0.552	36.037	0.454	0.516	37.486	67.39	0.47	50.24	0.478	21.853	0.247			0.372	0.174					34.294	36.702	798.392			0.444	0.428	0.228	1.053	0.294	0.51	0.302	0.967	0.735		13.82	16.455					0.846
S69P1	14		UXCK		26/07/2017 04:14	240.667	18.526	35.51	0.526	31.12	0.524	11.784	0.382	0.512	0.557			0.522		65.375	0.472	51.76	0.481	21.688	0.257			0.373	0.162			23.805	17.173	34.309	36.711				0.442	0.428	0.229	1.053	0.308	0.51	0.304	0.969	0.743		13.79	16.426					
S69P1	17		UXCK		26/07/2017 04:21	233.377	18.122	38.74	0.511	34.19	0.501	12.204	0.361	0.504	0.55			0.511		72.065	0.452	54.88	0.465	22.242	0.238			0.365	0.167			23.941	17.197	34.794	36.985				0.433	0.423	0.233	1.063	0.292	0.503	0.306	0.971	0.725		13.844	16.515					
S69P1	18		UXCK		26/07/2017 04:27	238.206	17.304	36.225	0.519	31.965	0.517	12.205	0.375	0.507	0.555			0.513		68.68	0.46	52.365	0.476	21.319	0.263			0.358	0.177			24.083	17.421	34.618	36.942				0.443	0.424	0.231	1.068	0.298	0.502	0.304	0.973	0.744		13.788	16.446					
