LOTID5	WAFER_ID	PROCESS_ID_LX562150_PROCESS_ID_MAX	PROCESS_ID_ZA522600_PROCESS_ID_MAX	ET_TIME_LX562150_TKOUT_TIME_MAX	ET_TIME_ZA522600_TKOUT_TIME_MAX	ET_D120_M1_1b_lat_100BCR_VALUE_MEDIAN	ET_D120_M1_1b_lat_100IRD_L_VALUE_MEDIAN	ET_D120_M1_4b_ult_PD_Idsat_VALUE_MEDIAN	ET_D120_M1_4b_ult_PD_Vtsat_VALUE_MEDIAN	ET_D120_M1_4b_ult_PG_Idsat_VALUE_MEDIAN	ET_D120_M1_4b_ult_PG_Vtsat_VALUE_MEDIAN	ET_D120_M1_4b_ult_PU_Idsat_VALUE_MEDIAN	ET_D120_M1_4b_ult_PU_Vtsat_VALUE_MEDIAN	ET_EGN_2/0.15_Vtsat_VALUE_MEDIAN	ET_EGN_2/2_Vtlin_VALUE_MEDIAN	ET_EGN_Tox_inv_VALUE_MEDIAN	ET_EGP_2/0.45_Vtsat_VALUE_MEDIAN	ET_EGP_2/2_Vtlin_VALUE_MEDIAN	ET_EGP_Tox_inv_VALUE_MEDIAN	ET_HL152_M1_4b_ult_PD_Idsat_VALUE_MEDIAN	ET_HL152_M1_4b_ult_PD_Vtsat_VALUE_MEDIAN	ET_HL152_M1_4b_ult_PG_Idsat_VALUE_MEDIAN	ET_HL152_M1_4b_ult_PG_Vtsat_VALUE_MEDIAN	ET_HL152_M1_4b_ult_PU_Idsat_VALUE_MEDIAN	ET_HL152_M1_4b_ult_PU_Vtsat_VALUE_MEDIAN	ET_HVTN_0.21/0.03x7_Vtsat_VALUE_MEDIAN	ET_HVTP_0.3/0.03x5_Vtsat_VALUE_MEDIAN	ET_LVTN_0.21/0.03x7_Vtsat_VALUE_MEDIAN	ET_LVTP_0.3/0.03x5_Vtsat_VALUE_MEDIAN	ET_LVT_Vt_np_ratio_VALUE_MEDIAN	ET_LVT_Vt_sum_VALUE_MEDIAN	ET_Leff_N_VALUE_MEDIAN	ET_Leff_P_VALUE_MEDIAN	ET_Lpoly_RVTN_VALUE_MEDIAN	ET_Lpoly_RVTP_VALUE_MEDIAN	ET_NW_Res_10x30_VALUE_MEDIAN	ET_OP_NRX_Res_10X30_VALUE_MEDIAN	ET_OP_PPC_Res_10X30_VALUE_MEDIAN	ET_RVTN_0.21/0.03x7_Vtsat_VALUE_MEDIAN	ET_RVTN_1/1_Vtlin_VALUE_MEDIAN	ET_RVTN_Cov_VALUE_MEDIAN	ET_RVTN_Covdd_VALUE_MEDIAN	ET_RVTP_0.3/0.03x5_Vtsat_VALUE_MEDIAN	ET_RVTP_1/1_Vtlin_VALUE_MEDIAN	ET_RVTP_Cov_VALUE_MEDIAN	ET_RVTP_Covdd_VALUE_MEDIAN	ET_RVT_Vt_Sum_VALUE_MEDIAN	ET_RVT_vt_NP_ratio_VALUE_MEDIAN	ET_SGN_Tox_inv_VALUE_MEDIAN	ET_SGP_Tox_inv_VALUE_MEDIAN	ET_SLVTN_0.21/0.03x7_Vtsat_VALUE_MEDIAN	ET_SLVTN_1/1_Vtlin_VALUE_MEDIAN	ET_SLVTP_0.3/0.03x5_Vtsat_VALUE_MEDIAN	ET_SLVTP_1/1_Vtlin_VALUE_MEDIAN	ET_VPNP_Beta_VALUE_MEDIAN
S60XT	9		UXSN		17/07/2017 03:29	221.596	17.548	33.17	0.535	31	0.515	10.492	0.429	0.508	0.564	36.251		0.515	37.635							0.524	0.403	0.348	0.206			24.122	17.424	34.639	38.135				0.423	0.423	0.233	1.081	0.327	0.515	0.323	1.019			13.441	16.013					
S60XT	13		UXSN		27/06/2017 10:15	224.084	16.154	32.385	0.524	29.4	0.507	10.626	0.425	0.512	0.564	36.386	0.452	0.512	37.779							0.515	0.402	0.346	0.197			24.349	17.54	34.737	38.318	794.925			0.418	0.434	0.23	1.088	0.322	0.51	0.324	1.022	0.741		13.431	16.038					0.877
S60XT	15		UXSN		17/07/2017 03:56	233.071	16.238	35.865	0.516	31.4375	0.51	9.944	0.4375	0.5125	0.573	35.665	0.451	0.506	37.1815							0.519	0.43	0.34	0.208			24.521	16.841	35.3185	38.5175	789.992			0.414	0.433	0.238	1.105	0.315	0.512	0.333	1.029	0.729		13.4185	15.991					0.871
S60XT	18		UXSN		27/06/2017 10:23	240.111	15.146	32.635	0.527	30.01	0.501	10.807	0.41	0.505	0.555	35.451		0.509	36.889							0.524	0.404	0.354	0.194			23.963	17.073	34.001	37.512				0.418	0.433	0.226	1.07	0.307	0.503	0.321	1.008			13.405	15.977					
S60XT	20		UXSN		17/07/2017 04:04	209.036	16.76	33.715	0.517	29.44	0.526	11.243	0.411	0.515	0.574	36.365		0.514	37.748							0.527	0.406	0.349	0.205			24.188	17.116	34.758	38.494				0.425	0.423	0.233	1.092	0.322	0.518	0.33	1.03			13.388	15.962					
S60XT	22		UXSN		17/07/2017 04:12	231.776	17.47	32.14	0.526	28.48	0.526	10.6	0.423	0.523	0.577	36.105		0.499	37.488							0.527	0.403	0.358	0.196			24.473	17.141	35.004	38.516				0.436	0.438	0.232	1.093	0.311	0.505	0.33	1.03			13.472	16					
S60XT	23		UXSN		17/07/2017 04:19	222.367	16.03	33.465	0.536	30.1	0.518	10.302	0.437	0.513	0.57	36.374		0.517	37.885							0.525	0.413	0.357	0.189			23.987	17.208	34.578	38.189				0.423	0.427	0.232	1.083	0.323	0.512	0.325	1.02			13.426	16.016					
S60XT	24		UXSN		17/07/2017 04:28	241.633	15.666	32.855	0.525	29.88	0.519	10.284	0.42	0.502	0.561	35.964		0.511	37.472							0.52	0.405	0.344	0.197			24.019	17.15	34.437	38.244				0.421	0.422	0.231	1.085	0.303	0.505	0.325	1.025			13.37	15.954					
S60XT	25		UXSN		17/07/2017 04:36	230.968	15.842	34.02	0.524	29.665	0.522	11.188	0.405	0.502	0.566	35.282		0.504	36.668							0.529	0.411	0.357	0.211			24.393	17.267	34.872	38.581				0.427	0.431	0.232	1.09	0.321	0.517	0.329	1.031			13.449	15.984					
S60YH	6	UXU3		13/07/2017 08:13										0.501	0.544	35.819	0.476	0.55	40.561							0.475	0.407					26.191	19.702																13.341	16.216					
S60YH	7	UXU3		13/07/2017 09:35										0.508	0.543	35.928	0.482	0.552	40.281							0.483	0.415					26.027	19.895																13.397	16.267					
S60YH	13	UXU3		13/07/2017 10:58										0.508	0.546	36.121	0.479	0.551	40.707							0.492	0.397					24.605	18.947																13.345	16.206					
S60YH	18	UXU3		13/07/2017 11:23										0.504	0.545	36.181		0.556	40.319							0.479	0.412																						13.348	16.161					
S6105	13	UXU3		12/07/2017 21:47										0.513	0.546	35.714	0.475	0.546	40.033							0.499	0.409					25.43	19.621																13.345	16.109					
S6105	14	UXU3		12/07/2017 22:12										0.515	0.549	35.417		0.543	39.92							0.505	0.407																						13.374	16.169					
S6106	13	UXU3		08/07/2017 05:48										0.511	0.546	36.06	0.49	0.558	40.451							0.481	0.4					24.705	18.896																13.413	16.31					
S6106	14	UXU3		08/07/2017 07:10										0.512	0.545	35.89	0.484	0.554	40.602							0.476	0.379					24.28	18.652																13.281	16.071					
S611D	2		UX73		27/06/2017 18:15	214.737	19.536	40.86	0.482	37.675	0.474	10.85	0.425	0.485	0.54	35.428		0.501	37.283	73.595	0.447	59.135	0.447	18.624	0.305			0.313	0.199	1.533	0.513	23.502	17.103	34.753	37.028		165.665	680.993	0.388	0.415	0.243	1.097	0.312	0.498	0.312	0.993	0.698	1.234	13.327	16.069	0.252	0.244	0.125	0.322	
S611D	3		UX73		27/06/2017 18:21	209.801	15.27	35.46	0.505	31.21	0.496	10.514	0.399	0.492	0.552	35.105		0.494	36.99	60.72	0.478	47.485	0.492	18.388	0.296			0.342	0.193	1.71	0.535	23.959	16.465	34.567	36.836		167.265	677.78	0.423	0.445	0.235	1.088	0.308	0.504	0.316	0.987	0.73	1.37	13.372	16.108	0.283	0.27	0.134	0.324	
S611D	11		UX73		27/06/2017 18:28	188.75	19.628	40.97	0.478	35.34	0.481	10.59	0.411	0.479	0.537	35.355		0.494	37.271	74.14	0.443	57.54	0.449	19.711	0.269			0.317	0.171	1.782	0.496	23.306	16.986	34.559	36.79		167.892	676.833	0.401	0.416	0.243	1.088	0.289	0.491	0.311	0.985	0.682	1.357	13.348	16.124	0.247	0.243	0.106	0.318	
S611D	20		UX73		27/06/2017 18:34	223.116	17.446	37.555	0.499	33.605	0.496	10.431	0.413	0.494	0.552	35.424		0.497	37.205	66.055	0.466	51.9	0.478	18.939	0.302			0.341	0.185	1.801	0.526	24.288	16.695	35.026	37.302		165.492	682.22	0.43	0.439	0.237	1.1	0.292	0.504	0.317	0.998	0.726	1.469	13.371	16.058	0.271	0.268	0.131	0.325	
S611D	23		UX73		27/06/2017 18:41	209.157	17.874	40	0.484	34.19	0.479	10.114	0.412	0.494	0.543	35.093		0.499	36.592	67.005	0.46	52.985	0.461	20.057	0.291			0.318	0.183	1.699	0.494	23.438	16.324	34.409	36.787		165.825	681.153	0.396	0.429	0.237	1.086	0.305	0.511	0.316	0.986	0.696	1.294	13.344	16.141	0.252	0.26	0.116	0.329	
S6146	13	UXU3		12/07/2017 11:16										0.513	0.544	36.39	0.492	0.563	40.932							0.498	0.397					24.395	18.237																13.354	16.124					
S6146	23	UXU3		12/07/2017 11:41										0.503	0.544	36.148		0.553	40.449							0.482	0.399																						13.417	16.31					
S615Z	13	UXU3		16/07/2017 18:31										0.52	0.55	35.983	0.462	0.533	40.382							0.459	0.417					24.545	18.859																13.162	15.972					
S615Z	20	UXU3		16/07/2017 18:56										0.515	0.547	35.823		0.534	40.305							0.469	0.404																						13.198	16.031					
S617R	3	UXU3		20/07/2017 10:30										0.517		36.139			40.628							0.507	0.419																						13.364	16.182					
S617R	4	UXU3		20/07/2017 10:35										0.527		36.131			40.475							0.518	0.428																						13.342	16.102					
S617R	9	UXU3		20/07/2017 10:41										0.533		36.689			41.304							0.501	0.439																						13.338	16.139					
S617R	10	UXU3		20/07/2017 10:46										0.524		35.908			40.565							0.498	0.435																						13.295	16.146					
S617R	11	UXU3		20/07/2017 10:51										0.533		36.375			40.801							0.497	0.438																						13.303	16.187					
S617R	12	UXU3		20/07/2017 10:57										0.528		36.122			40.517							0.491	0.407																						13.281	16.116					
S617R	13	UXU3		20/07/2017 12:20										0.523	0.548	36.364	0.481	0.55	40.82							0.487	0.413					24.373	18.96																13.329	16.203					
S617R	15	UXU3		20/07/2017 12:45										0.522	0.546	35.926		0.551	40.683							0.489	0.416																						13.314	16.104					
S617R	18	UXU3		20/07/2017 12:51										0.538		36.493			40.749							0.502	0.42																						13.371	16.167					
S617R	19	UXU3		20/07/2017 12:56										0.533		36.292			40.696							0.498	0.423																						13.336	16.11					
S617R	20	UXU3		20/07/2017 13:01										0.523		36.081			40.433							0.497	0.415																						13.262	16.125					
S617R	21	UXU3		20/07/2017 13:08										0.518		36.369			40.539							0.485	0.417																						13.325	16.115					
S6193	3		UXSN		27/06/2017 07:48	239.417	15.08	30.285	0.533	27.775	0.524	10.023	0.423	0.507	0.547	35.476		0.501	36.874							0.547	0.415	0.376	0.194			24.997	17.965	34.456	37.673				0.446	0.428	0.219	1.08	0.329	0.497	0.31	1.004			13.47	16.148					
S6193	9		UXSN		27/06/2017 07:58	215.382	16.316	34.49	0.514	29.74	0.509	10.279	0.421	0.501	0.549	35.518		0.503	37.16							0.527	0.409	0.373	0.207			25.233	18.612	34.981	38.298				0.446	0.422	0.223	1.096	0.325	0.492	0.311	1.02			13.382	16.074					
S6193	12		UXSN		27/06/2017 08:07	226.599	16.714	32.415	0.524	28.605	0.521	9.819	0.425	0.514	0.56	35.78		0.499	37.19							0.531	0.407	0.365	0.202			24.394	17.371	34.319	37.349				0.429	0.428	0.224	1.079	0.323	0.505	0.314	1.001			13.408	16.081					
S6193	16		UXSN		27/06/2017 08:16	225.734	15.082	31.68	0.529	30.555	0.507	9.945	0.432	0.503	0.556	35.42		0.492	37.158							0.53	0.416	0.364	0.216			24.064	17.039	33.787	37.061				0.426	0.427	0.224	1.067	0.32	0.501	0.314	0.995			13.41	16.062					
S6193	23		UXSN		27/06/2017 08:26	233.141	16.35	31.945	0.528	28.875	0.514	9.797	0.446	0.513	0.557	35.791		0.505	37.303							0.539	0.428	0.375	0.218			24.769	18.094	34.393	37.435				0.444	0.426	0.221	1.083	0.331	0.496	0.307	1.003			13.381	16.055					
S61DP	13	UXU3		13/07/2017 02:22										0.516	0.548	36.368	0.479	0.55	41.003							0.485	0.416					24.404	18.11																13.485	16.296					
S61DP	14	UXU3		13/07/2017 02:48										0.513	0.55	36.377		0.55	40.651							0.48	0.414																						13.372	16.199					
S61GH	8	UXU6		06/07/2017 16:31										0.519	0.55	35.987	0.46	0.54	40.322							0.489	0.386					24.993	19.427																13.416	16.243					
S61GH	9	UXU6		06/07/2017 22:43										0.513	0.558	35.918		0.531	40.108							0.495	0.385																						13.368	16.169					
S61GH	13	UXU6		07/07/2017 00:08										0.522	0.555	36.156	0.463	0.538	40.59							0.496	0.402					25.142	19.582																13.442	16.281					
S61K5	4	UXU6		29/06/2017 21:51										0.508	0.548	35.764		0.525	40.224							0.489	0.378																						13.473	16.426					
S61K5	13	UXU6		29/06/2017 23:15										0.509	0.55	36.022	0.457	0.529	40.304							0.483	0.407					24.791	19.78																13.486	16.312					
S61K6	1	UXU6		27/06/2017 06:24										0.521	0.55	36.394		0.546	40.571							0.496	0.37																						13.526	16.277					
S61K6	13	UXU6		27/06/2017 07:48										0.518	0.554	36.701	0.467	0.538	40.95							0.48	0.36					24.265	19.56																13.404	16.209					
S61K6	14	UXU6		27/06/2017 09:10										0.525	0.561	36.536	0.466	0.539	40.897							0.49	0.387					24.594	19.464																13.339	16.197					
S61K6	15	UXU6		27/06/2017 10:33										0.517	0.558	36.443	0.469	0.545	40.745							0.49	0.372					24.081	18.959																13.476	16.285					
S61K6	16	UXU6		27/06/2017 11:55										0.518	0.557	36.584	0.472	0.544	41.11							0.488	0.365					24.344	19.136																13.351	16.195					
S61K6	17	UXU6		27/06/2017 13:18										0.517	0.559	36.633	0.47	0.542	40.853							0.49	0.382					24.119	19.069																13.482	16.328					
S61KD	2	UXU3		24/07/2017 08:52										0.51		36.239			40.385							0.476	0.365																						13.262						
S61KD	3	UXU3		24/07/2017 10:16										0.518	0.555	35.929	0.474	0.551	40.276							0.487	0.384					24.322	17.819																13.239	16.136					
S61KD	8	UXU3		24/07/2017 11:38										0.516	0.554	36.338	0.475	0.552	40.962							0.478	0.382					24.889	17.864																13.302	16.205					
S61KD	13	UXU3		24/07/2017 13:01										0.511	0.553	36.358	0.475	0.553	40.598							0.476	0.371					24.625	17.882																13.284	16.204					
S61KD	16	UXU3		24/07/2017 14:23										0.519	0.555	36.398	0.478	0.558	40.877							0.482	0.368					23.809	17.399																13.308	16.189					
S61KD	19	UXU3		24/07/2017 15:45										0.512	0.551	36.252	0.482	0.555	40.487							0.48	0.363					24.303	17.732																13.284	16.171					
S61KD	21	UXU3		24/07/2017 16:10										0.511		36.004			40.143							0.48	0.39																						13.261						
S61KD	23	UXU3		24/07/2017 16:35										0.511		36.271			40.482							0.481	0.392																						13.281						
S61KD	24	UXU3		24/07/2017 17:01										0.505	0.551	35.992		0.547	40.169							0.478	0.377																						13.319	16.163					
S61T8	1	UXU3		10/07/2017 06:54										0.518	0.556	36.35		0.549	40.829							0.472	0.4																						13.449	16.17					
S61T8	13	UXU3		10/07/2017 08:17										0.522	0.555	36.153	0.471	0.549	40.544							0.483	0.383					24.583	18.735																13.325	16.098					
S61UX	13	UXU6		27/06/2017 09:09										0.525	0.562	35.579	0.448	0.523	39.845							0.472	0.397					24.332	18.992																13.33	16.13					
S61UX	24	UXU6		27/06/2017 09:36										0.523	0.56	35.647		0.524	39.872							0.474	0.4																						13.358	16.171					
S61UY	13	UXU6		27/06/2017 20:45										0.508	0.545	35.784	0.46	0.532	40.056							0.477	0.395					24.633	20.061																13.325	16.149					
S61UY	16	UXU6		27/06/2017 21:11										0.518	0.557	36.054		0.531	40.351							0.469	0.374																						13.319	16.186					
S61WZ	1	UXU6		01/07/2017 08:34										0.519	0.552	35.605	0.444	0.517	40.094							0.481	0.385					24.405	19.304																13.378	16.288					
S61X1	5	UXU6		17/07/2017 15:29										0.516		36.085			40.528							0.489	0.39																						13.359						
S61X1	6	UXU6		17/07/2017 15:54										0.513		36.28			40.48							0.493	0.387																						13.41						
S61X1	13	UXU6		17/07/2017 17:18										0.511	0.558	36.118	0.458	0.529	40.504							0.49	0.38					24.305	18.411																13.339	16.224					
S61X1	19	UXU6		17/07/2017 17:41										0.515		36.071			40.315							0.498	0.394																						13.355						
S61X1	21	UXU6		17/07/2017 18:06										0.516	0.564	36.653		0.532	40.822							0.492	0.38																						13.405	16.249					
S61X5	1	UXU6		30/06/2017 13:08										0.527		35.53			39.998							0.495	0.401																						13.343						
S61X5	2	UXU6		30/06/2017 13:32										0.538		35.902			40.18							0.497	0.394																						13.35						
S620W	1	UXU3		20/07/2017 22:30										0.51		36.059			40.504							0.486	0.387																						13.308						
S620W	13	UXU3		20/07/2017 23:53										0.517	0.553	36.363	0.468	0.539	40.598							0.477	0.39					24.132	17.907																13.289	16.188					
S620W	14	UXU3		21/07/2017 00:18										0.514	0.546	35.767		0.535	40.098							0.492	0.383																						13.28	16.08					
S620W	15	UXU3		21/07/2017 00:42										0.509		36.299			40.833							0.495	0.385																						13.317						
S620W	25	UXU3		21/07/2017 01:06										0.512		35.694			40.26							0.501	0.387																						13.379						
S624T	13	UXU3		11/07/2017 04:17										0.521	0.551	35.985	0.481	0.549	40.477							0.48	0.423					25.095	18.914																13.345	16.093					
S624T	25	UXU3		11/07/2017 05:44										0.513	0.548	35.762		0.537	40.316							0.51	0.418																						13.544	16.391					
S62VZ	3		UX73		27/06/2017 03:37	199.61	17.82	38.7	0.492	33.12	0.491	11.395	0.407	0.491	0.545	35.41		0.519	36.982	67.925	0.463	53.075	0.46	20.302	0.283			0.348	0.195	1.723	0.546	24.874	17.448	35.701	37.8		168.278	675.42	0.418	0.42	0.235	1.12	0.324	0.513	0.318	1.013	0.745	1.29	13.359	16.019	0.276	0.253	0.14	0.335	
S62VZ	8		UX73		27/06/2017 03:43	208.987	18.826	38.315	0.484	33.72	0.481	10.612	0.411	0.494	0.542	35.394		0.516	36.963	68.48	0.458	53.065	0.457	19.533	0.309			0.348	0.2	1.714	0.549	24.756	17.301	35.311	37.412		168.065	682.913	0.417	0.422	0.232	1.106	0.32	0.509	0.315	0.999	0.75	1.299	13.391	16.133	0.294	0.255	0.126	0.332	
S62VZ	13		UX73		27/06/2017 03:50	203.484	19.292	40	0.481	35.67	0.475	10.4	0.419	0.491	0.542	35.378		0.52	37.061	70.59	0.446	54.965	0.457	20.291	0.272			0.333	0.197	1.722	0.536	24.769	17.286	35.649	37.564		167.278	682.58	0.419	0.424	0.235	1.115	0.311	0.513	0.317	1.006	0.726	1.336	13.385	16.057	0.279	0.256	0.106	0.335	
S62VZ	19		UX73		27/06/2017 03:56	196.962	20.108	40.29	0.489	34.495	0.489	11.28	0.392	0.485	0.546	35.355		0.519	36.999	68.955	0.456	52.665	0.466	19.273	0.308			0.347	0.197	1.692	0.546	24.897	17.346	35.231	37.392		168.158	680.18	0.426	0.426	0.233	1.104	0.323	0.512	0.314	0.997	0.745	1.332	13.395	16.136	0.275	0.255	0.136	0.334	
S62VZ	25		UX73		27/06/2017 04:02	213.284	18.564	39.13	0.484	33.69	0.491	10.533	0.416	0.497	0.552	35.977		0.516	37.453	70.605	0.45	53.005	0.457	19.568	0.309			0.332	0.183	1.825	0.534	24.714	17.323	35.197	37.221		167.665	681.9	0.41	0.423	0.234	1.104	0.318	0.507	0.314	0.997	0.728	1.289	13.382	16.08	0.281	0.252	0.134	0.329	
S6346	7		UXSN		04/07/2017 06:08	223.202	16.506	33.805	0.526	29.09	0.517	10.911	0.403	0.497	0.552	35.478		0.5	36.95							0.539	0.394	0.35	0.172			23.898	17.712	33.947	37.181				0.426	0.43	0.226	1.066	0.303	0.5	0.309	0.996			13.447	16.074					
S6346	13		UXSN		04/07/2017 06:16	225.173	18.33	38.29	0.501	33.045	0.507	10.564	0.418	0.5	0.565	36.138		0.497	37.514							0.516	0.396	0.336	0.176			23.857	17.373	34.602	37.731				0.417	0.426	0.234	1.08	0.297	0.501	0.316	1.003			13.504	16.179					
S6346	14		UXSN		04/07/2017 06:23	244.785	17.79	36.415	0.519	31.54	0.515	11.973	0.406	0.508	0.558	35.839		0.5	37.101							0.529	0.398	0.358	0.177			24.293	18.024	34.946	38.226				0.431	0.43	0.234	1.09	0.308	0.502	0.318	1.024			13.423	15.995					
S6346	19		UXSN		04/07/2017 06:31	233.6	18.314	32.675	0.528	30.515	0.509	11.181	0.416	0.5	0.552	35.692		0.5	37.158							0.529	0.395	0.35	0.194			23.772	17.848	33.747	37.116				0.429	0.426	0.224	1.061	0.307	0.494	0.307	0.994			13.437	16.075					
S6346	20		UXSN		04/07/2017 06:39	234.398	17.11	34.67	0.517	30.175	0.517	10.891	0.426	0.506	0.552	35.87		0.497	37.135							0.532	0.401	0.35	0.189			23.843	17.894	33.846	37.29				0.428	0.425	0.225	1.062	0.309	0.496	0.307	0.997			13.462	16.116					
S63AF	7		UXCK		27/06/2017 21:02	233.751	17.178	35.245	0.517	31.075	0.515	11.665	0.375	0.502	0.55			0.513		63.24	0.47	49.85	0.473	20.738	0.244			0.361	0.145			24.375	16.633	34.327	36.775				0.444	0.422	0.222	1.054	0.272	0.493	0.31	0.971	0.715		13.808	16.376					
S63AF	8		UXCK		27/06/2017 21:10	227.185	17.19	34.44	0.512	30.93	0.511	11.062	0.377	0.502	0.557			0.514		64.19	0.471	48.135	0.488	19.7	0.268			0.367	0.135			24.51	16.606	34.686	37.11				0.442	0.426	0.223	1.062	0.289	0.504	0.312	0.968	0.731		13.807	16.599					
S63AF	9		UXCK		27/06/2017 21:16	235.405	17.004	34.19	0.52	31.78	0.502	11.53	0.372	0.493	0.543			0.511		63.95	0.47	49.65	0.479	20.102	0.254			0.364	0.154			24.934	17.28	34.821	37.482				0.446	0.418	0.221	1.071	0.283	0.492	0.31	0.982	0.724		13.803	16.521					
S63AF	13		UXCK		27/06/2017 21:36	222.509	17.194	35.13	0.517	31.215	0.504	10.881	0.371	0.497	0.551	36.003	0.447	0.514	37.427	62.51	0.476	50.065	0.474	19.457	0.276			0.36	0.184					35.358	37.663	797.192			0.441	0.419	0.221	1.083	0.289	0.498	0.313	0.992	0.735		13.777	16.383					0.879
S63AF	16		UXCK		27/06/2017 21:43	222.338	16.36	36.105	0.52	31.105	0.505	10.84	0.392	0.506	0.555			0.519		64.705	0.469	49.67	0.468	19.89	0.264			0.358	0.164			24.569	16.141	34.693	37.098				0.434	0.425	0.224	1.066	0.302	0.515	0.318	0.981	0.733		13.789	16.393					
S63AF	21		UXCK		27/06/2017 21:49	225	16.858	34.055	0.521	31.39	0.51	10.672	0.376	0.504	0.558			0.513		62.215	0.467	48.71	0.482	20.217	0.251			0.359	0.176			25.045	16.609	35.062	37.482				0.436	0.425	0.223	1.073	0.282	0.503	0.316	0.98	0.72		13.81	16.547					
S63AZ	12	UXU6		07/07/2017 09:22										0.505	0.553	35.986		0.539	40.383							0.482	0.392																						13.405	16.104					
S63AZ	13	UXU6		07/07/2017 10:46										0.504	0.542	35.808	0.464	0.537	40.173							0.467	0.38					23.888	19.311																13.395	16.101					
S63B1	3	UXU6		01/07/2017 04:51																																													13.372	16.152					
S63B1	4	UXU6		01/07/2017 05:00																																													13.372	16.137					
S63B1	5	UXU6		01/07/2017 05:11																																													13.366	16.158					
S63B1	6	UXU6		01/07/2017 05:19																																													13.43	16.197					
S63B1	7	UXU6		01/07/2017 05:28																																													13.375	16.124					
S63B1	8	UXU6		01/07/2017 05:38																																													13.389	16.279					
S63B1	13	UXU6		01/07/2017 07:00										0.518	0.552	36.026	0.466	0.537	40.41							0.473	0.391					24.761	20.18																13.305	16.094					
S63B1	16	UXU6		01/07/2017 07:25										0.522	0.56	36.352		0.531	40.918							0.489	0.374																						13.387	16.381					
S63F6	11	UXU6		03/07/2017 17:41										0.506	0.546	35.66		0.529	39.941							0.493	0.405																						13.471	16.311					
S63F6	13	UXU6		03/07/2017 19:04										0.508	0.546	35.567	0.447	0.521	39.794							0.496	0.388					24.566	19.306																13.482	16.455					
S63FV	2		UXSN		15/07/2017 06:30	215.373	18	34.185	0.514	33.295	0.489	11.067	0.42	0.509	0.55	35.388		0.496	36.883							0.495	0.424	0.335	0.222			24.041	17.983	34.718	37.612				0.406	0.415	0.236	1.095	0.332	0.499	0.313	1.014			13.325	15.883					
S63FV	6		UXSN		15/07/2017 06:37	207.374	17.524	35.23	0.495	30.66	0.496	11.366	0.418	0.516	0.554	35.327		0.494	36.627							0.492	0.418	0.324	0.232			24.269	17.868	34.953	38.152				0.399	0.424	0.236	1.107	0.333	0.503	0.321	1.031			13.197	15.79					
S63FV	9		UXSN		15/07/2017 06:45	209.73	18.986	36.665	0.512	33.9	0.501	11.566	0.405	0.511	0.55	35.678		0.489	36.907							0.505	0.409	0.34	0.228			24.391	18.516	35.275	38.166				0.408	0.424	0.237	1.105	0.331	0.491	0.31	1.016			13.388	16.112					
S63FV	15		UXSN		15/07/2017 06:53	220.543	19.052	35.575	0.501	32.885	0.491	10.9	0.436	0.507	0.553	35.794		0.5	37.18							0.507	0.414	0.342	0.213			23.522	17.699	34.093	37.032				0.406	0.418	0.235	1.08	0.333	0.507	0.309	1.002			13.292	15.888					
S63FV	24		UXSN		15/07/2017 07:01	189.299	18.214	36.875	0.503	31.86	0.496	10.461	0.43	0.497	0.546	35.457		0.495	36.884							0.51	0.417	0.34	0.23			24.422	18.131	35.058	38.017				0.404	0.416	0.235	1.099	0.346	0.499	0.314	1.02			13.368	15.909					
S63KP	3		UX73		02/07/2017 07:37	230.583	18.1	37.15	0.49	32.745	0.497	11.166	0.397	0.504	0.552	35.29		0.503	36.884	65.07	0.46	50.02	0.473	19.474	0.304			0.336	0.216	1.52	0.546	24.243	17.274	35.168	37.262		167.505	677.9	0.411	0.434	0.235	1.096	0.325	0.499	0.312	0.995	0.744	1.289	13.423	16.135	0.272	0.261	0.138	0.323	
S63KP	6		UX73		02/07/2017 07:41									0.485	0.539	34.801	0.44	0.504	36.333																																				
S63KP	8		UX73		02/07/2017 07:44									0.488	0.536	34.509	0.44	0.5	36.15																																				
S63KP	10		UX73		02/07/2017 07:48									0.49	0.539	34.813	0.44	0.504	36.448																																				
S63KP	11		UX73		02/07/2017 07:56	189.673	19.354	39.595	0.483	33.725	0.493	10.266	0.429	0.5025	0.55	35.252	0.433	0.498	36.8895	65.605	0.462	52.485	0.468	18.915	0.303			0.331	0.212	1.525	0.552	24.458	17.341	35.739	37.381		168.265	678.513	0.403	0.437	0.24	1.116	0.321	0.492	0.312	0.997	0.706	1.267	13.387	16.115	0.275	0.265	0.145	0.318	
S63KP	12		UX73		02/07/2017 08:00									0.488	0.542	34.808	0.442	0.506	36.057																																				
S63KP	16		UX73		02/07/2017 08:06	221.608	18.774	38.8	0.484	34.245	0.479	10.561	0.405	0.501	0.551	35.507		0.504	36.767	68.19	0.452	50.605	0.471	18.865	0.311			0.339	0.244	1.389	0.586	24.847	17.832	35.905	37.603		168.932	678.807	0.413	0.434	0.234	1.115	0.354	0.501	0.308	0.997	0.765	1.172	13.425	16.204	0.275	0.258	0.168	0.324	
