LOTID5	WAFER_ID	PROCESS_ID_LE522600_PROCESS_ID_MAX	ET_TIME_LE522600_TKOUT_TIME_MAX	D120_M1_1b_lat_100BCR	D120_M1_1b_lat_100IRD_L	D120_M1_4b_ult_PD_Vtsat	D120_M1_4b_ult_PG_Vtsat	D120_M1_4b_ult_PU_Idsat	D120_M1_4b_ult_PU_Vtsat	EGN_2/0.15_Vtsat	EGN_2/2_Vtlin	EGN_Cov	EGP_2/0.15_Vtsat	EGP_2/2_Vtlin	EGP_Cov	LVTN_0.21/0.03x7_Vtsat	LVTP_0.3/0.03x5_Vtsat	Lpoly_RVTN	Lpoly_RVTP	NW_Res_10x30	RVTN_0.21/0.03x7_Vtsat	RVTN_1/1_Vtlin	RVTN_Cov	RVTN_Covdd	RVTP_0.3/0.03x5_Vtsat	RVTP_1/1_Vtlin	RVTP_Cov	RVTP_Covdd	RVT_Vt_Sum	SGN_Tox_inv	SGP_Tox_inv	VPNP_Beta	date	month	date_lot
S63YU	12	UXTD	03/07/2017 20:17	192.391	18.23	472.627	476.5	9.681	428.539	0.509	0.586	0.209	0.248	0.514	0.547	0.348	0.219	33.301	35.649	788.925	0.417	0.42	0.228	1.049	0.334	0.521	0.308	0.966	0.749	13.445	16.001	0.858	3	7	7/03_S63YU
S63YU	13	UXTD	03/07/2017 21:18	197.057	16.643	499.076	483.368	9.737	436.017	0.504	0.582	0.209	0.249	0.513	0.54	0.35	0.227	33.208	35.812	785.192	0.425	0.413	0.225	1.048	0.337	0.517	0.303	0.966	0.755	13.431	16.08	0.851	3	7	7/03_S63YU
S667H	6	UXTN	03/07/2017 13:26			509.532	497.678	10.637	406.374							0.361	0.209	32.67	35.658		0.434	0.425	0.219	1.034	0.324	0.511	0.301	0.964		13.432	16.068		3	7	7/03_S667H
S667H	8	UXTN	03/07/2017 13:42			497.265	505.844	9.254	437.901							0.363	0.211	32.983	35.807		0.442	0.431	0.218	1.044	0.318	0.501	0.303	0.969		13.424	16.027		3	7	7/03_S667H
S667H	9	UXTN	03/07/2017 13:56			493.016	493.219	10.623	404.466							0.352	0.22	33.119	36.251		0.429	0.425	0.22	1.05	0.327	0.512	0.304	0.977		13.39	16.033		3	7	7/03_S667H
S667H	12	UXTN	03/07/2017 14:11			511.184	498.729	10.622	404.307							0.364	0.216	32.923	35.977		0.434	0.424	0.218	1.042	0.309	0.509	0.303	0.97		13.427	16.035		3	7	7/03_S667H
S667H	13	UXTN	03/07/2017 15:12	216.952	16.176	507.8	489.298	8.962	433.072							0.355	0.216	33.075	35.992	780.259	0.432	0.426	0.218	1.047	0.325	0.504	0.302	0.971	0.761	13.402	16.042	0.823	3	7	7/03_S667H
S667H	23	UXTN	03/07/2017 15:26			511.308	503.804	9.708	428.228							0.365	0.211	32.706	35.54		0.432	0.426	0.219	1.033	0.32	0.509	0.299	0.953		13.449	16.226		3	7	7/03_S667H
S60CW	7	UXTD	04/07/2017 13:54			480.301	466.769	11.055	411.234	0.512	0.577	0.207	0.248	0.517	0.538	0.363	0.203	31.126	34.632		0.426	0.407	0.217	0.997	0.303	0.51	0.293	0.936		13.421	16.164		4	7	7/04_S60CW
S60CW	9	UXTD	04/07/2017 14:12			490.09	479.046	10.39	421.475	0.514	0.579	0.207	0.253	0.519	0.538	0.356	0.197	31.932	35.592		0.423	0.412	0.221	1.022	0.303	0.508	0.296	0.96		13.399	16.113		4	7	7/04_S60CW
S60CW	12	UXTD	04/07/2017 15:12	212.76	17.926	479.445	472.731	9.947	437.431	0.51	0.581	0.205	0.252	0.522	0.535	0.363	0.199	31.687	34.998	780.526	0.425	0.414	0.216	1.011	0.319	0.512	0.291	0.943	0.745	13.409	16.198	0.858	4	7	7/04_S60CW
S60CW	13	UXTD	04/07/2017 16:09	195.403	17.651	496.544	488.905	10.189	434.993	0.516	0.581	0.206	0.255	0.521	0.533	0.361	0.202	31.333	34.984	778.392	0.428	0.414	0.216	1.003	0.315	0.512	0.293	0.944	0.739	13.439	16.149	0.877	4	7	7/04_S60CW
S60CW	18	UXTD	04/07/2017 16:26			478.628	470.119	10.686	420.363	0.507	0.574	0.209	0.256	0.516	0.54	0.346	0.206	32.863	35.956		0.417	0.413	0.222	1.043	0.319	0.505	0.301	0.967		13.376	16.098		4	7	7/04_S60CW
S60CW	22	UXTD	04/07/2017 16:44			470.463	472.901	11.523	409.105	0.513	0.58	0.208	0.245	0.511	0.54	0.348	0.207	32.313	35.749		0.406	0.411	0.223	1.027	0.309	0.521	0.303	0.961		13.395	16.127		4	7	7/04_S60CW
S60CW	23	UXTD	04/07/2017 16:59			484.3	471.306	11.196	420.667	0.511	0.581	0.21	0.254	0.521	0.534	0.346	0.199	32.317	35.485		0.42	0.416	0.222	1.026	0.329	0.51	0.296	0.954		13.434	16.192		4	7	7/04_S60CW
S619P	7	UXTD	04/07/2017 23:53			474.912	475.377	8.626	445.3	0.514	0.593	0.209	0.239	0.506	0.527	0.346	0.22	33.505	36.222		0.41	0.421	0.233	1.055	0.324	0.516	0.311	0.969		13.469	16.211		4	7	7/04_S619P
S61NZ	5	UXTD	04/07/2017 11:43			487.374	482.339	10.155	425.886	0.512	0.574	0.206	0.248	0.511	0.536	0.35	0.22	32.595	35.976		0.415	0.407	0.222	1.041	0.332	0.512	0.299	0.968		13.365	16.127		4	7	7/04_S61NZ
S61NZ	6	UXTD	04/07/2017 12:02			488.751	471.066	9.653	421.429	0.508	0.58	0.207	0.25	0.508	0.529	0.351	0.217	32.369	35.721		0.41	0.403	0.221	1.033	0.331	0.504	0.298	0.965		13.308	16.028		4	7	7/04_S61NZ
S61NZ	8	UXTD	04/07/2017 12:19			487.916	488.824	9.451	430.447	0.511	0.582	0.207	0.245	0.506	0.536	0.352	0.214	32.453	35.603		0.42	0.415	0.223	1.038	0.323	0.509	0.298	0.961		13.346	16.122		4	7	7/04_S61NZ
S61NZ	12	UXTD	04/07/2017 13:20	202.004	17.554	475.273	482.094	9.709	423.723	0.52	0.584	0.207	0.25	0.51	0.539	0.349	0.222	32.693	35.92	786.525	0.417	0.411	0.224	1.042	0.33	0.508	0.3	0.968	0.747	13.305	16.058	0.848	4	7	7/04_S61NZ
S61NZ	13	UXTD	04/07/2017 14:22	198.739	18.69	475.777	484.672	9.68	437.5	0.506	0.581	0.209	0.249	0.508	0.527	0.341	0.215	32.118	35.517	787.992	0.408	0.405	0.225	1.029	0.319	0.509	0.298	0.96	0.732	13.323	16.058	0.849	4	7	7/04_S61NZ
S61NZ	15	UXTD	04/07/2017 14:41			486.158	479.151	9.876	425.089	0.522	0.584	0.208	0.247	0.51	0.539	0.345	0.207	32.869	36.272		0.418	0.411	0.225	1.051	0.321	0.502	0.303	0.975		13.287	16.102		4	7	7/04_S61NZ
S61NZ	20	UXTD	04/07/2017 14:58			487.464	484.116	10.162	420.573	0.511	0.581	0.206	0.241	0.506	0.534	0.358	0.212	32.28	35.607		0.417	0.408	0.221	1.035	0.325	0.505	0.301	0.96		13.309	16.079		4	7	7/04_S61NZ
S63AW	3	UXTD	04/07/2017 00:03			481.051	460.9	9.925	421.18	0.517	0.584	0.209	0.238	0.506	0.548	0.342	0.202	32.502	35.634		0.414	0.415	0.222	1.032	0.315	0.52	0.305	0.956		13.42	16.189		4	7	7/04_S63AW
S63AW	10	UXTD	04/07/2017 00:24			472.433	471.817	9.219	437.5	0.506	0.582	0.21	0.247	0.515	0.538	0.345	0.204	32.862	36.193		0.422	0.41	0.219	1.039	0.319	0.516	0.3	0.967		13.446	16.172		4	7	7/04_S63AW
S63AW	12	UXTD	04/07/2017 01:24	167.068	19.754	467.509	462.496	9.518	446.182	0.512	0.586	0.209	0.245	0.516	0.535	0.334	0.217	33.628	36.527	804.792	0.414	0.409	0.223	1.06	0.342	0.53	0.306	0.977	0.754	13.434	16.176	0.821	4	7	7/04_S63AW
S63AW	13	UXTD	04/07/2017 02:24	192.055	17.518	482.734	468.7	9.398	446.819	0.504	0.581	0.211	0.245	0.51	0.546	0.346	0.205	32.653	35.55	799.725	0.416	0.417	0.224	1.036	0.313	0.525	0.306	0.96	0.722	13.395	16.106	0.849	4	7	7/04_S63AW
S63AW	14	UXTD	04/07/2017 02:42			483.986	474.698	9.94	418.729	0.504	0.573	0.211	0.247	0.516	0.543	0.35	0.205	32.997	36.441		0.42	0.411	0.22	1.045	0.318	0.517	0.304	0.977		13.427	16.134		4	7	7/04_S63AW
S63AW	19	UXTD	04/07/2017 03:01			478.435	467.776	10.087	422.691	0.503	0.576	0.213	0.249	0.517	0.538	0.345	0.196	33.162	36.214		0.412	0.411	0.222	1.05	0.311	0.516	0.302	0.971		13.41	16.169		4	7	7/04_S63AW
S63F2	12	UXTD	04/07/2017 00:24	193.683	19.546	485.111	482.148	9.542	431.902	0.514	0.588	0.208	0.255	0.522	0.539	0.359	0.206	32.986	36.043	796.259	0.43	0.418	0.221	1.045	0.339	0.527	0.301	0.967	0.769	13.432	16.142	0.82	4	7	7/04_S63F2
S63F2	13	UXTD	04/07/2017 01:26	181.456	19.861	485.713	467.937	8.274	457.141	0.511	0.591	0.208	0.244	0.515	0.539	0.369	0.224	33.184	36.012	793.325	0.436	0.422	0.221	1.05	0.342	0.525	0.302	0.969	0.776	13.408	16.118	0.814	4	7	7/04_S63F2
S63F2	15	UXTD	04/07/2017 01:48			478.597	475.016	9.264	445.828	0.517	0.592	0.211	0.248	0.52	0.537	0.359	0.234	33.891	36.67		0.427	0.424	0.228	1.062	0.34	0.529	0.308	0.98		13.503	16.152		4	7	7/04_S63F2
S63F2	22	UXTD	04/07/2017 02:25			482.543	471.237	8.696	445.636	0.517	0.59	0.209	0.254	0.524	0.535	0.356	0.227	33.629	36.584		0.425	0.414	0.222	1.058	0.339	0.528	0.304	0.978		13.464	16.172		4	7	7/04_S63F2
S63F2	24	UXTD	04/07/2017 02:46			491.341	491.829	9.531	446.239	0.513	0.582	0.209	0.246	0.52	0.536	0.375	0.229	32.534	35.783		0.447	0.423	0.214	1.032	0.334	0.511	0.297	0.964		13.482	16.116		4	7	7/04_S63F2
S63F5	7	UXTD	04/07/2017 04:58			479.654	466.708	9.546	434.997	0.513	0.581	0.206	0.23	0.501	0.528	0.358	0.211	32.84	35.973		0.412	0.41	0.224	1.039	0.334	0.513	0.303	0.964		13.463	16.222		4	7	7/04_S63F5
S63F5	11	UXTD	04/07/2017 05:15			468.869	467.346	9.667	422.657	0.511	0.584	0.207	0.24	0.511	0.531	0.346	0.221	33.551	36.298		0.408	0.408	0.227	1.061	0.329	0.523	0.308	0.98		13.371	16.041		4	7	7/04_S63F5
S63F5	12	UXTD	04/07/2017 06:15	196.46	19.481	475.184	468.776	10.148	420.754	0.519	0.578	0.209	0.228	0.499	0.534	0.338	0.201	33.44	36.365	797.992	0.415	0.406	0.231	1.058	0.318	0.51	0.309	0.971	0.741	13.432	16.256	0.883	4	7	7/04_S63F5
S63F5	13	UXTD	04/07/2017 07:13	182.926	17.813	477.151	471.355	9.926	432.163	0.503	0.574	0.208	0.229	0.503	0.531	0.337	0.211	32.606	35.909	800.392	0.412	0.407	0.225	1.035	0.318	0.517	0.307	0.969	0.725	13.376	16.067	0.884	4	7	7/04_S63F5
S63F5	15	UXTD	04/07/2017 07:30			474.448	467.56	10.777	402.265	0.507	0.579	0.21	0.236	0.505	0.534	0.336	0.207	33.001	35.739		0.406	0.408	0.229	1.046	0.325	0.519	0.304	0.962		13.418	16.182		4	7	7/04_S63F5
S63F5	21	UXTD	04/07/2017 07:47			496.795	469.402	9.926	438.766	0.506	0.574	0.207	0.247	0.508	0.531	0.347	0.229	33.093	36.49		0.412	0.404	0.224	1.047	0.34	0.525	0.304	0.974		13.422	16.183		4	7	7/04_S63F5
S63F5	22	UXTD	04/07/2017 08:02			473.101	475.995	9.21	446.637	0.514	0.582	0.208	0.235	0.513	0.528	0.339	0.235	32.739	35.796		0.409	0.402	0.224	1.039	0.335	0.527	0.305	0.965		13.395	16.103		4	7	7/04_S63F5
S63N8	2	UXTD	04/07/2017 10:27			490.627	467.035	11.181	403.958	0.52	0.588	0.205	0.237	0.503	0.531	0.354	0.221	32.275	35.903		0.427	0.411	0.221	1.025	0.323	0.525	0.303	0.963		13.43	16.174		4	7	7/04_S63N8
S63N8	9	UXTD	04/07/2017 10:45			477.802	465.172	11.094	399.308	0.513	0.593	0.21	0.23	0.511	0.535	0.337	0.196	33.104	36.097		0.405	0.416	0.235	1.046	0.307	0.528	0.312	0.969		13.412	16.165		4	7	7/04_S63N8
S63N8	11	UXTD	04/07/2017 11:02			485.905	470.689	10.526	401.914	0.506	0.579	0.207	0.24	0.518	0.53	0.35	0.195	32.207	35.587		0.415	0.404	0.221	1.026	0.314	0.519	0.3	0.955		13.408	16.215		4	7	7/04_S63N8
S63N8	12	UXTD	04/07/2017 12:03	212.552	21.21	450.903	459.974	10.657	419.409	0.496	0.575	0.211	0.239	0.517	0.532	0.322	0.187	32.582	35.529	775.992	0.39	0.398	0.231	1.031	0.296	0.52	0.301	0.954	0.683	13.429	16.212	0.812	4	7	7/04_S63N8
S63N8	13	UXTD	04/07/2017 13:04	185.345	18.995	471.344	463.239	11.429	395.858	0.511	0.589	0.212	0.237	0.513	0.538	0.325	0.188	32.475	35.708	781.992	0.395	0.41	0.234	1.029	0.292	0.528	0.311	0.958	0.68	13.407	16.195	0.845	4	7	7/04_S63N8
S63N8	14	UXTD	04/07/2017 13:21			473.88	458.818	10.982	412.234	0.511	0.578	0.211	0.237	0.516	0.533	0.332	0.182	32.604	35.816		0.406	0.403	0.23	1.035	0.297	0.518	0.303	0.962		13.422	16.192		4	7	7/04_S63N8
S63N8	19	UXTD	04/07/2017 13:37			465.498	459.533	10.089	407.837	0.504	0.576	0.211	0.25	0.516	0.537	0.329	0.215	33.062	36.183		0.398	0.406	0.23	1.044	0.32	0.528	0.306	0.972		13.419	16.106		4	7	7/04_S63N8
S63P6	7	UXTD	04/07/2017 08:35			495.796	496.311	10.864	412.023	0.52	0.587	0.209	0.24	0.499	0.526	0.369	0.227	33.851	36.054		0.442	0.417	0.228	1.063	0.344	0.51	0.301	0.97		13.515	16.131		4	7	7/04_S63P6
S63P6	8	UXTD	04/07/2017 08:52			482.45	485.308	10.218	413.771	0.516	0.583	0.208	0.244	0.511	0.527	0.357	0.22	33.207	35.612		0.434	0.419	0.226	1.048	0.334	0.507	0.298	0.96		13.476	16.108		4	7	7/04_S63P6
S63P6	12	UXTD	04/07/2017 09:53	206.183	18.415	492.1	488.444	10.813	429.231	0.521	0.583	0.21	0.244	0.507	0.527	0.36	0.227	34.201	36.278	783.326	0.43	0.415	0.227	1.071	0.344	0.507	0.299	0.976	0.778	13.483	16.072	0.844	4	7	7/04_S63P6
S63P6	13	UXTD	04/07/2017 10:52	198.265	19.402	487.067	473.757	11.181	400.31	0.523	0.592	0.211	0.235	0.503	0.53	0.359	0.214	33.907	35.973	790.392	0.421	0.42	0.232	1.064	0.336	0.51	0.304	0.97	0.766	13.463	16.07	0.825	4	7	7/04_S63P6
S63P6	16	UXTD	04/07/2017 11:10			477.484	474.298	10.761	425.849	0.521	0.583	0.211	0.25	0.51	0.525	0.354	0.23	33.914	36.322		0.422	0.412	0.228	1.069	0.353	0.512	0.3	0.976		13.437	16.089		4	7	7/04_S63P6
S63P6	18	UXTD	04/07/2017 11:28			483.951	496.75	9.981	432.838	0.514	0.58	0.21	0.251	0.515	0.529	0.37	0.229	33.748	36.221		0.433	0.416	0.226	1.062	0.335	0.515	0.3	0.974		13.456	16.121		4	7	7/04_S63P6
S63P6	19	UXTD	04/07/2017 11:44			488.938	499.177	10.615	420.566	0.51	0.578	0.21	0.263	0.51	0.526	0.368	0.233	33.779	36.25		0.444	0.414	0.225	1.061	0.337	0.51	0.298	0.977		13.471	16.112		4	7	7/04_S63P6
S63VV	4	UXTD	04/07/2017 05:10			514.162	499.066	9.334	432.51	0.531	0.592	0.206	0.247	0.5	0.529	0.38	0.216	33.223	36.182		0.443	0.431	0.223	1.048	0.337	0.512	0.305	0.97		13.458	16.178		4	7	7/04_S63VV
S63VV	9	UXTD	04/07/2017 05:28			481.199	486.928	9.246	445.915	0.517	0.581	0.206	0.263	0.51	0.523	0.369	0.238	33.076	35.611		0.441	0.419	0.221	1.047	0.34	0.508	0.294	0.959		13.4	16.09		4	7	7/04_S63VV
S63VV	12	UXTD	04/07/2017 06:29	190.654	16.933	497.813	483.933	9.064	433.577	0.524	0.586	0.206	0.26	0.512	0.525	0.371	0.24	33.606	36.327	787.459	0.439	0.421	0.222	1.057	0.358	0.513	0.299	0.973	0.79	13.451	16.182	0.834	4	7	7/04_S63VV
S63VV	13	UXTD	04/07/2017 07:29	186.99	16.825	493.386	490.257	9.846	423.814	0.523	0.59	0.208	0.245	0.506	0.531	0.367	0.228	33.289	35.883	787.725	0.434	0.426	0.226	1.051	0.346	0.516	0.305	0.966	0.782	13.424	16.134	0.856	4	7	7/04_S63VV
S63VV	19	UXTD	04/07/2017 07:46			494.317	488.206	9.309	417.256	0.517	0.588	0.208	0.255	0.507	0.527	0.372	0.225	32.932	35.737		0.442	0.428	0.221	1.04	0.341	0.519	0.302	0.96		13.479	16.17		4	7	7/04_S63VV
S63VV	21	UXTD	04/07/2017 08:03			487.646	494.413	10.191	427.584	0.523	0.581	0.208	0.25	0.517	0.521	0.365	0.219	32.438	35.453		0.433	0.413	0.22	1.027	0.34	0.515	0.294	0.953		13.491	16.198		4	7	7/04_S63VV
S63VV	25	UXTD	04/07/2017 08:18			488.658	499.855	9.969	437.877	0.514	0.582	0.207	0.262	0.509	0.522	0.378	0.238	33.067	35.715		0.444	0.421	0.217	1.044	0.34	0.508	0.293	0.96		13.471	16.184		4	7	7/04_S63VV
S60NG	5	UXTD	05/07/2017 09:38			492.522	474.209	9.785	418.186	0.518	0.584	0.207	0.24	0.507	0.53	0.341	0.208	32.654	35.736		0.416	0.412	0.22	1.038	0.334	0.513	0.304	0.965		13.368	16.072		5	7	7/05_S60NG
S60NG	12	UXTD	05/07/2017 10:37	190.063	18.392	483.658	475.968	9.762	418.71	0.519	0.589	0.209	0.241	0.51	0.534	0.345	0.226	32.794	35.669	782.259	0.418	0.419	0.225	1.047	0.32	0.515	0.307	0.966	0.74	13.355	16.022	0.845	5	7	7/05_S60NG
S60NG	13	UXTD	05/07/2017 11:36	182.634	17.554	499.059	473.721	10.435	414.515	0.512	0.587	0.208	0.237	0.508	0.535	0.346	0.203	32.255	35.543	779.459	0.424	0.422	0.222	1.026	0.32	0.516	0.306	0.962	0.74	13.408	16.019	0.86	5	7	7/05_S60NG
S60NG	15	UXTD	05/07/2017 11:51			479.616	468.7	10.163	426.071	0.521	0.592	0.208	0.24	0.511	0.535	0.338	0.209	32.841	36.042		0.415	0.41	0.224	1.05	0.325	0.514	0.31	0.975		13.31	15.973		5	7	7/05_S60NG
S60NG	16	UXTD	05/07/2017 12:09			498.291	482.758	8.691	448.223	0.521	0.59	0.209	0.242	0.511	0.533	0.352	0.211	32.796	35.841		0.42	0.42	0.223	1.044	0.331	0.515	0.306	0.971		13.341	16.029		5	7	7/05_S60NG
S60NG	17	UXTD	05/07/2017 12:26			497.013	492.602	8.795	452.543	0.51	0.583	0.208	0.24	0.508	0.532	0.351	0.201	32.687	35.887		0.423	0.414	0.22	1.042	0.321	0.514	0.305	0.966		13.37	16.103		5	7	7/05_S60NG
S60NG	21	UXTD	05/07/2017 12:42			500	484.573	9.285	433.457	0.514	0.582	0.208	0.244	0.507	0.541	0.357	0.206	32.63	35.84		0.423	0.424	0.22	1.04	0.311	0.513	0.307	0.967		13.339	16.095		5	7	7/05_S60NG
S60W8	2	UXTD	05/07/2017 14:08			489.393	474.698	10.652	406.2	0.506	0.58	0.208	0.241	0.515	0.532	0.343	0.195	32.667	35.747		0.407	0.407	0.22	1.037	0.314	0.514	0.299	0.96		13.413	16.189		5	7	7/05_S60W8
S60W8	11	UXTD	05/07/2017 14:25			487.265	476.5	10.107	415.093	0.503	0.575	0.209	0.237	0.504	0.54	0.336	0.209	32.764	36.019		0.407	0.406	0.22	1.041	0.325	0.521	0.306	0.969		13.379	16.13		5	7	7/05_S60W8
S60W8	12	UXTD	05/07/2017 15:25	194.863	16.549	486.555	484.3	9.542	431.53	0.514	0.584	0.208	0.24	0.514	0.54	0.352	0.202	33.041	36.061	794.925	0.423	0.415	0.222	1.046	0.315	0.51	0.303	0.968	0.735	13.43	16.187	0.826	5	7	7/05_S60W8
S60W8	13	UXTD	05/07/2017 16:24	171.095	18.361	483.874	487.743	9.538	425.813	0.512	0.589	0.208	0.239	0.511	0.534	0.341	0.191	32.812	35.887	801.325	0.403	0.41	0.222	1.042	0.304	0.52	0.307	0.962	0.712	13.411	16.204	0.833	5	7	7/05_S60W8
S60W8	14	UXTD	05/07/2017 16:41			491.494	481.382	9.766	439.945	0.498	0.574	0.209	0.248	0.522	0.548	0.341	0.191	32.308	35.545		0.417	0.423	0.222	1.026	0.318	0.538	0.308	0.957		13.444	16.139		5	7	7/05_S60W8
S60W8	16	UXTD	05/07/2017 16:58			497.659	481.475	9.974	432.903	0.494	0.567	0.209	0.251	0.512	0.537	0.353	0.194	32.989	36.086		0.42	0.409	0.218	1.042	0.332	0.518	0.301	0.968		13.454	16.195		5	7	7/05_S60W8
S60W8	19	UXTD	05/07/2017 17:14			483.022	482.329	8.92	443.337	0.52	0.592	0.21	0.237	0.514	0.543	0.342	0.204	32.719	35.887		0.416	0.419	0.225	1.036	0.326	0.523	0.31	0.964		13.431	16.153		5	7	7/05_S60W8
S619P	10	UXTD	05/07/2017 00:10			466.791	471.683	9.718	433.607	0.513	0.586	0.209	0.249	0.513	0.524	0.337	0.227	33.641	36.647		0.407	0.413	0.232	1.061	0.338	0.525	0.311	0.976		13.438	16.25		5	7	7/05_S619P
S619P	11	UXTD	05/07/2017 00:26			479.772	470.014	8.812	444.424	0.504	0.582	0.208	0.251	0.507	0.526	0.348	0.234	32.995	35.958		0.414	0.418	0.23	1.044	0.328	0.521	0.308	0.963		13.471	16.196		5	7	7/05_S619P
S619P	12	UXTD	05/07/2017 01:42	176.697	20.448	466.103	470.8655	9.837	448.19	0.508	0.579	0.209	0.2635	0.518	0.526	0.335	0.214	33.3635	36.303	795.725	0.4075	0.413	0.2285	1.056	0.327	0.518	0.304	0.969	0.736	13.4405	16.215	0.836	5	7	7/05_S619P
S619P	13	UXTD	05/07/2017 02:41	182.22	16.196	492.408	478.956	9.04	437.852	0.506	0.575	0.207	0.251	0.505	0.532	0.359	0.232	32.985	36.081	794.525	0.42	0.421	0.221	1.041	0.343	0.519	0.309	0.966	0.755	13.446	16.205	0.818	5	7	7/05_S619P
S619P	15	UXTD	05/07/2017 02:58			488.967	469.864	8.318	466.714	0.507	0.587	0.208	0.248	0.511	0.525	0.353	0.224	33.245	36.242		0.423	0.422	0.228	1.048	0.34	0.519	0.308	0.968		13.459	16.241		5	7	7/05_S619P
S619P	18	UXTD	05/07/2017 03:15			498.361	495.748	9.28	437.5	0.502	0.572	0.207	0.263	0.512	0.53	0.377	0.228	32.935	36.114		0.434	0.418	0.218	1.043	0.333	0.514	0.301	0.967		13.456	16.238		5	7	7/05_S619P
S619P	19	UXTD	05/07/2017 03:32			489.947	464.644	8.63	453.877	0.508	0.583	0.21	0.258	0.518	0.524	0.343	0.237	33.371	36.098		0.412	0.414	0.229	1.052	0.344	0.515	0.304	0.965		13.451	16.25		5	7	7/05_S619P
S619P	22	UXTD	05/07/2017 03:48			473.44	467.884	8.524	441.269	0.514	0.589	0.209	0.251	0.506	0.529	0.338	0.227	33.265	35.897		0.406	0.421	0.231	1.051	0.343	0.517	0.306	0.96		13.438	16.202		5	7	7/05_S619P
S61RX	2	UXTD	05/07/2017 09:14			505.792	496.114	9.329	465.439	0.519	0.576	0.207	0.265	0.516	0.531	0.365	0.239	32.748	35.866		0.433	0.418	0.215	1.038	0.347	0.514	0.297	0.969		13.428	16.072		5	7	7/05_S61RX
S61RX	4	UXTD	05/07/2017 09:31			493.01	484.999	10.172	429.281	0.515	0.579	0.207	0.271	0.524	0.526	0.361	0.223	32.344	36.089		0.426	0.417	0.215	1.031	0.338	0.517	0.299	0.972		13.396	16.081		5	7	7/05_S61RX
S61RX	7	UXTD	05/07/2017 09:47			504.364	489.008	9.47	432.099	0.518	0.58	0.206	0.27	0.526	0.53	0.372	0.238	32.796	35.896		0.435	0.418	0.216	1.039	0.354	0.522	0.296	0.968		13.474	16.084		5	7	7/05_S61RX
S61RX	12	UXTD	05/07/2017 10:47	186.831	17.466	492.585	486.736	9.913	447.133	0.517	0.578	0.207	0.262	0.518	0.531	0.366	0.232	33.18	36.212	786.659	0.436	0.417	0.217	1.047	0.342	0.517	0.298	0.972	0.778	13.47	16.133	0.832	5	7	7/05_S61RX
S61RX	13	UXTD	05/07/2017 11:48	183.933	19.797	486.534	481.97	9.885	441.025	0.511	0.579	0.211	0.268	0.528	0.534	0.347	0.226	33.374	36.402	789.859	0.42	0.417	0.226	1.057	0.336	0.524	0.304	0.978	0.757	13.385	16.1	0.838	5	7	7/05_S61RX
S61RX	15	UXTD	05/07/2017 12:06			479.86	472.516	9.553	442.482	0.501	0.576	0.212	0.252	0.521	0.532	0.343	0.224	33.101	36.049		0.409	0.414	0.227	1.049	0.336	0.517	0.302	0.971		13.416	16.1		5	7	7/05_S61RX
S61RX	19	UXTD	05/07/2017 12:21			478.527	474.213	10.462	434.939	0.503	0.579	0.212	0.259	0.518	0.532	0.347	0.227	33.17	35.881		0.426	0.415	0.224	1.051	0.336	0.514	0.298	0.971		13.424	16.026		5	7	7/05_S61RX
S61RY	7	UXTD	05/07/2017 01:42			489.056	480.136	9.285	445.078	0.511	0.577	0.21	0.257	0.512	0.524	0.352	0.243	33.184	36.127		0.423	0.412	0.221	1.053	0.35	0.511	0.299	0.971		13.386	16.081		5	7	7/05_S61RY
S61RY	12	UXTD	05/07/2017 02:44	182.183	18.227	492.1	474.249	9.697	435.115	0.503	0.572	0.209	0.262	0.517	0.524	0.351	0.223	33.244	36.56	783.059	0.418	0.414	0.218	1.053	0.33	0.522	0.299	0.983	0.742	13.418	16.067	0.843	5	7	7/05_S61RY
S61RY	13	UXTD	05/07/2017 03:44	207.187	16.405	488.858	485.809	8.835	449.977	0.498	0.577	0.209	0.26	0.51	0.525	0.363	0.247	32.995	35.885	784.925	0.428	0.418	0.216	1.044	0.342	0.51	0.295	0.968	0.774	13.395	16.077	0.848	5	7	7/05_S61RY
S61RY	15	UXTD	05/07/2017 03:59			491.398	487.197	9.602	421.254	0.493	0.581	0.21	0.253	0.511	0.522	0.352	0.219	32.959	35.983		0.421	0.416	0.223	1.046	0.323	0.507	0.299	0.969		13.392	16.065		5	7	7/05_S61RY
S61RY	18	UXTD	05/07/2017 04:16			482.749	480.64	9.392	423.127	0.495	0.574	0.209	0.255	0.516	0.528	0.366	0.216	33.253	36.105		0.424	0.422	0.22	1.052	0.331	0.519	0.299	0.972		13.388	16.11		5	7	7/05_S61RY
S61RY	24	UXTD	05/07/2017 04:34			490.161	489.372	9.827	427.77	0.508	0.58	0.208	0.262	0.521	0.526	0.354	0.225	32.91	36.027		0.423	0.417	0.218	1.043	0.325	0.516	0.298	0.974		13.373	16.039		5	7	7/05_S61RY
S61RY	25	UXTD	05/07/2017 04:49			485.249	485.342	9.769	431.21	0.514	0.582	0.208	0.259	0.515	0.518	0.361	0.227	32.847	35.971		0.438	0.413	0.217	1.042	0.341	0.512	0.295	0.969		13.386	16.095		5	7	7/05_S61RY
S62RG	3	UXTD	05/07/2017 14:32			500.81	488.344	9.887	425.56	0.514	0.59	0.206	0.23	0.497		0.359	0.216	32.5	35.066		0.426	0.418	0.225	1.029	0.33	0.511	0.296	0.944		13.48	16.225		5	7	7/05_S62RG
