LOTID5	WAFER_ID	PROCESS_ID_LE522600_PROCESS_ID_MAX	ET_TIME_LE522600_TKOUT_TIME_MAX	D120_M1_1b_lat_100BCR	D120_M1_1b_lat_100IRD_L	D120_M1_4b_ult_PD_Vtsat	D120_M1_4b_ult_PG_Vtsat	D120_M1_4b_ult_PU_Idsat	D120_M1_4b_ult_PU_Vtsat	EGN_2/0.15_Vtsat	EGN_2/2_Vtlin	EGN_Cov	EGP_2/0.15_Vtsat	EGP_2/2_Vtlin	EGP_Cov	LVTN_0.21/0.03x7_Vtsat	LVTP_0.3/0.03x5_Vtsat	Lpoly_RVTN	Lpoly_RVTP	NW_Res_10x30	RVTN_0.21/0.03x7_Vtsat	RVTN_1/1_Vtlin	RVTN_Cov	RVTN_Covdd	RVTP_0.3/0.03x5_Vtsat	RVTP_1/1_Vtlin	RVTP_Cov	RVTP_Covdd	RVT_Vt_Sum	SGN_Tox_inv	SGP_Tox_inv	VPNP_Beta	date	month	date_lot
S650Y	13	UXTD	17/07/2017 20:20	195.997	15.786	504.999	495.224	9.07	451.117	0.528	0.594	0.208	0.241	0.519	0.551	0.366	0.234	31.864	34.822	784.525	0.434	0.421	0.217	1.017	0.348	0.521	0.302	0.95	0.789	13.41	15.974	0.812	17	7	7/17_S650Y
S650Y	19	UXTD	17/07/2017 20:30			499.672	484.3	8.656	451.609	0.525	0.594		0.237	0.512		0.369	0.228	33.001	35.787		0.429	0.422	0.22	1.044	0.345	0.521	0.306	0.969		13.411	16.01		17	7	7/17_S650Y
S650Y	21	UXTD	17/07/2017 20:39			490.791	478.977	9.002	449.2	0.533	0.598		0.229	0.515		0.358	0.214	32.282	35.247		0.423	0.418	0.222	1.03	0.342	0.521	0.307	0.957		13.403	16.009		17	7	7/17_S650Y
S650Y	23	UXTD	17/07/2017 20:50			489.786	483.649	9.932	431.132	0.518	0.59		0.248	0.518		0.352	0.241	32.605	35.338		0.428	0.422	0.222	1.029	0.349	0.526	0.302	0.951		13.478	16.159		17	7	7/17_S650Y
S650Z	3	UXTD	17/07/2017 13:47			466.127	472.667	10.785	421.546	0.53	0.591		0.249	0.528		0.339	0.225	34.146	36.821		0.411	0.412	0.231	1.078	0.338	0.513	0.305	0.985		13.358	16.145		17	7	7/17_S650Z
S650Z	11	UXTD	17/07/2017 13:58			470.235	465.621	9.424	439.105	0.52	0.576		0.245	0.524		0.35	0.233	34.039	36.714		0.416	0.411	0.229	1.076	0.35	0.509	0.308	0.984		13.366	16.102		17	7	7/17_S650Z
S650Z	12	UXTD	17/07/2017 14:49	198.917	20.284	476.097	461.628	8.678	457.671	0.518	0.584	0.212	0.249	0.53	0.554	0.345	0.24	34.633	37.274	777.192	0.413	0.414	0.23	1.089	0.357	0.52	0.31	0.996	0.776	13.389	16.131	0.831	17	7	7/17_S650Z
S650Z	13	UXTD	17/07/2017 15:43	195.433	19.779	469.426	477.397	9.71	442.71	0.518	0.585	0.21	0.253	0.528	0.544	0.34	0.24	33.822	36.4	779.326	0.416	0.414	0.228	1.071	0.335	0.518	0.302	0.975	0.75	13.389	16.137	0.84	17	7	7/17_S650Z
S650Z	14	UXTD	17/07/2017 15:54			482.089	474.261	9.739	444.177	0.521	0.587		0.247	0.519		0.351	0.247	34.432	37.251		0.415	0.417	0.231	1.085	0.352	0.519	0.315	0.997		13.356	16.085		17	7	7/17_S650Z
S650Z	22	UXTD	17/07/2017 16:03			478.029	474.449	9.748	431.535	0.52	0.584		0.254	0.525		0.357	0.242	34.133	36.877		0.424	0.414	0.227	1.076	0.346	0.513	0.304	0.985		13.39	16.165		17	7	7/17_S650Z
S650Z	23	UXTD	17/07/2017 16:14			484.3	472.221	9.537	442.102	0.52	0.579		0.255	0.524		0.341	0.246	33.966	36.439		0.415	0.411	0.227	1.071	0.354	0.514	0.305	0.977		13.409	16.104		17	7	7/17_S650Z
S6516	2	UXTD	17/07/2017 10:34			472.308	478.56	10.035	421.8	0.511	0.586		0.253	0.528		0.352	0.235	33.774	36.216		0.419	0.42	0.225	1.06	0.352	0.525	0.305	0.971		13.49	16.151		17	7	7/17_S6516
S6516	3	UXTD	17/07/2017 10:45			492.495	479.214	9.547	420.885	0.512	0.58		0.248	0.52		0.365	0.226	33.434	35.994		0.433	0.421	0.225	1.053	0.335	0.519	0.301	0.968		13.487	16.126		17	7	7/17_S6516
S6516	12	UXTD	17/07/2017 11:37	186.764	19.375	480.652	467.741	9.135	434.265	0.51	0.585	0.21	0.251	0.529	0.542	0.347	0.229	33.74	36.418	783.192	0.421	0.42	0.227	1.06	0.34	0.52	0.305	0.977	0.766	13.474	16.107	0.847	17	7	7/17_S6516
S6516	13	UXTD	17/07/2017 12:31	203.404	19.79	479.558	469.631	9.351	439.458	0.514	0.583	0.209	0.26	0.526	0.547	0.362	0.238	33.57	36.271	791.192	0.43	0.421	0.225	1.056	0.341	0.523	0.304	0.976	0.77	13.469	16.075	0.84	17	7	7/17_S6516
S6516	15	UXTD	17/07/2017 12:41			485.345	477.572	10.243	418.738	0.51	0.583		0.25	0.525		0.351	0.224	33.592	36.313		0.42	0.419	0.227	1.057	0.341	0.521	0.302	0.968		13.469	16.264		17	7	7/17_S6516
S6516	17	UXTD	17/07/2017 12:50			483.362	478.997	9.82	450.313	0.519	0.585		0.257	0.527		0.355	0.238	33.525	35.938		0.421	0.425	0.224	1.055	0.35	0.523	0.3	0.965		13.504	16.144		17	7	7/17_S6516
S6516	22	UXTD	17/07/2017 13:01			490.796	478.34	9.641	433.237	0.512	0.583		0.248	0.519		0.358	0.237	33.883	36.199		0.421	0.415	0.227	1.062	0.349	0.512	0.304	0.972		13.52	16.137		17	7	7/17_S6516
S6545	4	UXTD	17/07/2017 19:55			492.1	481.661	10.726	420.629	0.524	0.582		0.251	0.518		0.375	0.227	33.504	36.553		0.441	0.434	0.219	1.053	0.342	0.508	0.307	0.981		13.465	16.094		17	7	7/17_S6545
S6545	11	UXTD	17/07/2017 20:06			457.655	461.597	10.001	438.838	0.518	0.585		0.255	0.536		0.345	0.224	33.903	36.618		0.412	0.412	0.227	1.068	0.333	0.521	0.306	0.981		13.445	16.159		17	7	7/17_S6545
S6545	12	UXTD	17/07/2017 20:58	171.255	19.328	480.071	469.849	10.325	424.468	0.507	0.577	0.209	0.254	0.53	0.547	0.357	0.224	33.438	36.601	792.525	0.424	0.419	0.221	1.05	0.346	0.522	0.307	0.981	0.763	13.489	16.136	0.852	17	7	7/17_S6545
S6545	13	UXTD	17/07/2017 21:52	173.677	18.632	477.41	464.359	10.226	420.576	0.514	0.579	0.21	0.245	0.525	0.555	0.362	0.214	33.46	36.807	788.925	0.435	0.427	0.22	1.055	0.326	0.517	0.309	0.986	0.763	13.44	16.106	0.855	17	7	7/17_S6545
S6545	15	UXTD	17/07/2017 22:04			474.931	469.108	9.776	431.304	0.522	0.586		0.241	0.526		0.353	0.223	33.908	36.7		0.421	0.428	0.227	1.07	0.336	0.516	0.31	0.982		13.405	16.148		17	7	7/17_S6545
S6545	20	UXTD	17/07/2017 22:13			465.399	458.751	9.971	437.427	0.507	0.58		0.253	0.525		0.347	0.219	33.782	36.949		0.409	0.414	0.224	1.065	0.344	0.525	0.309	0.988		13.393	16.135		17	7	7/17_S6545
S6545	22	UXTD	17/07/2017 22:23			467.013	462.223	10.003	428.361	0.504	0.578		0.254	0.531		0.336	0.211	33.638	36.612		0.411	0.421	0.229	1.054	0.32	0.523	0.309	0.974		13.481	16.183		17	7	7/17_S6545
S66GX	6	UXTD	17/07/2017 19:22			511.39	477.103	10.178	416.077	0.53	0.59		0.233	0.506		0.368	0.212	32.171	35.499		0.436	0.42	0.217	1.02	0.323	0.51	0.302	0.953		13.47	16.186		17	7	7/17_S66GX
S66GX	7	UXTD	17/07/2017 19:32			501.778	479.084	8.793	450.186	0.525	0.59		0.238	0.508		0.366	0.218	32.25	35.382		0.428	0.415	0.218	1.026	0.333	0.509	0.302	0.952		13.418	16.169		17	7	7/17_S66GX
S66GX	13	UXTD	17/07/2017 20:25	201.477	16.424	490.094	489.292	9.288	424.703	0.523	0.581	0.204	0.25	0.522	0.551	0.359	0.225	32.541	35.519	787.325	0.429	0.416	0.218	1.031	0.342	0.516	0.299	0.956	0.772	13.475	16.191	0.831	17	7	7/17_S66GX
S66GX	14	UXTD	17/07/2017 21:18	191.355	16.741	491.161	483.783	9.126	434.308	0.53	0.591	0.204	0.249	0.52	0.552	0.369	0.228	32.699	35.58	797.059	0.437	0.419	0.221	1.037	0.34	0.513	0.298	0.958	0.78	13.414	16.151	0.834	17	7	7/17_S66GX
S66GX	15	UXTD	17/07/2017 21:29			507.45	486.327	8.547	475.779	0.528	0.594		0.24	0.515		0.369	0.216	31.818	34.807		0.436	0.422	0.217	1.012	0.317	0.517	0.3	0.94		13.464	16.198		17	7	7/17_S66GX
S66GX	18	UXTD	17/07/2017 21:38			497.569	503.21	10.481	409.637	0.528	0.586		0.244	0.515		0.369	0.204	31.976	35.122		0.444	0.427	0.217	1.015	0.326	0.509	0.296	0.947		13.488	16.181		17	7	7/17_S66GX
S66GX	23	UXTD	17/07/2017 21:48			490.739	486.842	9.795	418.697	0.525	0.595		0.229	0.51		0.354	0.223	32.519	35.604		0.422	0.424	0.223	1.033	0.331	0.512	0.308	0.958		13.44	16.161		17	7	7/17_S66GX
S66H6	2	UXTN	17/07/2017 01:40			528.195	524.378	9.243	451.628							0.39	0.249	33.251	36.469		0.458	0.432	0.214	1.052	0.346	0.521	0.308	0.98		13.411	16.109		17	7	7/17_S66H6
S66H6	4	UXTN	17/07/2017 01:56			532.792	521.569	8.632	441.417							0.393	0.241	32.995	36.14		0.46	0.426	0.211	1.044	0.344	0.512	0.299	0.972		13.428	16.133		17	7	7/17_S66H6
S66H6	7	UXTN	17/07/2017 02:11			521.835	499.397	9.508	428.86							0.386	0.248	33.559	36.019		0.447	0.433	0.214	1.059	0.35	0.512	0.303	0.967		13.443	16.174		17	7	7/17_S66H6
S66H6	13	UXTN	17/07/2017 03:12	193.135	13.254	523.008	505.641	9.171	428.561							0.384	0.232	33.08	36.192	777.326	0.456	0.433	0.212	1.046	0.337	0.514	0.308	0.972	0.8	13.402	16.152	0.855	17	7	7/17_S66H6
S66H6	15	UXTN	17/07/2017 03:28			518.214	501.293	10.019	416.136							0.376	0.233	32.892	36.381		0.448	0.426	0.214	1.044	0.339	0.517	0.309	0.978		13.396	16.07		17	7	7/17_S66H6
S66H6	22	UXTN	17/07/2017 03:42			526.97	504.694	9.701	415.154							0.378	0.231	33.395	36.664		0.447	0.416	0.211	1.051	0.348	0.513	0.302	0.979		13.442	16.146		17	7	7/17_S66H6
S66NY	5	UXTN	17/07/2017 08:14			500.804	487.847	9.145	423.334							0.346	0.194	32.04	35.357		0.42	0.42	0.216	1.024	0.313	0.505	0.302	0.96		13.345	16.005		17	7	7/17_S66NY
S66NY	7	UXTN	17/07/2017 08:30			493.169	486.366	10.142	426.553							0.349	0.219	33.174	36.31		0.422	0.434	0.222	1.055	0.319	0.516	0.31	0.98		13.337	16.018		17	7	7/17_S66NY
S66NY	10	UXTN	17/07/2017 08:44			484.099	477.964	9.593	433.647							0.338	0.191	33.569	36.463		0.409	0.422	0.227	1.064	0.313	0.5	0.304	0.974		13.33	16.172		17	7	7/17_S66NY
S66NY	13	UXTN	17/07/2017 09:46	212.809	19.723	486.609	469.953	10.924	411.325							0.333	0.203	33.719	36.579	780.926	0.413	0.424	0.227	1.068	0.319	0.504	0.309	0.988	0.73	13.327	15.961	0.844	17	7	7/17_S66NY
S66NY	18	UXTN	17/07/2017 10:02			500.669	473.293	9.642	414							0.343	0.202	32.944	36.031		0.419	0.42	0.219	1.05	0.311	0.505	0.307	0.971		13.323	16.105		17	7	7/17_S66NY
S66NY	23	UXTN	17/07/2017 10:16			490.239	485.441	10.189	402.37							0.35	0.209	33.269	36.179		0.43	0.434	0.221	1.053	0.319	0.514	0.311	0.977		13.387	16.031		17	7	7/17_S66NY
S66NZ	1	UXTN	17/07/2017 04:08			527.79	511.133	9.57	429.6							0.38	0.234	32.202	34.989		0.446	0.423	0.212	1.021	0.338	0.51	0.297	0.944		13.447	16.156		17	7	7/17_S66NZ
S66NZ	3	UXTN	17/07/2017 04:24			511.793	504.594	10.211	407.816							0.382	0.218	32.898	35.901		0.453	0.423	0.217	1.044	0.333	0.512	0.301	0.968		13.39	16.11		17	7	7/17_S66NZ
S66NZ	7	UXTN	17/07/2017 04:39			503.38	498.019	10.252	413.481							0.369	0.234	33.016	36.201		0.446	0.416	0.215	1.045	0.336	0.507	0.305	0.972		13.391	16.094		17	7	7/17_S66NZ
S66NZ	8	UXTN	17/07/2017 04:55			534.2	498.689	9.869	417.362							0.386	0.229	31.589	34.856		0.454	0.429	0.21	1.011	0.337	0.519	0.301	0.945		13.374	16.113		17	7	7/17_S66NZ
S66NZ	9	UXTN	17/07/2017 05:09			517.912	507.356	9.789	421.508							0.371	0.21	32.801	35.631		0.451	0.421	0.216	1.041	0.336	0.503	0.298	0.96		13.388	16.09		17	7	7/17_S66NZ
S66NZ	13	UXTN	17/07/2017 06:09	204.151	15.378	502.707	500.902	10.381	407.84							0.368	0.215	32.646	35.605	778.392	0.438	0.423	0.216	1.038	0.327	0.514	0.304	0.962	0.768	13.406	16.09	0.841	17	7	7/17_S66NZ
S66VA	2	UXTN	17/07/2017 08:34			513.913	505.06	9.332	410.873							0.36	0.215	32.591	35.731		0.435	0.428	0.217	1.035	0.321	0.507	0.309	0.967		13.426	16.029		17	7	7/17_S66VA
S66VA	5	UXTN	17/07/2017 08:50			508.204	481.121	8.985	436.864							0.351	0.203	32.906	36.161		0.426	0.424	0.219	1.047	0.327	0.504	0.311	0.977		13.363	16.034		17	7	7/17_S66VA
S66VA	8	UXTN	17/07/2017 09:04			499.7	502.536	10.067	402.576							0.358	0.189	32.975	36.13		0.431	0.426	0.216	1.047	0.305	0.496	0.309	0.971		13.363	16.146		17	7	7/17_S66VA
S66VA	11	UXTN	17/07/2017 09:20			507.8	484.061	10.804	400.637							0.348	0.187	33.261	36.301		0.424	0.422	0.22	1.055	0.313	0.504	0.311	0.981		13.351	16.015		17	7	7/17_S66VA
S66VA	13	UXTN	17/07/2017 10:22	213.301	13.634	495.886	482.836	9.999	408.963							0.358	0.188	32.98	36.006	778.926	0.428	0.425	0.219	1.048	0.298	0.499	0.31	0.968	0.724	13.351	16.116	0.862	17	7	7/17_S66VA
S66VA	15	UXTN	17/07/2017 10:36			511.827	502.186	9.875	402.218							0.357	0.204	32.738	36.157		0.431	0.425	0.216	1.043	0.307	0.503	0.313	0.979		13.315	15.954		17	7	7/17_S66VA
S66WY	4	UXTD	17/07/2017 20:31			473.797	468.787	10.316	420.209	0.517	0.588		0.237	0.526		0.346	0.207	33.156	35.883		0.409	0.425	0.228	1.043	0.329	0.53	0.312	0.966		13.505	16.125		17	7	7/17_S66WY
S66WY	5	UXTD	17/07/2017 20:42			473.894	475.519	10.553	429.008	0.511	0.585		0.251	0.533		0.351	0.195	33.145	35.914		0.426	0.423	0.226	1.041	0.315	0.525	0.307	0.963		13.561	16.201		17	7	7/17_S66WY
S66WY	12	UXTD	17/07/2017 21:36	191.736	18.564	486.936	478.34	10.227	427.212	0.51	0.586	0.207	0.245	0.529	0.545	0.35	0.206	32.855	35.383	785.459	0.42	0.424	0.223	1.034	0.322	0.525	0.301	0.951	0.736	13.543	16.201	0.831	17	7	7/17_S66WY
S66WY	13	UXTD	17/07/2017 22:29	171.323	19.051	463.751	466.12	9.976	428.902	0.506	0.585	0.21	0.244	0.529	0.549	0.343	0.197	32.95	35.838	785.192	0.411	0.421	0.228	1.04	0.307	0.532	0.31	0.962	0.717	13.466	16.182	0.841	17	7	7/17_S66WY
S66WY	16	UXTD	17/07/2017 22:40			486.297	473.556	10.881	405.378	0.512	0.584		0.243	0.529		0.347	0.207	32.918	35.578		0.421	0.43	0.225	1.036	0.322	0.527	0.304	0.958		13.526	16.157		17	7	7/17_S66WY
S66WY	24	UXTD	17/07/2017 22:49			484.934	476.677	11.067	401.148	0.515	0.588		0.247	0.532		0.359	0.202	33.217	35.724		0.425	0.426	0.226	1.042	0.322	0.521	0.304	0.959		13.54	16.194		17	7	7/17_S66WY
S66WY	25	UXTD	17/07/2017 23:00			490.206	491.416	10.869	418.963	0.516	0.589		0.251	0.53		0.363	0.219	33.303	36.088		0.428	0.435	0.222	1.04	0.329	0.528	0.303	0.966		13.614	16.21		17	7	7/17_S66WY
S66ZG	8	UXTD	17/07/2017 08:31			481.039	461.405	10.365	425.301	0.529	0.598		0.243	0.538		0.349	0.194	32.983	36.786		0.419	0.417	0.223	1.042	0.31	0.54	0.314	0.979		13.421	16.222		17	7	7/17_S66ZG
S66ZG	9	UXTD	17/07/2017 08:41			483.955	480.467	10.723	416.399	0.53	0.601		0.252	0.543		0.352	0.198	32.942	36.198		0.424	0.428	0.221	1.041	0.328	0.539	0.31	0.965		13.491	16.272		17	7	7/17_S66ZG
S66ZG	12	UXTD	17/07/2017 09:35	192.144	18.454	471.091	473.078	10.131	425.674	0.533	0.597	0.208	0.254	0.542	0.554	0.353	0.197	33.48	37.098	808.125	0.412	0.421	0.222	1.06	0.329	0.544	0.318	0.991	0.752	13.375	16.139	0.822	17	7	7/17_S66ZG
S66ZG	13	UXTD	17/07/2017 10:29	194.592	18.629	494.305	484.3	10.228	428.785	0.523	0.592	0.208	0.257	0.54	0.556	0.358	0.212	33.223	36.603	806.392	0.425	0.42	0.221	1.049	0.326	0.535	0.311	0.976	0.758	13.395	16.242	0.834	17	7	7/17_S66ZG
S66ZG	14	UXTD	17/07/2017 10:39			486.103	475.772	10.583	424.976	0.526	0.598		0.25	0.536		0.351	0.209	32.915	36.199		0.423	0.429	0.222	1.037	0.324	0.539	0.312	0.971		13.473	16.158		17	7	7/17_S66ZG
S66ZG	19	UXTD	17/07/2017 10:48			502.004	481.354	9.578	431.528	0.523	0.599		0.249	0.536		0.374	0.211	32.876	36.147		0.435	0.432	0.22	1.034	0.341	0.536	0.312	0.972		13.498	16.111		17	7	7/17_S66ZG
S66ZG	21	UXTD	17/07/2017 10:58			492.59	478.279	9.666	432.102	0.533	0.598		0.24	0.53		0.358	0.209	32.699	35.858		0.432	0.423	0.219	1.037	0.326	0.536	0.312	0.969		13.41	16.057		17	7	7/17_S66ZG
S673W	12	UXTN	17/07/2017 04:08			490.296	467.514	10.117	397.118							0.358	0.207	33.242	36.441		0.419	0.417	0.219	1.05	0.334	0.521	0.308	0.976		13.399	16.152		17	7	7/17_S673W
S673W	13	UXTN	17/07/2017 05:12	194.104	16.761	504.175	485.687	9.519	447.414							0.363	0.208	33.054	36.016	770.259	0.438	0.43	0.22	1.047	0.31	0.522	0.307	0.968	0.747	13.416	16.153	0.875	17	7	7/17_S673W
S673W	15	UXTN	17/07/2017 05:28			503.401	484.88	10.027	433.637							0.353	0.205	32.294	36.032		0.43	0.414	0.216	1.029	0.328	0.523	0.306	0.966		13.402	16.208		17	7	7/17_S673W
S673W	17	UXTN	17/07/2017 05:45			487.449	472.953	10.723	408.423							0.352	0.201	33.011	35.996		0.42	0.419	0.22	1.047	0.31	0.527	0.311	0.969		13.36	16.111		17	7	7/17_S673W
S673W	18	UXTN	17/07/2017 06:02			501.228	484.814	9.811	423.98							0.372	0.201	32.796	35.787		0.434	0.432	0.219	1.04	0.334	0.521	0.305	0.961		13.425	16.163		17	7	7/17_S673W
S673W	22	UXTN	17/07/2017 06:18			494.453	486.227	10.396	405.142							0.346	0.212	33.199	36.229		0.426	0.424	0.221	1.049	0.313	0.524	0.312	0.971		13.41	16.124		17	7	7/17_S673W
S675U	13	UXTD	17/07/2017 00:24	190.018	19.412	482.247	488.842	9.98	438.49	0.52	0.585	0.209	0.262	0.533	0.554	0.369	0.229	34.025	37.333	794.525	0.438	0.427	0.226	1.071	0.345	0.532	0.315	0.995	0.78	13.448	16.126	0.829	17	7	7/17_S675U
S675U	18	UXTD	17/07/2017 00:34			465.087	468.7	9.386	439.763	0.509	0.58		0.262	0.523		0.353	0.229	34.626	37.902		0.425	0.412	0.229	1.082	0.338	0.521	0.316	1.005		13.426	16.176		17	7	7/17_S675U
S675U	20	UXTD	17/07/2017 00:45			480.572	478.536	9.95	424.855	0.523	0.587		0.259	0.529		0.365	0.226	34.496	37.493		0.436	0.426	0.228	1.083	0.336	0.525	0.316	1		13.439	16.102		17	7	7/17_S675U
S675U	21	UXTD	17/07/2017 00:54			472.201	467.316	10.281	417.107	0.515	0.581		0.255	0.531		0.358	0.218	34.302	37.652		0.421	0.416	0.229	1.073	0.345	0.53	0.317	1.003		13.496	16.095		17	7	7/17_S675U
S675U	22	UXTD	17/07/2017 01:05			466.905	467.755	9.086	442.35	0.514	0.592		0.253	0.53		0.36	0.211	33.755	37.183		0.422	0.415	0.228	1.06	0.323	0.527	0.317	0.995		13.493	16.095		17	7	7/17_S675U
S6762	7	UXTN	17/07/2017 22:20			535.765	503.419	10.143	414							0.388	0.212	33.437	36.368		0.46	0.436	0.214	1.048	0.322	0.516	0.302	0.973		13.478	16.184		17	7	7/17_S6762
S6762	8	UXTN	17/07/2017 22:35			524.795	524.38	10.478	407.647							0.379	0.194	32.901	36.19		0.45	0.433	0.217	1.038	0.314	0.518	0.309	0.971		13.439	16.117		17	7	7/17_S6762
S6762	9	UXTN	17/07/2017 22:49			508.255	492.707	11.024	415.348							0.375	0.214	33.865	37.068		0.448	0.421	0.216	1.063	0.334	0.514	0.304	0.989		13.421	16.126		17	7	7/17_S6762
S6762	13	UXTN	17/07/2017 23:49	205.999	14.621	514.235	495.62	10.489	407.122							0.379	0.203	32.536	35.769	791.592	0.446	0.425	0.214	1.026	0.309	0.512	0.302	0.962	0.757	13.493	16.201	0.84	17	7	7/17_S6762
S6764	2	UXTN	17/07/2017 07:12			497.456	493.248	9.799	424.726							0.36	0.21	33.057	36.079		0.43	0.44	0.222	1.044	0.313	0.519	0.31	0.966		13.463	16.158		17	7	7/17_S6764
S6764	4	UXTN	17/07/2017 07:28			507.029	498.799	10.374	421.8							0.368	0.19	32.215	35.831		0.446	0.428	0.213	1.023	0.308	0.518	0.307	0.964		13.44	16.168		17	7	7/17_S6764
S6764	7	UXTN	17/07/2017 07:42			486.863	481.357	10.176	431.585							0.349	0.215	33.457	36.694		0.417	0.426	0.225	1.059	0.328	0.517	0.313	0.985		13.396	16.102		17	7	7/17_S6764
S6764	13	UXTN	17/07/2017 08:42	192.661	17.439	491.122	481.432	10.872	406.366							0.348	0.199	32.962	36.32	779.192	0.41	0.422	0.223	1.042	0.317	0.52	0.311	0.973	0.732	13.42	16.133	0.834	17	7	7/17_S6764
S6764	22	UXTN	17/07/2017 08:58			499.748	486.076	9.592	425.234							0.367	0.23	33.568	36.708		0.44	0.436	0.218	1.057	0.338	0.51	0.311	0.981		13.47	16.172		17	7	7/17_S6764
S6764	25	UXTN	17/07/2017 09:13			508.166	495.816	9.759	440.234							0.354	0.228	33.202	36.431		0.432	0.432	0.221	1.049	0.347	0.518	0.31	0.975		13.482	16.161		17	7	7/17_S6764
S6765	6	UXTN	17/07/2017 01:46			502.151	483.657	9.109	424.195							0.36	0.204	33.785	36.58		0.429	0.433	0.224	1.058	0.328	0.503	0.308	0.977		13.478	16.196		17	7	7/17_S6765
S6765	8	UXTN	17/07/2017 02:02			511.163	503.968	9.824	428.39							0.382	0.207	33.209	36.2		0.45	0.444	0.215	1.041	0.327	0.519	0.308	0.966		13.524	16.25		17	7	7/17_S6765
S6765	9	UXTN	17/07/2017 02:16			505.565	505.703	8.672	425.749							0.368	0.218	33.933	36.466		0.436	0.435	0.225	1.063	0.322	0.497	0.309	0.974		13.467	16.168		17	7	7/17_S6765
S6765	13	UXTN	17/07/2017 03:17	198.934	18.433	502.815	492.496	9.733	435.432							0.364	0.23	34.125	36.667	774.392	0.433	0.434	0.223	1.072	0.352	0.513	0.307	0.98	0.771	13.444	16.154	0.825	17	7	7/17_S6765
S6765	14	UXTN	17/07/2017 03:33			509.726	492.43	9.972	440.759							0.363	0.211	33.102	36.51		0.433	0.424	0.215	1.045	0.334	0.505	0.304	0.978		13.434	16.143		17	7	7/17_S6765
S6765	18	UXTN	17/07/2017 03:47			532.753	509.17	9.198	441.428							0.384	0.231	32.593	35.4		0.455	0.438	0.211	1.027	0.342	0.507	0.298	0.95		13.504	16.216		17	7	7/17_S6765
S6782	4	UXTN	17/07/2017 01:59			501.129	492.1	9.306	439.409							0.368	0.193	33.854	37.209		0.442	0.433	0.221	1.064	0.309	0.516	0.317	0.991		13.492	16.193		17	7	7/17_S6782
S6782	6	UXTN	17/07/2017 02:15			507.8	496.623	8.999	440.066							0.378	0.193	32.975	36.407		0.448	0.434	0.215	1.039	0.316	0.522	0.316	0.98		13.435	16.061		17	7	7/17_S6782
S6782	8	UXTN	17/07/2017 02:29			504.025	481.109	10.6	390.957							0.367	0.188	33.424	36.796		0.445	0.427	0.215	1.051	0.318	0.516	0.314	0.984		13.41	16.123		17	7	7/17_S6782
S6782	13	UXTN	17/07/2017 03:31	199.687	14.506	518.864	503.447	9.673	417.393							0.367	0.172	32.66	36.428	766.792	0.445	0.427	0.212	1.035	0.31	0.521	0.314	0.978	0.761	13.436	16.093	0.837	17	7	7/17_S6782
S6782	17	UXTN	17/07/2017 03:47			508.17	489.716	10.429	403.555							0.368	0.184	33.13	36.66		0.434	0.433	0.217	1.05	0.307	0.514	0.318	0.985		13.445	16.06		17	7	7/17_S6782
S6782	19	UXTN	17/07/2017 04:01			498.23	485.007	10.157	428.461							0.351	0.177	33.311	36.805		0.432	0.426	0.22	1.053	0.314	0.525	0.321	0.989		13.411	16.054		17	7	7/17_S6782
S68GH	10	UXTD	17/07/2017 06:49			472.831	471.45	9.507	428.347	0.522	0.597		0.241	0.509		0.354	0.231	32.879	35.961		0.413	0.423	0.226	1.042	0.332	0.528	0.309	0.97		13.425	16.088		17	7	7/17_S68GH
S68GH	11	UXTD	17/07/2017 06:59			466.685	469.82	9.833	436.371	0.505	0.577		0.253	0.519		0.346	0.203	32.701	35.654		0.415	0.416	0.226	1.037	0.32	0.508	0.298	0.956		13.451	16.228		17	7	7/17_S68GH
S68GH	12	UXTD	17/07/2017 07:51	183.329	21.346	459.773	461.703	10.389	432.404	0.526	0.608	0.21	0.228	0.493	0.547	0.337	0.2	32.825	35.716	770.126	0.395	0.417	0.229	1.042	0.324	0.521	0.303	0.957	0.723	13.463	16.225	0.835	17	7	7/17_S68GH
S68GH	13	UXTD	17/07/2017 08:44	188.054	20.653	469.472	471.197	10.006	425.267	0.515	0.587	0.212	0.247	0.517	0.546	0.341	0.212	33.02	35.734	771.859	0.412	0.418	0.232	1.048	0.318	0.513	0.304	0.966	0.729	13.39	16.045	0.841	17	7	7/17_S68GH
S68GH	17	UXTD	17/07/2017 08:54			466.006	480.455	9.872	424.351	0.519	0.588		0.254	0.526		0.336	0.215	32.885	36.104		0.411	0.416	0.229	1.042	0.326	0.53	0.312	0.973		13.435	16.052		17	7	7/17_S68GH
S68GH	20	UXTD	17/07/2017 09:03			469.87	462.754	9.846	425.79	0.519	0.585		0.26	0.531		0.337	0.221	33.059	35.784		0.408	0.415	0.229	1.047	0.318	0.517	0.301	0.959		13.447	16.232		17	7	7/17_S68GH
S68GH	23	UXTD	17/07/2017 09:13			468.7	470.701	10.616	409.206	0.52	0.595		0.242	0.526		0.343	0.204	32.999	35.903		0.414	0.419	0.23	1.043	0.319	0.514	0.306	0.967		13.424	16.083		17	7	7/17_S68GH
S68KW	2	UXTD	17/07/2017 19:29			493.735	474.292	10.436	412.566	0.522	0.597		0.229	0.507		0.364	0.201	33.262	36.083		0.434	0.423	0.22	1.048	0.311	0.51	0.309	0.968		13.446	16.172		17	7	7/17_S68KW
