LOTID5	WAFER_ID	PROCESS_ID_LE821910_PROCESS_ID_MAX	ET_TIME_LE821910_TKOUT_TIME_MAX	D120_M1_1b_lat_100BCR	D120_M1_1b_lat_100IRD_L	D120_M1_4b_ult_PD_Vtsat	D120_M1_4b_ult_PG_Vtsat	D120_M1_4b_ult_PU_Idsat	D120_M1_4b_ult_PU_Vtsat	EGN_2/0.15_Vtsat	EGN_2/2_Vtlin	EGN_Cov	EGP_2/0.15_Vtsat	EGP_2/2_Vtlin	EGP_Cov	LVTN_0.21/0.03x7_Vtsat	LVTP_0.3/0.03x5_Vtsat	Lpoly_RVTN	Lpoly_RVTP	RVTN_Cov	RVTN_Covdd	RVTP_Cov	RVTP_Covdd	SGN_Tox_inv	SGP_Tox_inv	date	month	date_lot
S64WZ	13	UXTD	24/07/2017 06:29	195.608	20.096	469.368	478.249	8.532	462.602	0.516	0.576	0.204	0.278	0.492	0.567	0.344	0.219	32.813	35.656	0.213	1.041	0.235	0.96	13.398	16.166	24	7	7/24_S64WZ
S64WZ	14	UXTD	24/07/2017 06:37			473.814	475.205	8.244	482.985	0.523	0.58		0.285	0.489		0.34	0.249	33.661	36.19	0.217	1.065	0.232	0.972	13.367	16.159	24	7	7/24_S64WZ
S64WZ	15	UXTD	24/07/2017 06:47			458.025	466.231	8.402	458.267	0.503	0.566		0.275	0.49		0.335	0.223	33.764	36.374	0.22	1.065	0.239	0.973	13.396	16.188	24	7	7/24_S64WZ
S64WZ	17	UXTD	24/07/2017 06:56			469.89	466.302	8.806	458.353	0.512	0.573		0.28	0.491		0.332	0.222	33.011	35.918	0.217	1.046	0.233	0.965	13.384	16.187	24	7	7/24_S64WZ
S64WZ	18	UXTD	24/07/2017 07:05			465.559	457.825	9.21	452.673	0.505	0.563		0.288	0.486		0.344	0.23	33.182	36.144	0.215	1.052	0.232	0.97	13.389	16.159	24	7	7/24_S64WZ
S64WZ	19	UXTD	24/07/2017 07:14			460.9	465.35	8.989	453.272	0.508	0.57		0.289	0.493		0.352	0.239	33.202	36.014	0.216	1.052	0.231	0.965	13.385	16.185	24	7	7/24_S64WZ
S64WZ	21	UXTD	24/07/2017 07:23			466.317	465.928	8.989	451.186	0.517	0.578		0.286	0.496		0.345	0.23	33.683	36.24	0.218	1.061	0.235	0.97	13.414	16.213	24	7	7/24_S64WZ
S64WZ	25	UXTD	24/07/2017 07:33			471.818	465.932	8.683	460.658	0.517	0.579		0.28	0.486		0.333	0.23	33.836	36.177	0.219	1.066	0.236	0.967	13.419	16.224	24	7	7/24_S64WZ
S66GZ	2	UXTD	24/07/2017 22:49			446.747	453.543	10.779	441.069	0.506	0.566		0.274	0.485		0.332	0.211	33.256	36.051	0.216	1.053	0.233	0.965	13.368	16.202	24	7	7/24_S66GZ
S66GZ	5	UXTD	24/07/2017 23:00			445.3	453.756	10.738	433.114	0.51	0.568		0.27	0.491		0.329	0.214	33.803	36.387	0.223	1.067	0.246	0.977	13.357	16.126	24	7	7/24_S66GZ
S66GZ	6	UXTD	24/07/2017 23:09			455.759	463.719	10.872	438.684	0.512	0.57		0.274	0.486		0.339	0.222	32.862	35.732	0.212	1.047	0.232	0.964	13.325	16.112	24	7	7/24_S66GZ
S66GZ	8	UXTD	24/07/2017 23:20			458.44	465.335	10.783	431.734	0.531	0.589		0.271	0.491		0.341	0.227	33.239	36.112	0.216	1.057	0.243	0.97	13.318	16.138	24	7	7/24_S66GZ
S66GZ	10	UXTD	24/07/2017 23:29			446.9	449.735	12.048	414	0.507	0.572		0.279	0.483		0.337	0.21	33.765	36.671	0.218	1.069	0.238	0.981	13.345	16.158	24	7	7/24_S66GZ
S66GZ	11	UXTD	24/07/2017 23:40			447.259	457.795	11.644	425.111	0.511	0.564		0.28	0.49		0.331	0.211	33.54	36.291	0.215	1.062	0.238	0.975	13.327	16.115	24	7	7/24_S66GZ
S66NP	1	UXTD	24/07/2017 00:42			472.756	468.614	9.524	438.533	0.521	0.572		0.28	0.491		0.347	0.228	32.929	36.063	0.213	1.048	0.241	0.969	13.303	16.14	24	7	7/24_S66NP
S66NP	2	UXTD	24/07/2017 00:53			476.338	481.684	9.665	422.775	0.519	0.57		0.278	0.491		0.342	0.213	32.936	36.383	0.215	1.048	0.243	0.976	13.342	16.119	24	7	7/24_S66NP
S66NP	3	UXTD	24/07/2017 01:02			481.299	478.157	8.744	437.5	0.522	0.579		0.269	0.488		0.346	0.219	32.953	36.177	0.214	1.048	0.242	0.971	13.336	16.135	24	7	7/24_S66NP
S66NP	4	UXTD	24/07/2017 01:11			473.357	465.276	9.115	448.774	0.516	0.569		0.279	0.49		0.342	0.229	33.271	36.631	0.213	1.058	0.235	0.977	13.333	16.254	24	7	7/24_S66NP
S66NP	6	UXTD	24/07/2017 01:20			479.562	473.16	10.936	418.8	0.518	0.575		0.274	0.489		0.343	0.213	32.898	36.383	0.216	1.047	0.238	0.977	13.356	16.105	24	7	7/24_S66NP
S66NP	9	UXTD	24/07/2017 01:30			458.982	467.148	9.912	434.97	0.513	0.569		0.274	0.49		0.344	0.225	33.366	36.794	0.215	1.061	0.246	0.987	13.272	16.097	24	7	7/24_S66NP
S66NP	13	UXTD	24/07/2017 02:25	203.244	20.719	471.022	471.438	9.612	421.8	0.52	0.57	0.205	0.282	0.494	0.575	0.343	0.229	32.906	36.546	0.213	1.045	0.245	0.975	13.35	16.226	24	7	7/24_S66NP
S66NP	14	UXTD	24/07/2017 02:34			463.004	465.586	9.106	453.1	0.523	0.571		0.287	0.492		0.338	0.227	33.111	36.383	0.216	1.054	0.24	0.979	13.315	16.071	24	7	7/24_S66NP
S66NP	17	UXTD	24/07/2017 02:44			488.91	480.012	9.589	447.398	0.51	0.566		0.281	0.493		0.348	0.229	33.36	36.703	0.213	1.059	0.242	0.984	13.353	16.118	24	7	7/24_S66NP
S66NP	18	UXTD	24/07/2017 02:53			471.508	470.538	8.68	478.144	0.529	0.586		0.283	0.497		0.346	0.229	33.08	36.477	0.212	1.05	0.24	0.978	13.378	16.144	24	7	7/24_S66NP
S66NP	20	UXTD	24/07/2017 03:03			475.494	477.954	10.582	430.762	0.512	0.566		0.28	0.493		0.343	0.216	33.274	36.749	0.215	1.054	0.236	0.975	13.386	16.315	24	7	7/24_S66NP
S66NP	21	UXTD	24/07/2017 03:12			478.68	481.741	10.264	436.612	0.527	0.575		0.279	0.493		0.343	0.219	33.377	36.74	0.216	1.054	0.24	0.975	13.42	16.309	24	7	7/24_S66NP
S66NP	24	UXTD	24/07/2017 03:22			467.927	470.846	9.142	446.376	0.512	0.565		0.278	0.488		0.34	0.206	32.828	36.282	0.214	1.045	0.234	0.968	13.341	16.255	24	7	7/24_S66NP
S66NP	25	UXTD	24/07/2017 03:32			468.659	489.185	10.028	438.988	0.523	0.58		0.277	0.491		0.352	0.212	32.374	35.891	0.209	1.03	0.235	0.962	13.393	16.217	24	7	7/24_S66NP
S66V4	1	UXTD	24/07/2017 22:40			474.284	459.736	8.567	457.14	0.523	0.589		0.274	0.488		0.342	0.247	33.154	35.961	0.216	1.052	0.241	0.966	13.388	16.162	24	7	7/24_S66V4
S66V4	2	UXTD	24/07/2017 22:51			468.549	480.659	10.856	428.219	0.519	0.575		0.289	0.491		0.351	0.241	33.112	35.972	0.214	1.05	0.229	0.964	13.378	16.224	24	7	7/24_S66V4
S66V4	5	UXTD	24/07/2017 22:59			461.872	468.896	10.729	439.893	0.517	0.575		0.282	0.494		0.331	0.224	33.219	35.743	0.223	1.055	0.232	0.954	13.39	16.331	24	7	7/24_S66V4
S66V4	9	UXTD	24/07/2017 23:09			454.96	472.167	10.127	428.401	0.512	0.567		0.28	0.49		0.342	0.229	33.291	36.09	0.216	1.055	0.236	0.968	13.372	16.162	24	7	7/24_S66V4
S66V4	10	UXTD	24/07/2017 23:18			457.726	465.979	10.692	435.627	0.516	0.58		0.277	0.488		0.346	0.228	33.751	36.445	0.222	1.065	0.23	0.969	13.36	16.293	24	7	7/24_S66V4
S66V4	11	UXTD	24/07/2017 23:28			450.559	455.313	9.371	470.332	0.516	0.577		0.283	0.495		0.332	0.235	33.013	35.611	0.222	1.05	0.232	0.958	13.396	16.187	24	7	7/24_S66V4
S66V4	12	UXTD	24/07/2017 23:37			464.681	465.913	10.355	438.84	0.514	0.576		0.269	0.486		0.332	0.227	32.983	35.827	0.221	1.05	0.236	0.965	13.375	16.161	24	7	7/24_S66V4
S677P	1	UXTD	24/07/2017 23:15			456.493	451.531	9.888	446.273	0.506	0.565		0.271	0.481		0.325	0.198	33.759	36.985	0.222	1.064	0.241	0.982	13.403	16.274	24	7	7/24_S677P
S677P	4	UXTD	24/07/2017 23:25			464.32	466.083	10.287	437.168	0.509	0.568		0.269	0.483		0.329	0.2	32.954	36.038	0.22	1.043	0.241	0.963	13.435	16.276	24	7	7/24_S677P
S677P	6	UXTD	24/07/2017 23:34			443.925	455.839	11.067	413.822	0.507	0.563		0.274	0.491		0.324	0.186	33.409	36.857	0.223	1.059	0.243	0.977	13.408	16.343	24	7	7/24_S677P
S677P	7	UXTD	24/07/2017 23:44			454.57	466.981	10.855	428.503	0.514	0.572		0.268	0.486		0.327	0.203	33.87	36.856	0.221	1.066	0.239	0.978	13.422	16.29	24	7	7/24_S677P
S677P	8	UXTD	24/07/2017 23:53			448.194	453.1	10.729	418.318	0.5	0.56		0.271	0.485		0.328	0.194	33.325	36.459	0.22	1.054	0.239	0.972	13.413	16.276	24	7	7/24_S677P
S68GK	13	UXTD	24/07/2017 00:00	216.337	23.204	457.979	462.648	10.975	439.531	0.5	0.56	0.208	0.293	0.497	0.581	0.335	0.213	33.317	36.473	0.219	1.053	0.239	0.972	13.43	16.248	24	7	7/24_S68GK
S68GK	14	UXTD	24/07/2017 00:11			455.855	468.7	10.874	429.6	0.51	0.571		0.278	0.486		0.333	0.2	32.677	35.691	0.219	1.038	0.239	0.958	13.39	16.194	24	7	7/24_S68GK
S68GK	17	UXTD	24/07/2017 00:20			463.58	465.005	11.494	416.06	0.517	0.58		0.283	0.493		0.333	0.207	32.525	35.545	0.22	1.034	0.238	0.952	13.427	16.225	24	7	7/24_S68GK
S68GK	18	UXTD	24/07/2017 00:30			467.14	460.9	10.446	423.41	0.501	0.563		0.288	0.497		0.333	0.212	32.643	35.477	0.218	1.036	0.235	0.953	13.399	16.211	24	7	7/24_S68GK
S68GK	23	UXTD	24/07/2017 00:39			447.879	457.811	11.312	419.304	0.508	0.571		0.281	0.494		0.321	0.194	31.887	34.925	0.22	1.021	0.24	0.941	13.388	16.215	24	7	7/24_S68GK
S68GK	24	UXTD	24/07/2017 00:49			466.603	466.851	10.31	439.653	0.517	0.579		0.284	0.492		0.348	0.22	32.144	35.217	0.216	1.021	0.232	0.945	13.413	16.275	24	7	7/24_S68GK
S68GK	25	UXTD	24/07/2017 01:00			453.1	457.819	11.387	407.052	0.508	0.577		0.276	0.489		0.33	0.202	32.376	35.248	0.217	1.023	0.238	0.947	13.494	16.248	24	7	7/24_S68GK
S605F	2	UXTD	25/07/2017 22:48			473.458	475.602	10.637	433.78	0.511	0.563		0.276	0.485		0.347	0.232	33.219	35.867	0.215	1.045	0.23	0.959	13.469	16.296	25	7	7/25_S605F
S605F	5	UXTD	25/07/2017 22:58			472.299	468.7	10.823	417.642	0.508	0.568		0.279	0.482		0.359	0.225	33.433	36.153	0.214	1.055	0.234	0.967	13.412	16.238	25	7	7/25_S605F
S605F	6	UXTD	25/07/2017 23:07			468.7	466.633	10.675	427.801	0.514	0.575		0.271	0.484		0.341	0.222	33.169	36.112	0.217	1.052	0.24	0.966	13.382	16.215	25	7	7/25_S605F
S605F	7	UXTD	25/07/2017 23:17			455.113	461.261	11.021	422.948	0.504	0.565		0.278	0.482		0.336	0.213	33.826	36.427	0.218	1.066	0.231	0.967	13.415	16.349	25	7	7/25_S605F
S605F	8	UXTD	25/07/2017 23:26			468.33	462.006	11.215	406.602	0.516	0.576		0.28	0.481		0.351	0.226	33.665	36.519	0.217	1.062	0.239	0.976	13.386	16.209	25	7	7/25_S605F
S605F	11	UXTD	25/07/2017 23:36			463.121	467.464	11.135	424.029	0.515	0.571		0.277	0.483		0.333	0.218	33.62	36.412	0.219	1.06	0.237	0.971	13.436	16.25	25	7	7/25_S605F
S605F	12	UXTD	25/07/2017 23:45			450.925	468.198	11.299	417.555	0.507	0.572		0.282	0.48		0.337	0.231	33.844	36.613	0.218	1.07	0.239	0.977	13.369	16.221	25	7	7/25_S605F
S613W	1	UXTD	25/07/2017 02:16			474.175	491.604	9.581	449.605	0.506	0.577		0.275	0.487		0.344	0.236	33.125	36.215	0.214	1.045	0.245	0.97	13.462	16.183	25	7	7/25_S613W
S613W	2	UXTD	25/07/2017 02:27			497.657	488.508	8.988	451.742	0.498	0.562		0.281	0.488		0.356	0.225	32.613	35.629	0.211	1.028	0.237	0.956	13.506	16.242	25	7	7/25_S613W
S613W	3	UXTD	25/07/2017 02:36			488.219	482.311	9.962	429.237	0.519	0.574		0.284	0.492		0.354	0.225	32.731	35.843	0.211	1.035	0.235	0.962	13.447	16.178	25	7	7/25_S613W
S613W	4	UXTD	25/07/2017 02:46			482.207	487.548	10.047	442.541	0.511	0.579		0.283	0.482		0.35	0.24	33.45	36.17	0.216	1.056	0.239	0.972	13.433	16.143	25	7	7/25_S613W
S613W	8	UXTD	25/07/2017 02:55			474.558	483.741	10.188	417.806	0.512	0.57		0.279	0.487		0.354	0.232	32.826	35.812	0.211	1.039	0.236	0.963	13.434	16.166	25	7	7/25_S613W
S613W	12	UXTD	25/07/2017 03:05			464.126	465.299	10.208	429.775	0.506	0.571		0.276	0.49		0.326	0.23	33.535	36.322	0.223	1.058	0.24	0.972	13.392	16.189	25	7	7/25_S613W
S613W	13	UXTD	25/07/2017 04:00	210.107	21.995	462.101	464.098	10.425	417.551	0.505	0.563	0.208	0.284	0.485	0.566	0.332	0.23	33.333	35.68	0.219	1.052	0.236	0.961	13.396	16.107	25	7	7/25_S613W
S613W	14	UXTD	25/07/2017 04:09			487.415	469.071	9.998	421.004	0.513	0.57		0.284	0.491		0.337	0.237	33.22	36.154	0.214	1.049	0.232	0.962	13.43	16.303	25	7	7/25_S613W
S613W	15	UXTD	25/07/2017 04:19			494.28	487.719	9.851	430.467	0.513	0.571		0.281	0.489		0.355	0.22	32.862	35.666	0.211	1.039	0.235	0.952	13.454	16.32	25	7	7/25_S613W
S613W	16	UXTD	25/07/2017 04:28			489.021	485.584	9.515	429.782	0.501	0.558		0.285	0.485		0.356	0.254	32.811	35.75	0.212	1.036	0.235	0.954	13.453	16.274	25	7	7/25_S613W
S613W	18	UXTD	25/07/2017 04:38			496.016	491.483	9.308	451.164	0.514	0.574		0.279	0.496		0.355	0.232	32.772	35.723	0.209	1.036	0.239	0.958	13.459	16.198	25	7	7/25_S613W
S613W	19	UXTD	25/07/2017 04:47			472.939	480.896	9.496	439.171	0.517	0.577		0.287	0.496		0.349	0.238	32.586	35.837	0.21	1.031	0.241	0.958	13.455	16.236	25	7	7/25_S613W
S613W	20	UXTD	25/07/2017 04:57			485.255	483.24	10.517	424.852	0.511	0.568		0.287	0.493		0.352	0.239	33.256	36.274	0.211	1.047	0.231	0.963	13.495	16.356	25	7	7/25_S613W
S613W	24	UXTD	25/07/2017 05:08			473.759	491.537	9.886	428.29	0.516	0.578		0.284	0.487		0.347	0.243	33.196	36.026	0.213	1.046	0.24	0.961	13.48	16.321	25	7	7/25_S613W
S615W	3	UXTD	25/07/2017 02:14			480.929	474.874	9.45	468.585	0.512	0.567		0.271	0.485		0.344	0.213	32.645	35.948	0.215	1.037	0.234	0.964	13.412	16.226	25	7	7/25_S615W
S615W	6	UXTD	25/07/2017 02:25			470.696	467.587	9.79	454.503	0.508	0.571		0.275	0.492		0.347	0.219	32.556	35.666	0.215	1.034	0.236	0.958	13.422	16.177	25	7	7/25_S615W
S615W	9	UXTD	25/07/2017 02:34			486.763	478.752	9.598	446.53	0.512	0.571		0.276	0.487		0.36	0.224	32.948	35.864	0.215	1.042	0.232	0.962	13.449	16.23	25	7	7/25_S615W
S615W	10	UXTD	25/07/2017 02:44			486.868	474.301	9.623	449.101	0.516	0.571		0.276	0.485		0.353	0.217	33.111	36.123	0.215	1.046	0.234	0.965	13.435	16.264	25	7	7/25_S615W
S615W	11	UXTD	25/07/2017 02:54			476.772	472.363	9.857	442.612	0.514	0.571		0.274	0.488		0.348	0.225	33.479	36.416	0.218	1.054	0.234	0.969	13.452	16.304	25	7	7/25_S615W
S615W	12	UXTD	25/07/2017 03:05			461.366	463.022	9.499	447.495	0.506	0.569		0.276	0.493		0.348	0.221	33.028	36.016	0.214	1.046	0.231	0.965	13.383	16.227	25	7	7/25_S615W
S615W	13	UXTD	25/07/2017 03:59	206.7	19.491	483.941	480.648	9.317	463.728	0.509	0.568	0.206	0.278	0.489	0.564	0.359	0.234	32.82	35.868	0.212	1.036	0.231	0.961	13.442	16.228	25	7	7/25_S615W
S615W	16	UXTD	25/07/2017 04:09			474.223	476.5	9.247	446.859	0.513	0.566		0.274	0.483		0.358	0.229	32.502	35.851	0.21	1.031	0.23	0.961	13.427	16.193	25	7	7/25_S615W
S615W	17	UXTD	25/07/2017 04:19			467.806	471.839	8.996	484.568	0.512	0.572		0.279	0.489		0.341	0.227	33.155	36.271	0.215	1.052	0.232	0.971	13.358	16.172	25	7	7/25_S615W
S615W	18	UXTD	25/07/2017 04:29			474.839	478.055	9.134	460.9	0.515	0.571		0.278	0.494		0.353	0.222	32.977	36.278	0.214	1.046	0.235	0.97	13.434	16.211	25	7	7/25_S615W
S615W	19	UXTD	25/07/2017 04:39			478.554	478.93	9.423	460.215	0.516	0.58		0.276	0.486		0.348	0.225	33.619	36.616	0.216	1.059	0.235	0.978	13.411	16.213	25	7	7/25_S615W
S615W	21	UXTD	25/07/2017 04:49			475.78	466.748	10.599	436.104	0.512	0.573		0.271	0.48		0.35	0.235	33.301	36.05	0.215	1.051	0.23	0.965	13.439	16.243	25	7	7/25_S615W
S615W	22	UXTD	25/07/2017 04:59			477.375	484.632	9.262	470.426	0.506	0.565		0.279	0.487		0.362	0.232	32.334	35.388	0.21	1.024	0.228	0.951	13.457	16.213	25	7	7/25_S615W
S615W	24	UXTD	25/07/2017 05:10			474.041	481.042	8.891	455.733	0.516	0.571		0.279	0.488		0.354	0.23	33.086	35.88	0.214	1.044	0.229	0.959	13.448	16.221	25	7	7/25_S615W
S617F	1	UXTD	25/07/2017 02:27			463.858	470.088	10.376	439.913	0.505	0.575		0.281	0.479		0.346	0.256	33.55	36.491	0.217	1.058	0.236	0.98	13.422	16.135	25	7	7/25_S617F
S617F	5	UXTD	25/07/2017 02:37			470.875	468.875	9.364	453.495	0.503	0.562		0.284	0.484		0.358	0.263	33.009	35.989	0.211	1.046	0.234	0.969	13.393	16.114	25	7	7/25_S617F
S617F	6	UXTD	25/07/2017 02:46			473.361	470.985	9.918	445.3	0.514	0.572		0.279	0.483		0.351	0.253	33.335	36.526	0.216	1.053	0.246	0.981	13.401	16.095	25	7	7/25_S617F
S617F	7	UXTD	25/07/2017 02:56			458.954	461.775	10.418	435.989	0.499	0.559		0.277	0.481		0.339	0.238	33.549	36.355	0.219	1.059	0.234	0.974	13.398	16.137	25	7	7/25_S617F
S617F	10	UXTD	25/07/2017 03:04			472.938	472.344	10.216	445.618	0.509	0.578		0.27	0.477		0.357	0.234	32.808	35.729	0.215	1.039	0.235	0.956	13.427	16.274	25	7	7/25_S617F
S617F	11	UXTD	25/07/2017 03:14			469.29	471.909	10.144	444.075	0.503	0.572		0.275	0.479		0.345	0.239	33.47	36.462	0.218	1.057	0.243	0.976	13.412	16.15	25	7	7/25_S617F
S617F	13	UXTD	25/07/2017 04:08	209.995	21.539	462.995	465.917	10.419	445.3	0.509	0.568	0.207	0.268	0.476	0.567	0.339	0.242	33.365	35.963	0.216	1.056	0.24	0.967	13.373	16.157	25	7	7/25_S617F
S617F	14	UXTD	25/07/2017 04:16			463.567	464.49	9.762	454.484	0.515	0.577		0.275	0.478		0.34	0.249	34.285	36.672	0.223	1.08	0.248	0.983	13.395	16.114	25	7	7/25_S617F
S617F	15	UXTD	25/07/2017 04:26			454.821	469.875	10.289	448.81	0.502	0.571		0.277	0.479		0.342	0.249	34.059	36.729	0.222	1.075	0.242	0.986	13.384	16.079	25	7	7/25_S617F
S617F	16	UXTD	25/07/2017 04:35			457.449	470.578	10.476	449.675	0.505	0.575		0.269	0.481		0.339	0.243	34.414	37.063	0.223	1.086	0.245	0.986	13.371	16.225	25	7	7/25_S617F
S617F	17	UXTD	25/07/2017 04:44			438.492	453.405	10.843	431.195	0.495	0.555		0.272	0.482		0.329	0.249	34.242	36.484	0.227	1.082	0.243	0.978	13.338	16.136	25	7	7/25_S617F
S617F	18	UXTD	25/07/2017 04:53			453.1	445.124	9.397	450.911	0.5	0.559		0.271	0.48		0.325	0.236	33.51	36.146	0.222	1.061	0.24	0.966	13.366	16.219	25	7	7/25_S617F
S617F	24	UXTD	25/07/2017 05:02			463.235	466.713	10.67	445.3	0.503	0.572		0.274	0.475		0.341	0.244	33.472	36.202	0.215	1.06	0.235	0.974	13.374	16.119	25	7	7/25_S617F
S617F	25	UXTD	25/07/2017 05:12			465.634	460.184	10.421	421.8	0.504	0.574		0.267	0.478		0.339	0.236	33.367	36.157	0.217	1.051	0.24	0.965	13.446	16.282	25	7	7/25_S617F
S617G	4	UXTD	25/07/2017 00:07			480.737	483.207	10.034	433.455	0.513	0.572		0.281	0.482		0.361	0.24	35.424	37.662	0.224	1.098	0.244	0.995	13.523	16.316	25	7	7/25_S617G
S617G	9	UXTD	25/07/2017 00:17			479.95	480.66	11.125	429.6	0.502	0.563		0.281	0.482		0.356	0.221	34.522	36.929	0.221	1.077	0.241	0.978	13.515	16.326	25	7	7/25_S617G
S617G	10	UXTD	25/07/2017 00:26			469.712	476.5	9.644	439.904	0.5	0.564		0.274	0.48		0.356	0.231	34.43	37.029	0.22	1.078	0.24	0.984	13.462	16.252	25	7	7/25_S617G
S617G	12	UXTD	25/07/2017 00:37			466.749	477.113	9.555	448.057	0.502	0.564		0.276	0.479		0.341	0.22	34.685	37.151	0.222	1.084	0.242	0.985	13.484	16.278	25	7	7/25_S617G
S617G	13	UXTD	25/07/2017 01:32	213.529	19.402	483.881	489.506	9.269	454.471	0.501	0.568	0.206	0.276	0.483	0.57	0.369	0.229	33.341	36.49	0.214	1.052	0.238	0.969	13.469	16.295	25	7	7/25_S617G
S617G	14	UXTD	25/07/2017 01:44			475.943	489.337	10.488	430.489	0.506	0.566		0.276	0.479		0.363	0.23	35.059	37.5	0.225	1.09	0.242	0.988	13.526	16.338	25	7	7/25_S617G
S617G	15	UXTD	25/07/2017 01:57			463.684	471.13	9.591	451.038	0.505	0.564		0.271	0.477		0.353	0.22	34.677	37.221	0.222	1.084	0.244	0.988	13.474	16.254	25	7	7/25_S617G
S617G	16	UXTD	25/07/2017 02:06			466.728	481.831	10.921	418.67	0.494	0.562		0.266	0.479		0.351	0.21	33.389	36.463	0.217	1.049	0.237	0.967	13.509	16.314	25	7	7/25_S617G
S617G	18	UXTD	25/07/2017 02:17			465.834	477.247	10.75	407.072	0.515	0.571		0.271	0.48		0.349	0.213	33.474	36.351	0.22	1.049	0.235	0.967	13.51	16.307	25	7	7/25_S617G
S617G	19	UXTD	25/07/2017 02:25			487.891	483.995	9.847	447.757	0.507	0.571		0.275	0.483		0.359	0.222	33.843	36.581	0.218	1.059	0.239	0.969	13.529	16.341	25	7	7/25_S617G
S617G	21	UXTD	25/07/2017 02:36			476.256	494.987	9.758	440.175	0.504	0.571		0.273	0.479		0.354	0.218	33.896	36.607	0.219	1.063	0.24	0.973	13.487	16.306	25	7	7/25_S617G
S617G	24	UXTD	25/07/2017 02:46			475.992	474.889	10.644	429.408	0.5	0.568		0.272	0.486		0.345	0.217	35.181	37.612	0.225	1.094	0.246	0.997	13.496	16.242	25	7	7/25_S617G
S61BA	1	UXTD	25/07/2017 17:28			464.75	465.096	10.587	424.766	0.525	0.572		0.268	0.482		0.342	0.218	32.886	35.541	0.216	1.041	0.235	0.956	13.4	16.2	25	7	7/25_S61BA
S61BA	4	UXTD	25/07/2017 17:39			477.158	478.725	10.203	423.156	0.508	0.572		0.268	0.472		0.351	0.229	32.743	35.317	0.215	1.035	0.236	0.951	13.424	16.143	25	7	7/25_S61BA
S61BA	6	UXTD	25/07/2017 17:49			454.556	458.717	10.613	420.302	0.513	0.573		0.275	0.478		0.332	0.223	32.99	35.845	0.218	1.051	0.236	0.966	13.305	16.127	25	7	7/25_S61BA
S61BA	7	UXTD	25/07/2017 17:59			465.06	469.791	10.1	441.742	0.52	0.572		0.276	0.479		0.344	0.238	32.85	35.741	0.215	1.043	0.236	0.96	13.389	16.199	25	7	7/25_S61BA
S61BA	8	UXTD	25/07/2017 18:08			447.261	461.498	11.002	436.637	0.517	0.568		0.271	0.478		0.332	0.21	32.74	35.407	0.218	1.044	0.234	0.956	13.329	16.137	25	7	7/25_S61BA
S61BA	9	UXTD	25/07/2017 18:19			466.515	468.789	10.124	449.066	0.516	0.577		0.274	0.48		0.346	0.233	32.514	35.223	0.214	1.033	0.235	0.95	13.383	16.169	25	7	7/25_S61BA
S61BA	12	UXTD	25/07/2017 18:28			457.312	469.616	10.913	416.991	0.506	0.572		0.275	0.482		0.347	0.23	32.619	35.596	0.217	1.038	0.237	0.96	13.374	16.138	25	7	7/25_S61BA
S61BA	13	UXTD	25/07/2017 19:24	210.957	21.473	471.522	470.75	10.7	438.16	0.511	0.565	0.205	0.276	0.477	0.563	0.345	0.227	32.017	34.66	0.212	1.02	0.228	0.937	13.381	16.185	25	7	7/25_S61BA
S61BA	15	UXTD	25/07/2017 19:35			466.732	476.697	11.896	403.91	0.509	0.563		0.274	0.472		0.355	0.233	32.208	35.064	0.213	1.022	0.234	0.949	13.412	16.122	25	7	7/25_S61BA
S61BA	16	UXTD	25/07/2017 19:44			455.426	465.681	9.988	426.274	0.514	0.575		0.276	0.479		0.346	0.232	32.793	35.56	0.216	1.037	0.238	0.958	13.413	16.161	25	7	7/25_S61BA
S61BA	19	UXTD	25/07/2017 19:55			474.023	460.467	10.125	419.39	0.512	0.575		0.27	0.482		0.35	0.228	32.287	35.162	0.214	1.026	0.24	0.948	13.413	16.16	25	7	7/25_S61BA
S61BA	20	UXTD	25/07/2017 20:04			475.328	467.201	10.269	433.878	0.519	0.579		0.274	0.477		0.35	0.218	32.616	35.54	0.216	1.035	0.237	0.959	13.372	16.126	25	7	7/25_S61BA
S61BA	22	UXTD	25/07/2017 20:15			461.24	460.9	10.772	425.394	0.506	0.568		0.278	0.478		0.342	0.237	32.529	35.544	0.212	1.036	0.229	0.957	13.372	16.165	25	7	7/25_S61BA
S61BA	23	UXTD	25/07/2017 20:25			462.437	474.051	10.057	442.117	0.515	0.571		0.276	0.473		0.357	0.237	32.004	35.151	0.209	1.019	0.229	0.95	13.406	16.139	25	7	7/25_S61BA
S61NX	2	UXTD	25/07/2017 22:46			467.266	479.049	9.668	457.869	0.502	0.578		0.28	0.493		0.335	0.239	32.926	35.548	0.216	1.04	0.241	0.963	13.424	16.055	25	7	7/25_S61NX
S61NX	4	UXTD	25/07/2017 22:56			475.109	469.633	10.389	433.951	0.51	0.568		0.274	0.496		0.328	0.226	33.324	35.8	0.224	1.052	0.245	0.967	13.437	16.085	25	7	7/25_S61NX
S61NX	7	UXTD	25/07/2017 23:05			469.405	473	11.084	435.364	0.502	0.56		0.286	0.493		0.338	0.231	32.964	35.489	0.216	1.04	0.239	0.95	13.457	16.267	25	7	7/25_S61NX
