LOTID5	WAFER_ID	PROCESS_ID_LE821910_PROCESS_ID_MAX	ET_TIME_LE821910_TKOUT_TIME_MAX	D120_M1_1b_lat_100BCR	D120_M1_1b_lat_100IRD_L	D120_M1_4b_ult_PD_Vtsat	D120_M1_4b_ult_PG_Vtsat	D120_M1_4b_ult_PU_Idsat	D120_M1_4b_ult_PU_Vtsat	EGN_2/0.15_Vtsat	EGN_2/2_Vtlin	EGN_Cov	EGP_2/0.15_Vtsat	EGP_2/2_Vtlin	EGP_Cov	LVTN_0.21/0.03x7_Vtsat	LVTP_0.3/0.03x5_Vtsat	Lpoly_RVTN	Lpoly_RVTP	RVTN_Cov	RVTN_Covdd	RVTP_Cov	RVTP_Covdd	SGN_Tox_inv	SGP_Tox_inv	date	month	date_lot
S61NX	9	UXTD	25/07/2017 23:15			483.782	477.139	9.722	448.201	0.488	0.556		0.28	0.493		0.344	0.235	33.04	35.696	0.217	1.043	0.234	0.956	13.453	16.27	25	7	7/25_S61NX
S61NX	10	UXTD	25/07/2017 23:24			463.446	458.375	9.755	436.428	0.509	0.575		0.267	0.493		0.328	0.21	33.129	35.563	0.226	1.051	0.249	0.964	13.39	16.045	25	7	7/25_S61NX
S6401	1	UXTD	25/07/2017 02:24			482.269	480.999	8.58	474.22	0.511	0.571		0.285	0.486		0.356	0.245	33.238	36.329	0.215	1.053	0.229	0.974	13.389	16.173	25	7	7/25_S6401
S6401	2	UXTD	25/07/2017 02:34			474.795	484.047	9.685	464.902	0.519	0.573		0.284	0.487		0.356	0.237	32.742	35.729	0.213	1.039	0.229	0.961	13.416	16.162	25	7	7/25_S6401
S6401	3	UXTD	25/07/2017 02:43			471.427	470.969	9.767	443.876	0.52	0.572		0.279	0.489		0.355	0.234	33.494	35.781	0.221	1.055	0.235	0.965	13.419	16.121	25	7	7/25_S6401
S6401	8	UXTD	25/07/2017 02:53			474.561	468.753	9.373	453.292	0.519	0.578		0.278	0.489		0.349	0.228	33.25	36.316	0.214	1.051	0.235	0.975	13.425	16.148	25	7	7/25_S6401
S6401	9	UXTD	25/07/2017 03:02			476.923	481.769	9.806	448.267	0.522	0.57		0.287	0.49		0.359	0.25	33.909	36.799	0.214	1.066	0.231	0.981	13.426	16.21	25	7	7/25_S6401
S6401	13	UXTD	25/07/2017 03:57	220.657	22.747	467.15	472.17	9.906	447.259	0.513	0.568	0.21	0.275	0.484	0.571	0.345	0.231	33.465	36.025	0.224	1.053	0.239	0.968	13.441	16.145	25	7	7/25_S6401
S6401	16	UXTD	25/07/2017 04:07			471.087	464.641	9.664	450.813	0.516	0.574		0.286	0.49		0.354	0.243	33.302	36.329	0.216	1.052	0.234	0.971	13.429	16.188	25	7	7/25_S6401
S6401	17	UXTD	25/07/2017 04:16			472.323	483.544	9.5	462.308	0.522	0.578		0.284	0.487		0.36	0.249	33.989	36.936	0.214	1.066	0.232	0.984	13.477	16.219	25	7	7/25_S6401
S6401	18	UXTD	25/07/2017 04:26			456.592	466.419	9.207	458.795	0.518	0.571		0.273	0.489		0.339	0.229	33.674	36.001	0.219	1.059	0.23	0.965	13.437	16.188	25	7	7/25_S6401
S6401	19	UXTD	25/07/2017 04:35			475.034	480.454	9.788	459.998	0.52	0.58		0.283	0.489		0.354	0.251	34.233	37.073	0.22	1.074	0.234	0.989	13.426	16.17	25	7	7/25_S6401
S6401	20	UXTD	25/07/2017 04:45			476.5	479.519	9.697	442.931	0.509	0.564		0.278	0.485		0.355	0.251	33.69	36.094	0.219	1.057	0.235	0.968	13.473	16.169	25	7	7/25_S6401
S6401	21	UXTD	25/07/2017 04:54			478.054	474.55	8.409	456.986	0.517	0.564		0.286	0.49		0.356	0.248	33.171	35.887	0.213	1.046	0.227	0.962	13.464	16.222	25	7	7/25_S6401
S6401	25	UXTD	25/07/2017 05:05			472.765	475.509	8.843	468.431	0.52	0.582		0.29	0.491		0.369	0.257	33.737	36.405	0.212	1.059	0.229	0.97	13.482	16.275	25	7	7/25_S6401
S642Y	3	UXTD	25/07/2017 23:50			489.98	483.058	9.637	447.405	0.511	0.577		0.277	0.483		0.352	0.231	32.582	34.977	0.217	1.037	0.237	0.949	13.367	16.061	25	7	7/25_S642Y
S6443	1	UXTD	25/07/2017 02:19			479.128	478.539	9.466	447.003	0.516	0.577		0.28	0.485		0.353	0.233	33.458	35.794	0.215	1.055	0.233	0.963	13.439	16.141	25	7	7/25_S6443
S6443	2	UXTD	25/07/2017 02:29			454.771	464.026	9.583	445.638	0.512	0.568		0.281	0.491		0.341	0.24	33.783	36.273	0.219	1.065	0.233	0.971	13.42	16.142	25	7	7/25_S6443
S6443	7	UXTD	25/07/2017 02:38			474.458	468.202	9	460.624	0.512	0.577		0.272	0.486		0.346	0.252	33.949	36.297	0.218	1.068	0.237	0.977	13.433	16.129	25	7	7/25_S6443
S6443	8	UXTD	25/07/2017 02:48			466.126	470.665	9.476	439.577	0.512	0.569		0.275	0.485		0.339	0.232	33.574	36.087	0.218	1.061	0.235	0.971	13.394	16.119	25	7	7/25_S6443
S6443	9	UXTD	25/07/2017 02:57			468.862	490.113	10.51	423.9	0.511	0.571		0.274	0.482		0.347	0.229	33.961	36.356	0.219	1.069	0.237	0.972	13.431	16.194	25	7	7/25_S6443
S6443	10	UXTD	25/07/2017 03:07			463.82	467.478	9.266	438.406	0.505	0.568		0.279	0.494		0.35	0.235	33.244	35.881	0.217	1.049	0.233	0.965	13.429	16.168	25	7	7/25_S6443
S6443	13	UXTD	25/07/2017 04:01	208.37	19.421	465.207	476.5	9.283	457.476	0.518	0.574	0.207	0.284	0.489	0.577	0.347	0.253	33.313	36.008	0.215	1.049	0.238	0.967	13.436	16.096	25	7	7/25_S6443
S6443	14	UXTD	25/07/2017 04:10			481.948	478.209	9.306	440.948	0.519	0.579		0.271	0.484		0.351	0.231	33.594	36.085	0.217	1.061	0.237	0.97	13.406	16.13	25	7	7/25_S6443
S6443	16	UXTD	25/07/2017 04:21			482.618	480.608	8.977	459.178	0.517	0.578		0.277	0.481		0.353	0.249	33.302	35.905	0.214	1.052	0.235	0.964	13.43	16.174	25	7	7/25_S6443
S6443	17	UXTD	25/07/2017 04:30			467.704	474.669	8.931	444.738	0.509	0.565		0.282	0.487		0.344	0.23	33.347	35.795	0.216	1.053	0.233	0.96	13.393	16.173	25	7	7/25_S6443
S6443	18	UXTD	25/07/2017 04:40			482.541	486.268	9.224	442.238	0.521	0.578		0.278	0.49		0.349	0.248	33.817	36.436	0.217	1.064	0.236	0.978	13.458	16.164	25	7	7/25_S6443
S6443	19	UXTD	25/07/2017 04:48			474.407	475.109	8.954	462.42	0.519	0.578		0.28	0.486		0.358	0.236	33.417	36.068	0.214	1.052	0.235	0.967	13.444	16.18	25	7	7/25_S6443
S6443	20	UXTD	25/07/2017 04:59			475.697	476.124	9.213	436.914	0.518	0.573		0.272	0.477		0.347	0.23	33.656	36.096	0.217	1.063	0.234	0.97	13.416	16.144	25	7	7/25_S6443
S6443	24	UXTD	25/07/2017 05:09			476.204	479.74	9.531	444.284	0.507	0.565		0.279	0.483		0.359	0.235	33.123	35.669	0.213	1.044	0.231	0.958	13.463	16.195	25	7	7/25_S6443
S6444	6	UXTD	25/07/2017 05:35			474.655	478.625	9.8	438.489	0.517	0.573		0.269	0.486		0.346	0.213	32.755	35.351	0.216	1.039	0.227	0.954	13.383	16.119	25	7	7/25_S6444
S6444	7	UXTD	25/07/2017 05:45			483.811	479.73	9.008	467.908	0.502	0.571		0.265	0.483		0.354	0.205	31.886	34.663	0.214	1.014	0.232	0.94	13.402	16.064	25	7	7/25_S6444
S6444	9	UXTD	25/07/2017 05:54			474.499	477.898	8.852	456.622	0.511	0.576		0.269	0.478		0.358	0.217	32.735	35.223	0.215	1.04	0.232	0.953	13.406	16.077	25	7	7/25_S6444
S6444	11	UXTD	25/07/2017 06:04			468.7	484.076	8.794	444.767	0.514	0.58		0.274	0.482		0.348	0.219	33.409	35.707	0.219	1.057	0.231	0.961	13.388	16.141	25	7	7/25_S6444
S6444	12	UXTD	25/07/2017 06:12			471.693	471.077	9.891	426.719	0.516	0.571		0.269	0.48		0.34	0.231	33.997	36.337	0.223	1.073	0.233	0.979	13.367	16.056	25	7	7/25_S6444
S6444	13	UXTD	25/07/2017 07:06	217.326	20.799	467.791	479.45	9.324	439.374	0.506	0.576	0.209	0.266	0.484	0.57	0.347	0.211	32.624	35.041	0.217	1.033	0.23	0.942	13.419	16.229	25	7	7/25_S6444
S6444	14	UXTD	25/07/2017 07:16			470.382	470.416	10.348	415.604	0.506	0.568		0.264	0.479		0.348	0.203	32.545	35.088	0.218	1.037	0.231	0.953	13.356	16.076	25	7	7/25_S6444
S6444	15	UXTD	25/07/2017 07:24			471.276	483.58	9.499	443.357	0.511	0.577		0.263	0.482		0.34	0.214	32.704	35.182	0.217	1.037	0.23	0.947	13.417	16.209	25	7	7/25_S6444
S6444	17	UXTD	25/07/2017 07:34			478.822	482.391	10.034	430.269	0.507	0.576		0.265	0.479		0.344	0.205	32.757	35.185	0.218	1.035	0.226	0.943	13.421	16.261	25	7	7/25_S6444
S6444	18	UXTD	25/07/2017 07:43			476.685	492.785	9.108	431.76	0.525	0.583		0.271	0.481		0.357	0.222	32.86	35.281	0.216	1.039	0.231	0.956	13.409	16.073	25	7	7/25_S6444
S6444	19	UXTD	25/07/2017 07:52			466.429	472.071	9.64	424.378	0.5	0.563		0.272	0.484		0.342	0.214	33.147	35.343	0.22	1.047	0.233	0.956	13.412	16.082	25	7	7/25_S6444
S6444	22	UXTD	25/07/2017 08:01			470.952	466.345	9.159	449.328	0.509	0.566		0.277	0.488		0.352	0.213	33.058	35.52	0.216	1.047	0.227	0.953	13.397	16.248	25	7	7/25_S6444
S6444	23	UXTD	25/07/2017 08:11			478.544	477.387	8.231	465.763	0.518	0.581		0.275	0.484		0.363	0.23	32.923	35.476	0.212	1.042	0.231	0.957	13.446	16.119	25	7	7/25_S6444
S6444	24	UXTD	25/07/2017 08:20			477.749	479.356	9.597	429.6	0.512	0.573		0.271	0.48		0.35	0.228	33.539	35.99	0.218	1.059	0.23	0.968	13.411	16.081	25	7	7/25_S6444
S6472	1	UXTD	25/07/2017 02:25			471.354	477.661	10.209	438.834	0.499	0.563		0.278	0.482		0.348	0.267	33.165	36.128	0.218	1.043	0.229	0.968	13.463	16.2	25	7	7/25_S6472
S6472	8	UXTD	25/07/2017 02:35			471.71	478.708	10.047	433.689	0.503	0.565		0.273	0.48		0.339	0.251	33.815	36.632	0.218	1.063	0.228	0.972	13.43	16.329	25	7	7/25_S6472
S6472	9	UXTD	25/07/2017 02:44			477.079	481.435	9.749	445.979	0.504	0.56		0.279	0.481		0.344	0.271	33.74	36.28	0.223	1.058	0.232	0.969	13.454	16.218	25	7	7/25_S6472
S6472	10	UXTD	25/07/2017 02:54			486.963	479.515	9.925	448.652	0.507	0.564		0.272	0.481		0.35	0.252	32.407	35.569	0.215	1.029	0.229	0.955	13.42	16.209	25	7	7/25_S6472
S6472	12	UXTD	25/07/2017 03:03			477.368	485.958	9.326	458.578	0.501	0.565		0.288	0.486		0.341	0.272	33.906	36.691	0.219	1.063	0.232	0.979	13.478	16.203	25	7	7/25_S6472
S6472	13	UXTD	25/07/2017 03:57	213.439	21.652	455.332	465.925	10.022	470.009	0.507	0.568	0.21	0.279	0.486	0.563	0.327	0.242	32.932	35.56	0.225	1.038	0.234	0.955	13.474	16.183	25	7	7/25_S6472
S6472	14	UXTD	25/07/2017 04:07			472.247	473.222	10.057	447.321	0.5	0.563		0.267	0.481		0.332	0.233	32.789	35.337	0.223	1.033	0.231	0.948	13.47	16.292	25	7	7/25_S6472
S6472	15	UXTD	25/07/2017 04:16			468.306	471.49	9.832	459.521	0.503	0.563		0.285	0.488		0.324	0.264	33.689	36.159	0.225	1.057	0.236	0.97	13.464	16.191	25	7	7/25_S6472
S6472	16	UXTD	25/07/2017 04:26			480.166	480.359	10.098	444.198	0.503	0.563		0.28	0.483		0.335	0.263	33.84	36.887	0.218	1.061	0.234	0.984	13.468	16.176	25	7	7/25_S6472
S6472	18	UXTD	25/07/2017 04:35			471.218	482.338	10.506	429.221	0.501	0.565		0.277	0.485		0.337	0.253	32.999	35.65	0.222	1.037	0.231	0.952	13.482	16.332	25	7	7/25_S6472
S6472	21	UXTD	25/07/2017 04:45			466.726	464.314	9.879	456.389	0.5	0.564		0.286	0.49		0.336	0.249	33.376	36.244	0.217	1.047	0.234	0.97	13.503	16.196	25	7	7/25_S6472
S6472	22	UXTD	25/07/2017 04:54			482.175	473.013	9.902	450.316	0.5	0.566		0.281	0.486		0.344	0.26	33.63	36.487	0.215	1.055	0.234	0.976	13.508	16.182	25	7	7/25_S6472
S6472	23	UXTD	25/07/2017 05:04			469.65	478.139	9.739	449.119	0.501	0.565		0.281	0.482		0.343	0.247	33.053	36.234	0.216	1.044	0.228	0.962	13.481	16.361	25	7	7/25_S6472
S6472	24	UXTD	25/07/2017 05:14			481.407	475.705	10.198	453.428	0.505	0.566		0.275	0.484		0.345	0.256	33.403	36.051	0.222	1.046	0.23	0.958	13.509	16.361	25	7	7/25_S6472
S6473	3	UXTD	25/07/2017 20:10			486.198	476.5	10.57	435.172	0.505	0.567		0.28	0.49		0.36	0.219	32.453	35.443	0.213	1.028	0.244	0.958	13.456	16.118	25	7	7/25_S6473
S6473	4	UXTD	25/07/2017 20:21			487.157	479.92	11.107	408.139	0.504	0.565		0.281	0.485		0.359	0.224	32.711	35.925	0.212	1.036	0.231	0.968	13.438	16.126	25	7	7/25_S6473
S6473	5	UXTD	25/07/2017 20:30			466.767	468.885	11.504	422.617	0.504	0.562		0.281	0.486		0.345	0.223	33.334	35.891	0.221	1.052	0.232	0.968	13.436	16.096	25	7	7/25_S6473
S6473	11	UXTD	25/07/2017 20:40			466.098	467.658	9.921	444.674	0.501	0.564		0.285	0.491		0.353	0.222	32.837	35.621	0.214	1.04	0.236	0.96	13.439	16.105	25	7	7/25_S6473
S6473	13	UXTD	25/07/2017 21:33	218.066	20.224	476.106	477.956	10.469	453.307	0.497	0.559	0.207	0.281	0.486	0.572	0.354	0.224	33.049	36.016	0.215	1.046	0.232	0.967	13.433	16.108	25	7	7/25_S6473
S6473	15	UXTD	25/07/2017 21:44			480.271	470.21	10.639	424.127	0.509	0.573		0.285	0.49		0.362	0.229	32.896	35.783	0.211	1.041	0.228	0.964	13.418	16.105	25	7	7/25_S6473
S6473	16	UXTD	25/07/2017 21:54			470.461	476.5	10.76	429.6	0.504	0.572		0.282	0.485		0.351	0.221	33.099	35.936	0.216	1.042	0.24	0.963	13.482	16.186	25	7	7/25_S6473
S6473	17	UXTD	25/07/2017 22:03			466.058	470.29	10.966	441.684	0.497	0.566		0.278	0.485		0.342	0.214	33.108	35.589	0.223	1.045	0.235	0.953	13.428	16.264	25	7	7/25_S6473
S6473	18	UXTD	25/07/2017 22:13			480.677	487.092	10.918	435.598	0.51	0.565		0.284	0.485		0.358	0.238	32.923	35.912	0.214	1.042	0.234	0.969	13.44	16.106	25	7	7/25_S6473
S6473	19	UXTD	25/07/2017 22:21			480.918	482.519	10.285	438.862	0.508	0.572		0.28	0.487		0.358	0.228	32.267	35.076	0.211	1.022	0.229	0.941	13.478	16.302	25	7	7/25_S6473
S6473	20	UXTD	25/07/2017 22:32			465.2	463.226	11.306	431.621	0.498	0.565		0.281	0.489		0.349	0.216	32.827	35.342	0.22	1.041	0.235	0.952	13.432	16.196	25	7	7/25_S6473
S6473	21	UXTD	25/07/2017 22:40			480.996	469.011	10.831	446.724	0.51	0.578		0.277	0.483		0.356	0.231	32.228	35.281	0.212	1.023	0.235	0.954	13.429	16.107	25	7	7/25_S6473
S6473	22	UXTD	25/07/2017 22:51			476.024	482.218	11.783	417.804	0.498	0.563		0.278	0.486		0.356	0.22	33.102	36.168	0.216	1.047	0.235	0.971	13.448	16.116	25	7	7/25_S6473
S6473	24	UXTD	25/07/2017 23:01			461.781	487.719	10.653	433.514	0.5	0.562		0.28	0.491		0.357	0.234	33.255	35.844	0.22	1.048	0.235	0.959	13.482	16.233	25	7	7/25_S6473
S6488	13	UXTD	25/07/2017 00:30	214.407	21.876	461.215	465.079	9.246	454.874	0.523	0.57	0.207	0.283	0.492	0.574	0.346	0.228	33.706	36.485	0.218	1.065	0.233	0.981	13.371	16.086	25	7	7/25_S6488
S6488	14	UXTD	25/07/2017 00:39			474.533	475.284	9.66	454.094	0.52	0.578		0.288	0.49		0.363	0.231	32.624	35.665	0.212	1.037	0.233	0.957	13.398	16.221	25	7	7/25_S6488
S6488	15	UXTD	25/07/2017 00:49			475.567	476.759	9.641	455.498	0.512	0.571		0.287	0.492		0.354	0.23	33.346	36.332	0.216	1.055	0.233	0.976	13.381	16.114	25	7	7/25_S6488
S6488	17	UXTD	25/07/2017 00:58			473.07	476.5	10.191	453.1	0.522	0.577		0.288	0.491		0.347	0.237	32.852	35.996	0.213	1.042	0.228	0.967	13.41	16.185	25	7	7/25_S6488
S6488	18	UXTD	25/07/2017 01:09			474.273	469.758	9.266	467.52	0.521	0.579		0.286	0.49		0.357	0.239	32.606	35.759	0.211	1.037	0.238	0.967	13.391	16.041	25	7	7/25_S6488
S6488	20	UXTD	25/07/2017 01:18			486.227	479.307	9.356	461.4	0.524	0.586		0.275	0.486		0.367	0.241	32.468	35.647	0.209	1.032	0.236	0.964	13.405	16.076	25	7	7/25_S6488
S6488	24	UXTD	25/07/2017 01:30			478.93	477.348	10.559	437.21	0.527	0.578		0.285	0.492		0.36	0.228	32.48	35.572	0.211	1.031	0.231	0.962	13.405	16.06	25	7	7/25_S6488
S6488	25	UXTD	25/07/2017 01:41			474.556	487.602	9.875	434.342	0.534	0.583		0.288	0.483		0.37	0.261	33.259	36.263	0.208	1.052	0.233	0.979	13.407	16.05	25	7	7/25_S6488
S6489	2	UXTD	25/07/2017 05:35			483.815	475.451	9.731	449.005	0.515	0.571		0.291	0.495		0.366	0.23	32.193	35.153	0.21	1.012	0.231	0.941	13.595	16.332	25	7	7/25_S6489
S6489	3	UXTD	25/07/2017 05:45			482.407	485.78	9.707	443.138	0.515	0.572		0.294	0.492		0.377	0.242	32.573	35.503	0.209	1.023	0.226	0.95	13.538	16.293	25	7	7/25_S6489
S6489	4	UXTD	25/07/2017 05:54			489.886	475.664	9.362	446.72	0.513	0.573		0.277	0.491		0.368	0.242	32.832	35.755	0.21	1.032	0.235	0.953	13.532	16.353	25	7	7/25_S6489
S6489	5	UXTD	25/07/2017 06:05			490.526	476.5	9.354	439.072	0.511	0.572		0.285	0.496		0.372	0.247	32.959	36.156	0.211	1.035	0.238	0.964	13.554	16.266	25	7	7/25_S6489
S6489	8	UXTD	25/07/2017 06:14			469.725	486.519	9.888	440.791	0.504	0.568		0.281	0.49		0.364	0.241	33.596	36.134	0.214	1.05	0.24	0.964	13.51	16.272	25	7	7/25_S6489
S6489	13	UXTD	25/07/2017 07:10	212.318	20.243	470.833	481.928	9.199	449.432	0.5	0.567	0.205	0.283	0.491	0.572	0.362	0.226	32.684	35.741	0.211	1.028	0.237	0.956	13.536	16.332	25	7	7/25_S6489
S6489	16	UXTD	25/07/2017 07:21			487.603	487.861	9.973	450.185	0.505	0.573		0.286	0.489		0.379	0.238	33.058	36.096	0.211	1.038	0.232	0.961	13.536	16.32	25	7	7/25_S6489
S6489	17	UXTD	25/07/2017 07:30			472.965	481.82	9.43	437.336	0.501	0.569		0.281	0.491		0.371	0.235	32.86	35.703	0.212	1.036	0.233	0.954	13.469	16.272	25	7	7/25_S6489
S6489	18	UXTD	25/07/2017 07:40			484.3	482.61	9.208	443.876	0.505	0.57		0.28	0.489		0.367	0.234	31.907	34.853	0.208	1.01	0.231	0.937	13.518	16.27	25	7	7/25_S6489
S6489	20	UXTD	25/07/2017 07:49			473.767	485.302	9.594	454.601	0.504	0.572		0.287	0.492		0.365	0.238	32.393	35.437	0.209	1.02	0.233	0.946	13.509	16.328	25	7	7/25_S6489
S6489	22	UXTD	25/07/2017 08:00			468.837	474.825	9.404	452.268	0.507	0.569		0.288	0.494		0.362	0.24	32.583	35.81	0.209	1.024	0.236	0.958	13.53	16.233	25	7	7/25_S6489
S6489	23	UXTD	25/07/2017 08:09			477.626	485.932	10.317	439.763	0.505	0.572		0.287	0.492		0.362	0.243	32.911	35.866	0.212	1.037	0.227	0.958	13.504	16.282	25	7	7/25_S6489
S6489	25	UXTD	25/07/2017 08:20			471.568	476.5	9.363	455.962	0.511	0.58		0.289	0.498		0.365	0.234	32.727	36.073	0.21	1.031	0.235	0.96	13.525	16.335	25	7	7/25_S6489
S64B9	1	UXTD	25/07/2017 11:05			476.5	473.862	9.819	423.992	0.51	0.572		0.276	0.488		0.344	0.234	33.46	36.016	0.217	1.052	0.238	0.965	13.449	16.199	25	7	7/25_S64B9
S64B9	2	UXTD	25/07/2017 11:15			478.205	483.502	9.579	430.864	0.515	0.578		0.269	0.478		0.352	0.257	33.885	36.274	0.214	1.06	0.23	0.962	13.518	16.363	25	7	7/25_S64B9
S64B9	7	UXTD	25/07/2017 11:24			457.137	462.094	9.726	464.309	0.512	0.571		0.284	0.494		0.334	0.236	33.47	35.981	0.219	1.053	0.238	0.966	13.444	16.182	25	7	7/25_S64B9
S64B9	8	UXTD	25/07/2017 11:35			467.803	478.868	9.318	437.5	0.516	0.583		0.278	0.485		0.344	0.25	33.16	35.668	0.215	1.045	0.238	0.958	13.476	16.228	25	7	7/25_S64B9
S64B9	9	UXTD	25/07/2017 11:44			464.76	462.579	9.462	435.541	0.506	0.563		0.284	0.488		0.336	0.243	33.739	36.255	0.219	1.061	0.235	0.969	13.469	16.217	25	7	7/25_S64B9
S64B9	10	UXTD	25/07/2017 11:54			473.86	477.954	9.694	435.621	0.512	0.574		0.278	0.482		0.35	0.244	32.935	35.508	0.214	1.038	0.236	0.955	13.466	16.157	25	7	7/25_S64B9
S64B9	11	UXTD	25/07/2017 12:03			480.88	481.515	9.497	453.1	0.515	0.581		0.279	0.486		0.345	0.253	33.412	36.217	0.213	1.053	0.234	0.969	13.456	16.205	25	7	7/25_S64B9
S64B9	13	UXTD	25/07/2017 12:58	223.97	19.66	471.25	464.029	10.083	437.344	0.501	0.571	0.205	0.287	0.49	0.578	0.342	0.262	33.564	36.491	0.216	1.059	0.235	0.976	13.413	16.201	25	7	7/25_S64B9
S64B9	14	UXTD	25/07/2017 13:08			470.115	476.98	9.575	431.417	0.507	0.566		0.285	0.49		0.327	0.232	33.165	35.87	0.219	1.045	0.233	0.955	13.481	16.336	25	7	7/25_S64B9
S64B9	15	UXTD	25/07/2017 13:18			468.613	462.925	9.249	459.36	0.508	0.573		0.276	0.483		0.341	0.241	33.235	35.693	0.214	1.047	0.238	0.959	13.475	16.206	25	7	7/25_S64B9
S64B9	16	UXTD	25/07/2017 13:28			475.064	478.133	9.727	426.126	0.506	0.578		0.281	0.485		0.346	0.25	33.528	35.911	0.215	1.052	0.234	0.953	13.53	16.364	25	7	7/25_S64B9
S64B9	19	UXTD	25/07/2017 13:37			475.669	469.249	9.582	453.1	0.515	0.567		0.292	0.494		0.341	0.241	33.305	35.896	0.216	1.047	0.236	0.963	13.456	16.192	25	7	7/25_S64B9
S64B9	24	UXTD	25/07/2017 13:47			451.979	465.043	9.607	437.296	0.507	0.568		0.288	0.493		0.335	0.238	33.773	36.055	0.218	1.057	0.237	0.963	13.448	16.263	25	7	7/25_S64B9
S64B9	25	UXTD	25/07/2017 13:57			486.317	479.682	9.81	452.611	0.517	0.583		0.277	0.478		0.362	0.261	33.109	35.771	0.209	1.041	0.234	0.96	13.518	16.186	25	7	7/25_S64B9
S64BB	2	UXTD	25/07/2017 02:16			475.411	486.008	10.037	430.423	0.513	0.575		0.277	0.488		0.351	0.205	32.374	35.188	0.213	1.025	0.231	0.946	13.465	16.258	25	7	7/25_S64BB
S64BB	4	UXTD	25/07/2017 02:27			472.722	467.947	10.131	419.381	0.514	0.574		0.276	0.482		0.352	0.218	32.992	35.674	0.214	1.041	0.233	0.951	13.46	16.377	25	7	7/25_S64BB
S64BB	8	UXTD	25/07/2017 02:37			460.9	470.544	9.333	452.886	0.524	0.587		0.272	0.484		0.337	0.221	33.412	36.088	0.216	1.057	0.243	0.968	13.394	16.149	25	7	7/25_S64BB
S64BB	10	UXTD	25/07/2017 02:47			468.7	467.597	9.899	437.5	0.517	0.579		0.271	0.479		0.353	0.225	33.542	36.318	0.216	1.057	0.236	0.968	13.432	16.252	25	7	7/25_S64BB
S64BB	11	UXTD	25/07/2017 02:56			452.515	456.935	10.869	417.207	0.502	0.566		0.267	0.482		0.337	0.204	33.47	36.36	0.218	1.059	0.232	0.968	13.376	16.282	25	7	7/25_S64BB
S64BB	12	UXTD	25/07/2017 03:06			469.473	473.795	9.47	453.1	0.523	0.587		0.274	0.487		0.356	0.213	32.23	35.009	0.211	1.026	0.234	0.944	13.439	16.217	25	7	7/25_S64BB
S64BB	13	UXTD	25/07/2017 04:02	222.599	20.248	477.155	479.123	10.345	419.483	0.515	0.586	0.207	0.272	0.486	0.577	0.352	0.211	32.399	35.304	0.211	1.027	0.235	0.943	13.461	16.357	25	7	7/25_S64BB
S64BB	14	UXTD	25/07/2017 04:11			466.042	466.463	8.661	460.572	0.503	0.568		0.278	0.486		0.344	0.211	32.392	35.256	0.213	1.029	0.234	0.947	13.418	16.253	25	7	7/25_S64BB
S64BB	15	UXTD	25/07/2017 04:22			477.251	476.5	10.457	422.412	0.506	0.569		0.276	0.484		0.354	0.223	32.74	35.736	0.213	1.04	0.229	0.952	13.431	16.345	25	7	7/25_S64BB
S64BB	16	UXTD	25/07/2017 04:31			475.631	467.999	9.23	429	0.519	0.586		0.268	0.483		0.351	0.217	33.197	35.949	0.215	1.049	0.242	0.962	13.446	16.226	25	7	7/25_S64BB
S64BB	18	UXTD	25/07/2017 04:41			474.123	473.397	9.752	431.789	0.515	0.587		0.271	0.484		0.346	0.208	32.369	35.185	0.215	1.025	0.231	0.938	13.464	16.359	25	7	7/25_S64BB
S64BB	23	UXTD	25/07/2017 04:50			474.524	478.151	9.567	433.089	0.504	0.57		0.275	0.487		0.347	0.215	32.979	35.743	0.213	1.042	0.234	0.952	13.478	16.352	25	7	7/25_S64BB
S64BB	24	UXTD	25/07/2017 05:01			474.213	478.169	9.908	437.091	0.529	0.592		0.271	0.486		0.353	0.228	33.038	35.82	0.213	1.042	0.234	0.956	13.474	16.271	25	7	7/25_S64BB
S64BB	25	UXTD	25/07/2017 05:11			466.089	474.095	9.678	453.1	0.516	0.587		0.278	0.485		0.347	0.219	33.058	35.753	0.215	1.042	0.242	0.956	13.47	16.285	25	7	7/25_S64BB
S64CH	4	UXTD	25/07/2017 11:57			485.539	468.492	11.056	425.961	0.514	0.567		0.281	0.483		0.348	0.243	34.476	37.019	0.221	1.077	0.229	0.98	13.498	16.345	25	7	7/25_S64CH
S64CH	5	UXTD	25/07/2017 12:07			471.949	474.688	10.279	438.714	0.531	0.584		0.266	0.477		0.353	0.214	34.024	36.479	0.221	1.072	0.242	0.974	13.432	16.217	25	7	7/25_S64CH
S64CH	6	UXTD	25/07/2017 12:15			465.471	469.504	10.334	447.944	0.509	0.569		0.272	0.474		0.355	0.229	34.644	36.971	0.221	1.085	0.229	0.983	13.446	16.255	25	7	7/25_S64CH
S64CH	8	UXTD	25/07/2017 12:26			460.267	473.249	10.16	431.914	0.509	0.564		0.28	0.481		0.346	0.222	34.091	36.376	0.223	1.071	0.23	0.971	13.457	16.274	25	7	7/25_S64CH
S64CH	11	UXTD	25/07/2017 12:34			467.028	463.579	10.348	431.838	0.518	0.568		0.276	0.48		0.342	0.228	34.781	36.798	0.225	1.09	0.235	0.978	13.421	16.273	25	7	7/25_S64CH
