LOTID5	PROCESS_ID_LX562150_PROCESS_ID_MAX	ET_TIME_LX562150_TKOUT_TIME_MAX	WAFER_ID	D120_M1_4b_ult_PD_Idsat	D120_M1_4b_ult_PD_Vtsat	D120_M1_4b_ult_PG_Idsat	D120_M1_4b_ult_PG_Vtsat	D120_M1_4b_ult_PU_Idsat	D120_M1_4b_ult_PU_Vtsat	EGN_2/0.15_Vtsat	EGN_2/2_Vtlin	EGN_Tox_inv	EGP_2/0.45_Vtsat	EGP_2/2_Vtlin	EGP_Tox_inv	HVN_AS_10/2.6x1_Vtsat	HVP_S_10/2x1_Vtsat	HVTN_0.21/0.03x7_Vtsat	HVTN_1/1_Vtlin	HVTN_Cov	HVTN_Covdd	HVTP_0.3/0.03x5_Vtsat	HVTP_1/1_Vtlin	HVTP_Cov	HVTP_Covdd	Leff_N	Leff_P	SGN_Tox_inv	SGP_Tox_inv	UMVN_10/10x1_Vtlin	UMVP_10/10x1_Vtlin	date	month	date_lot
S5XUR	UXU3	24/07/2017 05:17	3							0.488		35.778			40.138			0.454		0.221	1.055	0.311		0.29	0.964			13.325				24	7	7/24_S5XUR
S5XUR	UXU3	24/07/2017 05:41	4							0.512		35.747			40.082			0.502		0.211	1.036	0.367		0.282	0.955			13.349				24	7	7/24_S5XUR
S5XUR	UXU3	24/07/2017 06:06	5							0.511		35.851			40.323			0.517		0.206	1.031	0.356		0.28	0.947			13.414				24	7	7/24_S5XUR
S5XUR	UXU3	24/07/2017 06:29	6							0.489		35.64			39.983			0.468		0.217	1.056	0.32		0.288	0.966			13.303				24	7	7/24_S5XUR
S5XUR	UXU3	24/07/2017 06:53	7							0.517		35.899			40.328			0.501		0.211	1.041	0.37		0.284	0.955			13.341				24	7	7/24_S5XUR
S5XUR	UXU3	24/07/2017 07:18	8							0.502		35.799			40.11			0.493		0.208	1.028	0.366		0.283	0.953			13.341				24	7	7/24_S5XUR
S5XUR	UXU3	24/07/2017 07:43	9							0.485		35.929			40.31			0.462		0.22	1.058	0.319		0.289	0.966			13.335				24	7	7/24_S5XUR
S5XUR	UXU3	24/07/2017 08:07	10							0.516		35.845			40.237			0.512		0.201	1.026	0.375		0.276	0.946			13.382				24	7	7/24_S5XUR
S5XUR	UXU3	24/07/2017 08:32	11							0.515		36.409			40.811			0.479		0.213	1.04	0.348		0.285	0.951			13.327				24	7	7/24_S5XUR
S5XUR	UXU3	24/07/2017 08:55	12							0.477		35.669			40.162			0.482		0.212	1.046	0.314		0.291	0.964			13.338				24	7	7/24_S5XUR
S5XUR	UXU3	24/07/2017 10:19	13							0.518	0.548	36.261	0.484	0.555	40.626	0.896	1.093	0.505	0.415	0.201	1.032	0.399	0.527	0.276	0.956	24.325	18.938	13.349	16.227	0.909	0.895	24	7	7/24_S5XUR
S5XUR	UXU3	24/07/2017 10:44	14							0.49		35.728			40.113			0.471		0.211	1.028	0.36		0.283	0.946			13.336				24	7	7/24_S5XUR
S5XUR	UXU3	24/07/2017 11:07	15							0.494		35.549			39.885			0.471		0.213	1.037	0.33		0.286	0.956			13.355				24	7	7/24_S5XUR
S5XUR	UXU3	24/07/2017 11:32	16							0.512		36.133			40.467			0.502		0.205	1.052	0.391		0.28	0.963			13.373				24	7	7/24_S5XUR
S5XUR	UXU3	24/07/2017 11:56	17							0.505		35.985			40.364			0.491		0.207	1.036	0.346		0.283	0.953			13.424				24	7	7/24_S5XUR
S5XUR	UXU3	24/07/2017 12:21	18							0.484		35.722			40.097			0.481		0.214	1.047	0.316		0.289	0.96			13.39				24	7	7/24_S5XUR
S5XUR	UXU3	24/07/2017 13:09	19							0.5175	0.544	35.831		0.55	40.3305			0.504	0.418	0.204	1.048	0.381	0.522	0.278	0.96			13.362	16.298	0.912	0.891	24	7	7/24_S5XUR
S5XUR	UXU3	24/07/2017 13:33	20							0.52		35.932			40.3			0.493		0.21	1.046	0.396		0.284	0.958			13.375				24	7	7/24_S5XUR
S5XUR	UXU3	24/07/2017 13:57	21							0.522		35.826			40.269			0.51		0.208	1.04	0.388		0.278	0.953			13.362				24	7	7/24_S5XUR
S5XUR	UXU3	24/07/2017 14:21	22							0.508		35.821			40.232			0.485		0.209	1.03	0.367		0.286	0.949			13.344				24	7	7/24_S5XUR
S5XUR	UXU3	24/07/2017 14:46	23							0.524		35.946			40.314			0.51		0.202	1.026	0.383		0.277	0.946			13.381				24	7	7/24_S5XUR
S5XUR	UXU3	24/07/2017 15:10	24							0.509		36.14			40.384			0.511		0.201	1.02	0.372		0.276	0.949			13.432				24	7	7/24_S5XUR
S5XUR	UXU3	24/07/2017 15:35	25							0.513		35.636			40.012			0.494		0.205	1.028	0.381		0.278	0.952			13.396				24	7	7/24_S5XUR
S61KD	UXU3	24/07/2017 08:52	2							0.51		36.239			40.385			0.476		0.213	1.065	0.365		0.301	0.98			13.262				24	7	7/24_S61KD
S61KD	UXU3	24/07/2017 10:16	3							0.518	0.555	35.929	0.474	0.551	40.276	0.887	1.091	0.487	0.423	0.204	1.042	0.384	0.53	0.297	0.972	24.322	17.819	13.239	16.136	0.903	0.894	24	7	7/24_S61KD
S61KD	UXU3	24/07/2017 11:38	8							0.516	0.554	36.338	0.475	0.552	40.962	0.881	1.077	0.478	0.418	0.214	1.077	0.382	0.532	0.298	0.98	24.889	17.864	13.302	16.205	0.904	0.893	24	7	7/24_S61KD
S61KD	UXU3	24/07/2017 13:01	13							0.511	0.553	36.358	0.475	0.553	40.598	0.883	1.075	0.476	0.416	0.215	1.077	0.371	0.532	0.301	0.986	24.625	17.882	13.284	16.204	0.902	0.897	24	7	7/24_S61KD
S61KD	UXU3	24/07/2017 14:23	16							0.519	0.555	36.398	0.478	0.558	40.877	0.873	1.087	0.482	0.424	0.21	1.042	0.368	0.54	0.298	0.97	23.809	17.399	13.308	16.189	0.906	0.901	24	7	7/24_S61KD
S61KD	UXU3	24/07/2017 15:45	19							0.512	0.551	36.252	0.482	0.555	40.487	0.887	1.085	0.48	0.421	0.214	1.05	0.363	0.539	0.299	0.97	24.303	17.732	13.284	16.171	0.908	0.893	24	7	7/24_S61KD
S61KD	UXU3	24/07/2017 16:10	21							0.511		36.004			40.143			0.48		0.208	1.05	0.39		0.3	0.972			13.261				24	7	7/24_S61KD
S61KD	UXU3	24/07/2017 16:35	23							0.511		36.271			40.482			0.481		0.213	1.081	0.392		0.298	0.99			13.281				24	7	7/24_S61KD
S61KD	UXU3	24/07/2017 17:01	24							0.505	0.551	35.992		0.547	40.169			0.478	0.424	0.211		0.377	0.534	0.305				13.319	16.163	0.91	0.902	24	7	7/24_S61KD
S64X6	UXU6	24/07/2017 08:08	1							0.521		35.662			40.128			0.504		0.216	1.072	0.405		0.278	0.964			13.422				24	7	7/24_S64X6
S64X6	UXU6	24/07/2017 08:33	2							0.524	0.559	35.775		0.533	40.015			0.514	0.422	0.208		0.394	0.512	0.273				13.435	16.316	0.903	0.879	24	7	7/24_S64X6
S64X6	UXU6	24/07/2017 08:58	10							0.527		35.748			40.142			0.52		0.206	1.024	0.397		0.273	0.939			13.39				24	7	7/24_S64X6
S64X6	UXU6	24/07/2017 10:21	13							0.515	0.551	35.459	0.463	0.536	39.995	0.87	1.077	0.494	0.412	0.218	1.077	0.395	0.517	0.282	0.986	24.679	19.585	13.327	16.066	0.909	0.876	24	7	7/24_S64X6
S64X6	UXU6	24/07/2017 10:44	21							0.524		35.827			40.164			0.517		0.211	1.06	0.394		0.278	0.973			13.423				24	7	7/24_S64X6
S6667	UXU6	24/07/2017 13:27	6							0.52	0.548	35.576	0.454	0.529	39.883																	24	7	7/24_S6667
S6667	UXU6	24/07/2017 13:33	11							0.517	0.55	35.51	0.459	0.534	39.809																	24	7	7/24_S6667
S6667	UXU6	24/07/2017 13:40	12							0.521	0.554	35.732	0.462	0.542	40.334																	24	7	7/24_S6667
S6667	UXU6	24/07/2017 15:02	13							0.522	0.554	35.614	0.457	0.536	40.056	0.871	1.099	0.489	0.418	0.211	1.067	0.37	0.511	0.282	0.979	24.913	19.457	13.379	16.404	0.887	0.882	24	7	7/24_S6667
S6667	UXU6	24/07/2017 15:09	17							0.519	0.552	35.527	0.457	0.533	39.892																	24	7	7/24_S6667
S6667	UXU6	24/07/2017 15:35	18							0.519	0.55	35.461		0.534	39.983			0.478	0.417	0.219		0.363	0.513	0.287				13.405	16.41	0.877	0.886	24	7	7/24_S6667
S66AH	UXU6	24/07/2017 07:53	6							0.515	0.554	35.364	0.45	0.525	39.604																	24	7	7/24_S66AH
S66AH	UXU6	24/07/2017 07:59	11							0.516	0.552	35.346	0.448	0.522	39.58																	24	7	7/24_S66AH
S66AH	UXU6	24/07/2017 08:05	12							0.524	0.56	35.371	0.454	0.53	39.929																	24	7	7/24_S66AH
S66AH	UXU6	24/07/2017 09:27	13							0.525	0.565	35.973	0.452	0.533	40.099	0.89	1.084	0.508	0.428	0.213	1.061	0.39	0.52	0.281	0.967	24.891	19.207	13.459	16.454	0.914	0.876	24	7	7/24_S66AH
S66AH	UXU6	24/07/2017 09:51	14							0.526	0.563	35.709		0.537	40.257			0.492	0.418	0.212		0.388	0.526	0.282				13.44	16.374	0.906	0.881	24	7	7/24_S66AH
S66AH	UXU6	24/07/2017 09:59	17							0.516	0.55	35.379	0.449	0.523	39.604																	24	7	7/24_S66AH
S6766	UXU5	24/07/2017 12:00	1							0.519		35.688			39.777			0.501		0.211	1.068							13.434				24	7	7/24_S6766
S6766	UXU5	24/07/2017 12:24	2							0.531		35.652			40.053			0.506		0.209	1.052							13.356				24	7	7/24_S6766
S6766	UXU5	24/07/2017 12:50	8							0.525	0.549	35.797		0.536	39.904			0.492	0.415	0.213		0.382	0.509	0.281				13.356	16.254	0.909	0.87	24	7	7/24_S6766
S6766	UXU5	24/07/2017 14:13	13							0.513	0.554	35.477	0.456	0.533	39.523	0.886	1.05	0.491	0.414	0.211	1.068	0.394	0.518	0.29	0.991	25.344	19.511	13.361	16.195	0.919	0.873	24	7	7/24_S6766
S6766	UXU5	24/07/2017 14:36	20							0.528		36.008			40.138			0.495		0.212	1.058							13.417				24	7	7/24_S6766
S67YZ	UXU5	24/07/2017 04:26	6							0.528	0.557	35.729	0.445	0.522	40.067	0.906	1.06	0.501	0.432	0.209	1.057	0.385	0.504	0.286	0.983	24.705	19.256	13.438	16.317	0.934	0.881	24	7	7/24_S67YZ
S659W	UXU6	25/07/2017 03:32	6							0.513	0.549	35.235	0.448	0.518	39.481																	25	7	7/25_S659W
S659W	UXU6	25/07/2017 03:38	11							0.503	0.538	35.288	0.458	0.528	39.66																	25	7	7/25_S659W
S659W	UXU6	25/07/2017 03:44	12							0.512	0.549	35.388	0.452	0.524	39.824																	25	7	7/25_S659W
S6789	UXU5	25/07/2017 04:20	5							0.528	0.554	35.994	0.439	0.514	40.599	0.917	1.082	0.48	0.416	0.225	1.132	0.387	0.494	0.295	1.013	25.918	19.464	13.328	16.121	0.925	0.887	25	7	7/25_S6789
